scenario_id,scenario_display_id,scenario_name,boundary_height,boundary_type,old_subsidy_rin,new_subsidy_rin,required_price_multiplier,required_price_growth_pct,interpretation,evidence_class
S1,S1,1/20 reduction without a floor,71400000,scheduled subsidy boundary,0.00000012,0.00000011,1.09090909,9.09090909,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,71610000,scheduled subsidy boundary,0.00000011,0.00000010,1.10000000,10.00000000,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,71820000,scheduled subsidy boundary,0.00000010,0.00000009,1.11111111,11.11111111,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,72030000,scheduled subsidy boundary,0.00000009,0.00000008,1.12500000,12.50000000,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,72240000,scheduled subsidy boundary,0.00000008,0.00000007,1.14285714,14.28571429,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,72450000,scheduled subsidy boundary,0.00000007,0.00000006,1.16666667,16.66666667,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,72660000,scheduled subsidy boundary,0.00000006,0.00000005,1.20000000,20.00000000,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,72870000,scheduled subsidy boundary,0.00000005,0.00000004,1.25000000,25.00000000,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,73080000,scheduled subsidy boundary,0.00000004,0.00000003,1.33333333,33.33333333,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,73290000,scheduled subsidy boundary,0.00000003,0.00000002,1.50000000,50.00000000,price-only compensation; fees and miner costs held constant,consensus-deterministic
S1,S1,1/20 reduction without a floor,73500000,scheduled subsidy boundary,0.00000002,0.00000001,2.00000000,100.00000000,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,840000,activation,6.25000000,5.93750000,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,1050000,scheduled subsidy boundary,5.93750000,5.64062500,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,1260000,scheduled subsidy boundary,5.64062500,5.35859375,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,1470000,scheduled subsidy boundary,5.35859375,5.09066406,1.05263158,5.26315795,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,1680000,scheduled subsidy boundary,5.09066406,4.83613085,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,1890000,scheduled subsidy boundary,4.83613085,4.59432430,1.05263158,5.26315807,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,2100000,scheduled subsidy boundary,4.59432430,4.36460808,1.05263158,5.26315802,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,2310000,scheduled subsidy boundary,4.36460808,4.14637767,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,2520000,scheduled subsidy boundary,4.14637767,3.93905878,1.05263158,5.26315807,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,2730000,scheduled subsidy boundary,3.93905878,3.74210584,1.05263158,5.26315792,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,2940000,scheduled subsidy boundary,3.74210584,3.55500054,1.05263158,5.26315813,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,3150000,scheduled subsidy boundary,3.55500054,3.37725051,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,3360000,scheduled subsidy boundary,3.37725051,3.20838798,1.05263158,5.26315804,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,3570000,scheduled subsidy boundary,3.20838798,3.04796858,1.05263158,5.26315793,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,3780000,scheduled subsidy boundary,3.04796858,2.89557015,1.05263158,5.26315793,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,3990000,scheduled subsidy boundary,2.89557015,2.75079164,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,4200000,scheduled subsidy boundary,2.75079164,2.61325205,1.05263158,5.26315822,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,4410000,scheduled subsidy boundary,2.61325205,2.48258944,1.05263158,5.26315821,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,4620000,scheduled subsidy boundary,2.48258944,2.35845996,1.05263158,5.26315825,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,4830000,scheduled subsidy boundary,2.35845996,2.24053696,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,5040000,scheduled subsidy boundary,2.24053696,2.12851011,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,5250000,scheduled subsidy boundary,2.12851011,2.02208460,1.05263158,5.26315813,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,5460000,scheduled subsidy boundary,2.02208460,1.92098037,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,5670000,scheduled subsidy boundary,1.92098037,1.82493135,1.05263158,5.26315798,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,5880000,scheduled subsidy boundary,1.82493135,1.73368478,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,6090000,scheduled subsidy boundary,1.73368478,1.64700054,1.05263158,5.26315796,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,6300000,scheduled subsidy boundary,1.64700054,1.56465051,1.05263158,5.26315810,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,6510000,scheduled subsidy boundary,1.56465051,1.48641798,1.05263158,5.26315821,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,6720000,scheduled subsidy boundary,1.48641798,1.41209708,1.05263158,5.26315797,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,6930000,scheduled subsidy boundary,1.41209708,1.34149222,1.05263158,5.26315837,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,7140000,scheduled subsidy boundary,1.34149222,1.27441760,1.05263159,5.26315864,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,7350000,scheduled subsidy boundary,1.27441760,1.21069672,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,7560000,scheduled subsidy boundary,1.21069672,1.15016188,1.05263158,5.26315826,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,7770000,scheduled subsidy boundary,1.15016188,1.09265378,1.05263158,5.26315847,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,7980000,scheduled subsidy boundary,1.09265378,1.03802109,1.05263158,5.26315800,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,8190000,scheduled subsidy boundary,1.03802109,0.98612003,1.05263158,5.26315848,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,8400000,scheduled subsidy boundary,0.98612003,0.93681402,1.05263159,5.26315885,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,8610000,scheduled subsidy boundary,0.93681402,0.88997331,1.05263159,5.26315896,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,8820000,scheduled subsidy boundary,0.88997331,0.84547464,1.05263158,5.26315845,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,9030000,scheduled subsidy boundary,0.84547464,0.80320090,1.05263159,5.26315894,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,9240000,scheduled subsidy boundary,0.80320090,0.76304085,1.05263159,5.26315858,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,9450000,scheduled subsidy boundary,0.76304085,0.72488880,1.05263159,5.26315898,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,9660000,scheduled subsidy boundary,0.72488880,0.68864436,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,9870000,scheduled subsidy boundary,0.68864436,0.65421214,1.05263158,5.26315822,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,10080000,scheduled subsidy boundary,0.65421214,0.62150153,1.05263158,5.26315840,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,10290000,scheduled subsidy boundary,0.62150153,0.59042645,1.05263159,5.26315852,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,10500000,scheduled subsidy boundary,0.59042645,0.56090512,1.05263159,5.26315930,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,10710000,scheduled subsidy boundary,0.56090512,0.53285986,1.05263159,5.26315868,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,10920000,scheduled subsidy boundary,0.53285986,0.50621686,1.05263159,5.26315935,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2a,S2/a,1/20 reduction with bounded 0.5 RIN phase,11130000,scheduled subsidy boundary,0.50621686,0.50000000,1.01243372,1.24337200,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,840000,activation,6.25000000,5.93750000,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,1050000,scheduled subsidy boundary,5.93750000,5.64062500,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,1260000,scheduled subsidy boundary,5.64062500,5.35859375,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,1470000,scheduled subsidy boundary,5.35859375,5.09066406,1.05263158,5.26315795,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,1680000,scheduled subsidy boundary,5.09066406,4.83613085,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,1890000,scheduled subsidy boundary,4.83613085,4.59432430,1.05263158,5.26315807,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,2100000,scheduled subsidy boundary,4.59432430,4.36460808,1.05263158,5.26315802,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,2310000,scheduled subsidy boundary,4.36460808,4.14637767,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,2520000,scheduled subsidy boundary,4.14637767,3.93905878,1.05263158,5.26315807,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,2730000,scheduled subsidy boundary,3.93905878,3.74210584,1.05263158,5.26315792,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,2940000,scheduled subsidy boundary,3.74210584,3.55500054,1.05263158,5.26315813,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,3150000,scheduled subsidy boundary,3.55500054,3.37725051,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,3360000,scheduled subsidy boundary,3.37725051,3.20838798,1.05263158,5.26315804,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,3570000,scheduled subsidy boundary,3.20838798,3.04796858,1.05263158,5.26315793,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,3780000,scheduled subsidy boundary,3.04796858,2.89557015,1.05263158,5.26315793,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,3990000,scheduled subsidy boundary,2.89557015,2.75079164,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,4200000,scheduled subsidy boundary,2.75079164,2.61325205,1.05263158,5.26315822,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,4410000,scheduled subsidy boundary,2.61325205,2.48258944,1.05263158,5.26315821,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,4620000,scheduled subsidy boundary,2.48258944,2.35845996,1.05263158,5.26315825,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,4830000,scheduled subsidy boundary,2.35845996,2.24053696,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,5040000,scheduled subsidy boundary,2.24053696,2.12851011,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,5250000,scheduled subsidy boundary,2.12851011,2.02208460,1.05263158,5.26315813,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,5460000,scheduled subsidy boundary,2.02208460,1.92098037,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,5670000,scheduled subsidy boundary,1.92098037,1.82493135,1.05263158,5.26315798,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,5880000,scheduled subsidy boundary,1.82493135,1.73368478,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,6090000,scheduled subsidy boundary,1.73368478,1.64700054,1.05263158,5.26315796,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,6300000,scheduled subsidy boundary,1.64700054,1.56465051,1.05263158,5.26315810,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,6510000,scheduled subsidy boundary,1.56465051,1.48641798,1.05263158,5.26315821,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,6720000,scheduled subsidy boundary,1.48641798,1.41209708,1.05263158,5.26315797,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,6930000,scheduled subsidy boundary,1.41209708,1.34149222,1.05263158,5.26315837,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,7140000,scheduled subsidy boundary,1.34149222,1.27441760,1.05263159,5.26315864,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,7350000,scheduled subsidy boundary,1.27441760,1.21069672,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,7560000,scheduled subsidy boundary,1.21069672,1.15016188,1.05263158,5.26315826,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,7770000,scheduled subsidy boundary,1.15016188,1.09265378,1.05263158,5.26315847,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,7980000,scheduled subsidy boundary,1.09265378,1.03802109,1.05263158,5.26315800,price-only compensation; fees and miner costs held constant,consensus-deterministic
S2b,S2/b,Bounded 1 RIN phase comparator,8190000,scheduled subsidy boundary,1.03802109,1.00000000,1.03802109,3.80210900,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,840000,activation,6.25000000,5.93750000,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,1050000,scheduled subsidy boundary,5.93750000,5.64062500,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,1260000,scheduled subsidy boundary,5.64062500,5.35859375,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,1470000,scheduled subsidy boundary,5.35859375,5.09066406,1.05263158,5.26315795,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,1680000,scheduled subsidy boundary,5.09066406,4.83613085,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,1890000,scheduled subsidy boundary,4.83613085,4.59432430,1.05263158,5.26315807,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,2100000,scheduled subsidy boundary,4.59432430,4.36460808,1.05263158,5.26315802,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,2310000,scheduled subsidy boundary,4.36460808,4.14637767,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,2520000,scheduled subsidy boundary,4.14637767,3.93905878,1.05263158,5.26315807,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,2730000,scheduled subsidy boundary,3.93905878,3.74210584,1.05263158,5.26315792,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,2940000,scheduled subsidy boundary,3.74210584,3.55500054,1.05263158,5.26315813,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,3150000,scheduled subsidy boundary,3.55500054,3.37725051,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,3360000,scheduled subsidy boundary,3.37725051,3.20838798,1.05263158,5.26315804,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,3570000,scheduled subsidy boundary,3.20838798,3.04796858,1.05263158,5.26315793,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,3780000,scheduled subsidy boundary,3.04796858,2.89557015,1.05263158,5.26315793,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,3990000,scheduled subsidy boundary,2.89557015,2.75079164,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,4200000,scheduled subsidy boundary,2.75079164,2.61325205,1.05263158,5.26315822,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,4410000,scheduled subsidy boundary,2.61325205,2.48258944,1.05263158,5.26315821,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,4620000,scheduled subsidy boundary,2.48258944,2.35845996,1.05263158,5.26315825,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,4830000,scheduled subsidy boundary,2.35845996,2.24053696,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5040000,scheduled subsidy boundary,2.24053696,2.12851011,1.05263158,5.26315799,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5250000,scheduled subsidy boundary,2.12851011,2.02208460,1.05263158,5.26315813,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5460000,scheduled subsidy boundary,2.02208460,1.92098037,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5670000,scheduled subsidy boundary,1.92098037,1.82493135,1.05263158,5.26315798,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5880000,scheduled subsidy boundary,1.82493135,1.73368478,1.05263158,5.26315805,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6090000,scheduled subsidy boundary,1.73368478,1.64700054,1.05263158,5.26315796,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6300000,scheduled subsidy boundary,1.64700054,1.56465051,1.05263158,5.26315810,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6510000,scheduled subsidy boundary,1.56465051,1.48641798,1.05263158,5.26315821,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6720000,scheduled subsidy boundary,1.48641798,1.41209708,1.05263158,5.26315797,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6930000,scheduled subsidy boundary,1.41209708,1.34149222,1.05263158,5.26315837,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7140000,scheduled subsidy boundary,1.34149222,1.27441760,1.05263159,5.26315864,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7350000,scheduled subsidy boundary,1.27441760,1.21069672,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7560000,scheduled subsidy boundary,1.21069672,1.15016188,1.05263158,5.26315826,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7770000,scheduled subsidy boundary,1.15016188,1.09265378,1.05263158,5.26315847,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7980000,scheduled subsidy boundary,1.09265378,1.03802109,1.05263158,5.26315800,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8190000,scheduled subsidy boundary,1.03802109,0.98612003,1.05263158,5.26315848,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8400000,scheduled subsidy boundary,0.98612003,0.93681402,1.05263159,5.26315885,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8610000,scheduled subsidy boundary,0.93681402,0.88997331,1.05263159,5.26315896,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8820000,scheduled subsidy boundary,0.88997331,0.84547464,1.05263158,5.26315845,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9030000,scheduled subsidy boundary,0.84547464,0.80320090,1.05263159,5.26315894,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9240000,scheduled subsidy boundary,0.80320090,0.76304085,1.05263159,5.26315858,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9450000,scheduled subsidy boundary,0.76304085,0.72488880,1.05263159,5.26315898,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9660000,scheduled subsidy boundary,0.72488880,0.68864436,1.05263158,5.26315789,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9870000,scheduled subsidy boundary,0.68864436,0.65421214,1.05263158,5.26315822,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10080000,scheduled subsidy boundary,0.65421214,0.62150153,1.05263158,5.26315840,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10290000,scheduled subsidy boundary,0.62150153,0.59042645,1.05263159,5.26315852,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10500000,scheduled subsidy boundary,0.59042645,0.56090512,1.05263159,5.26315930,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10710000,scheduled subsidy boundary,0.56090512,0.53285986,1.05263159,5.26315868,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10920000,scheduled subsidy boundary,0.53285986,0.50621686,1.05263159,5.26315935,price-only compensation; fees and miner costs held constant,consensus-deterministic
S3,S3,Perpetual 0.5 RIN tail-emission comparator,11130000,scheduled subsidy boundary,0.50621686,0.50000000,1.01243372,1.24337200,price-only compensation; fees and miner costs held constant,consensus-deterministic
