scenario_id,scenario_display_id,boundary_height,subsidy_before_rin,subsidy_after_rin,required_additional_fee_base_units_per_block,required_additional_fee_rin_per_block,interpretation
S4,S4,130830000,0.02675002,0.02651537,23465,0.00023465,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,131040000,0.02651537,0.02628277,23260,0.00023260,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,131250000,0.02628277,0.02605221,23056,0.00023056,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,131460000,0.02605221,0.02582368,22853,0.00022853,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,131670000,0.02582368,0.02559715,22653,0.00022653,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,131880000,0.02559715,0.02537261,22454,0.00022454,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,132090000,0.02537261,0.02515004,22257,0.00022257,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,132300000,0.02515004,0.02492942,22062,0.00022062,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,132510000,0.02492942,0.02471074,21868,0.00021868,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,132720000,0.02471074,0.02449397,21677,0.00021677,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,132930000,0.02449397,0.02427911,21486,0.00021486,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,133140000,0.02427911,0.02406613,21298,0.00021298,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,133350000,0.02406613,0.02385502,21111,0.00021111,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,133560000,0.02385502,0.02364576,20926,0.00020926,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,133770000,0.02364576,0.02343834,20742,0.00020742,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,133980000,0.02343834,0.02323274,20560,0.00020560,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,134190000,0.02323274,0.02302894,20380,0.00020380,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,134400000,0.02302894,0.02282693,20201,0.00020201,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,134610000,0.02282693,0.02262669,20024,0.00020024,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,134820000,0.02262669,0.02242821,19848,0.00019848,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,135030000,0.02242821,0.02223147,19674,0.00019674,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,135240000,0.02223147,0.02203645,19502,0.00019502,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,135450000,0.02203645,0.02184314,19331,0.00019331,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,135660000,0.02184314,0.02165153,19161,0.00019161,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,135870000,0.02165153,0.02146160,18993,0.00018993,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,136080000,0.02146160,0.02127334,18826,0.00018826,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,136290000,0.02127334,0.02108673,18661,0.00018661,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,136500000,0.02108673,0.02090175,18498,0.00018498,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,136710000,0.02090175,0.02071840,18335,0.00018335,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,136920000,0.02071840,0.02053665,18175,0.00018175,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,137130000,0.02053665,0.02035650,18015,0.00018015,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,137340000,0.02035650,0.02017793,17857,0.00017857,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,137550000,0.02017793,0.02000093,17700,0.00017700,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,137760000,0.02000093,0.01982548,17545,0.00017545,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,137970000,0.01982548,0.01965157,17391,0.00017391,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,138180000,0.01965157,0.01947918,17239,0.00017239,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,138390000,0.01947918,0.01930831,17087,0.00017087,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,138600000,0.01930831,0.01913893,16938,0.00016938,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,138810000,0.01913893,0.01897104,16789,0.00016789,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,139020000,0.01897104,0.01880462,16642,0.00016642,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,139230000,0.01880462,0.01863966,16496,0.00016496,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,139440000,0.01863966,0.01847615,16351,0.00016351,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,139650000,0.01847615,0.01831407,16208,0.00016208,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,139860000,0.01831407,0.01815342,16065,0.00016065,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,140070000,0.01815342,0.01799417,15925,0.00015925,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,140280000,0.01799417,0.01783632,15785,0.00015785,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,140490000,0.01783632,0.01767986,15646,0.00015646,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,140700000,0.01767986,0.01752477,15509,0.00015509,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,140910000,0.01752477,0.01737104,15373,0.00015373,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,141120000,0.01737104,0.01721866,15238,0.00015238,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,141330000,0.01721866,0.01706761,15105,0.00015105,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,141540000,0.01706761,0.01691789,14972,0.00014972,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,141750000,0.01691789,0.01676948,14841,0.00014841,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,141960000,0.01676948,0.01662237,14711,0.00014711,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,142170000,0.01662237,0.01647655,14582,0.00014582,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,142380000,0.01647655,0.01633201,14454,0.00014454,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,142590000,0.01633201,0.01618874,14327,0.00014327,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,142800000,0.01618874,0.01604673,14201,0.00014201,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,143010000,0.01604673,0.01590596,14077,0.00014077,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,143220000,0.01590596,0.01576643,13953,0.00013953,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,143430000,0.01576643,0.01562812,13831,0.00013831,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,143640000,0.01562812,0.01549103,13709,0.00013709,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,143850000,0.01549103,0.01535514,13589,0.00013589,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,144060000,0.01535514,0.01522044,13470,0.00013470,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,144270000,0.01522044,0.01508692,13352,0.00013352,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,144480000,0.01508692,0.01495457,13235,0.00013235,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,144690000,0.01495457,0.01482338,13119,0.00013119,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,144900000,0.01482338,0.01469335,13003,0.00013003,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,145110000,0.01469335,0.01456446,12889,0.00012889,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,145320000,0.01456446,0.01443670,12776,0.00012776,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,145530000,0.01443670,0.01431006,12664,0.00012664,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,145740000,0.01431006,0.01418453,12553,0.00012553,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,145950000,0.01418453,0.01406010,12443,0.00012443,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,146160000,0.01406010,0.01393676,12334,0.00012334,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,146370000,0.01393676,0.01381450,12226,0.00012226,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,146580000,0.01381450,0.01369332,12118,0.00012118,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,146790000,0.01369332,0.01357320,12012,0.00012012,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,147000000,0.01357320,0.01345413,11907,0.00011907,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,147210000,0.01345413,0.01333611,11802,0.00011802,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,147420000,0.01333611,0.01321912,11699,0.00011699,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,147630000,0.01321912,0.01310316,11596,0.00011596,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,147840000,0.01310316,0.01298822,11494,0.00011494,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,148050000,0.01298822,0.01287428,11394,0.00011394,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,148260000,0.01287428,0.01276134,11294,0.00011294,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,148470000,0.01276134,0.01264939,11195,0.00011195,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,148680000,0.01264939,0.01253843,11096,0.00011096,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,148890000,0.01253843,0.01242844,10999,0.00010999,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,149100000,0.01242844,0.01231941,10903,0.00010903,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,149310000,0.01231941,0.01221134,10807,0.00010807,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,149520000,0.01221134,0.01210422,10712,0.00010712,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,149730000,0.01210422,0.01199804,10618,0.00010618,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,149940000,0.01199804,0.01189279,10525,0.00010525,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,150150000,0.01189279,0.01178846,10433,0.00010433,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,150360000,0.01178846,0.01168505,10341,0.00010341,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,150570000,0.01168505,0.01158254,10251,0.00010251,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,150780000,0.01158254,0.01148093,10161,0.00010161,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,150990000,0.01148093,0.01138022,10071,0.00010071,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,151200000,0.01138022,0.01128039,9983,0.00009983,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,151410000,0.01128039,0.01118143,9896,0.00009896,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,151620000,0.01118143,0.01108334,9809,0.00009809,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,151830000,0.01108334,0.01098611,9723,0.00009723,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,152040000,0.01098611,0.01088974,9637,0.00009637,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,152250000,0.01088974,0.01079421,9553,0.00009553,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,152460000,0.01079421,0.01069952,9469,0.00009469,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,152670000,0.01069952,0.01060566,9386,0.00009386,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,152880000,0.01060566,0.01051262,9304,0.00009304,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,153090000,0.01051262,0.01042040,9222,0.00009222,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,153300000,0.01042040,0.01032899,9141,0.00009141,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,153510000,0.01032899,0.01023838,9061,0.00009061,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,153720000,0.01023838,0.01014856,8982,0.00008982,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,153930000,0.01014856,0.01005953,8903,0.00008903,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,154140000,0.01005953,0.00997128,8825,0.00008825,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,154350000,0.00997128,0.00988381,8747,0.00008747,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,154560000,0.00988381,0.00979710,8671,0.00008671,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,154770000,0.00979710,0.00971116,8594,0.00008594,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,154980000,0.00971116,0.00962597,8519,0.00008519,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,155190000,0.00962597,0.00954153,8444,0.00008444,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,155400000,0.00954153,0.00945783,8370,0.00008370,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,155610000,0.00945783,0.00937486,8297,0.00008297,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,155820000,0.00937486,0.00929262,8224,0.00008224,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,156030000,0.00929262,0.00921110,8152,0.00008152,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,156240000,0.00921110,0.00913030,8080,0.00008080,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,156450000,0.00913030,0.00905020,8010,0.00008010,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,156660000,0.00905020,0.00897081,7939,0.00007939,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,156870000,0.00897081,0.00889211,7870,0.00007870,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,157080000,0.00889211,0.00881410,7801,0.00007801,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,157290000,0.00881410,0.00873678,7732,0.00007732,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,157500000,0.00873678,0.00866014,7664,0.00007664,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,157710000,0.00866014,0.00858417,7597,0.00007597,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,157920000,0.00858417,0.00850887,7530,0.00007530,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,158130000,0.00850887,0.00843423,7464,0.00007464,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,158340000,0.00843423,0.00836024,7399,0.00007399,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,158550000,0.00836024,0.00828690,7334,0.00007334,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,158760000,0.00828690,0.00821420,7270,0.00007270,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,158970000,0.00821420,0.00814214,7206,0.00007206,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,159180000,0.00814214,0.00807071,7143,0.00007143,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,159390000,0.00807071,0.00799991,7080,0.00007080,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,159600000,0.00799991,0.00792973,7018,0.00007018,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,159810000,0.00792973,0.00786017,6956,0.00006956,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,160020000,0.00786017,0.00779122,6895,0.00006895,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,160230000,0.00779122,0.00772287,6835,0.00006835,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,160440000,0.00772287,0.00765512,6775,0.00006775,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,160650000,0.00765512,0.00758796,6716,0.00006716,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,160860000,0.00758796,0.00752139,6657,0.00006657,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,161070000,0.00752139,0.00745541,6598,0.00006598,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,161280000,0.00745541,0.00739001,6540,0.00006540,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,161490000,0.00739001,0.00732518,6483,0.00006483,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,161700000,0.00732518,0.00726092,6426,0.00006426,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,161910000,0.00726092,0.00719722,6370,0.00006370,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,162120000,0.00719722,0.00713408,6314,0.00006314,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,162330000,0.00713408,0.00707150,6258,0.00006258,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,162540000,0.00707150,0.00700946,6204,0.00006204,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,162750000,0.00700946,0.00694797,6149,0.00006149,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,162960000,0.00694797,0.00688702,6095,0.00006095,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,163170000,0.00688702,0.00682660,6042,0.00006042,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,163380000,0.00682660,0.00676671,5989,0.00005989,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,163590000,0.00676671,0.00670735,5936,0.00005936,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,163800000,0.00670735,0.00664851,5884,0.00005884,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,164010000,0.00664851,0.00659018,5833,0.00005833,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,164220000,0.00659018,0.00653237,5781,0.00005781,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,164430000,0.00653237,0.00647506,5731,0.00005731,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,164640000,0.00647506,0.00641826,5680,0.00005680,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,164850000,0.00641826,0.00636195,5631,0.00005631,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,165060000,0.00636195,0.00630614,5581,0.00005581,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,165270000,0.00630614,0.00625082,5532,0.00005532,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,165480000,0.00625082,0.00619598,5484,0.00005484,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,165690000,0.00619598,0.00614162,5436,0.00005436,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,165900000,0.00614162,0.00608774,5388,0.00005388,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,166110000,0.00608774,0.00603433,5341,0.00005341,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,166320000,0.00603433,0.00598139,5294,0.00005294,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,166530000,0.00598139,0.00592892,5247,0.00005247,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,166740000,0.00592892,0.00587691,5201,0.00005201,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,166950000,0.00587691,0.00582535,5156,0.00005156,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,167160000,0.00582535,0.00577425,5110,0.00005110,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,167370000,0.00577425,0.00572359,5066,0.00005066,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,167580000,0.00572359,0.00567338,5021,0.00005021,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,167790000,0.00567338,0.00562361,4977,0.00004977,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,168000000,0.00562361,0.00557428,4933,0.00004933,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,168210000,0.00557428,0.00552538,4890,0.00004890,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,168420000,0.00552538,0.00547691,4847,0.00004847,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,168630000,0.00547691,0.00542886,4805,0.00004805,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,168840000,0.00542886,0.00538123,4763,0.00004763,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,169050000,0.00538123,0.00533402,4721,0.00004721,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,169260000,0.00533402,0.00528723,4679,0.00004679,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,169470000,0.00528723,0.00524085,4638,0.00004638,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,169680000,0.00524085,0.00519487,4598,0.00004598,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,169890000,0.00519487,0.00514930,4557,0.00004557,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,170100000,0.00514930,0.00510413,4517,0.00004517,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,170310000,0.00510413,0.00505935,4478,0.00004478,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,170520000,0.00505935,0.00501496,4439,0.00004439,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,170730000,0.00501496,0.00497096,4400,0.00004400,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,170940000,0.00497096,0.00492735,4361,0.00004361,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,171150000,0.00492735,0.00488412,4323,0.00004323,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,171360000,0.00488412,0.00484127,4285,0.00004285,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,171570000,0.00484127,0.00479880,4247,0.00004247,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,171780000,0.00479880,0.00475670,4210,0.00004210,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,171990000,0.00475670,0.00471497,4173,0.00004173,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,172200000,0.00471497,0.00467361,4136,0.00004136,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,172410000,0.00467361,0.00463261,4100,0.00004100,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,172620000,0.00463261,0.00459197,4064,0.00004064,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,172830000,0.00459197,0.00455168,4029,0.00004029,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,173040000,0.00455168,0.00451175,3993,0.00003993,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,173250000,0.00451175,0.00447217,3958,0.00003958,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,173460000,0.00447217,0.00443294,3923,0.00003923,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,173670000,0.00443294,0.00439405,3889,0.00003889,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,173880000,0.00439405,0.00435550,3855,0.00003855,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,174090000,0.00435550,0.00431729,3821,0.00003821,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,174300000,0.00431729,0.00427941,3788,0.00003788,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,174510000,0.00427941,0.00424187,3754,0.00003754,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,174720000,0.00424187,0.00420466,3721,0.00003721,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,174930000,0.00420466,0.00416777,3689,0.00003689,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,175140000,0.00416777,0.00413121,3656,0.00003656,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,175350000,0.00413121,0.00409497,3624,0.00003624,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,175560000,0.00409497,0.00405904,3593,0.00003593,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,175770000,0.00405904,0.00402343,3561,0.00003561,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,175980000,0.00402343,0.00398813,3530,0.00003530,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,176190000,0.00398813,0.00395314,3499,0.00003499,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,176400000,0.00395314,0.00391846,3468,0.00003468,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,176610000,0.00391846,0.00388408,3438,0.00003438,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,176820000,0.00388408,0.00385000,3408,0.00003408,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,177030000,0.00385000,0.00381622,3378,0.00003378,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,177240000,0.00381622,0.00378274,3348,0.00003348,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,177450000,0.00378274,0.00374955,3319,0.00003319,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,177660000,0.00374955,0.00371665,3290,0.00003290,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,177870000,0.00371665,0.00368404,3261,0.00003261,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,178080000,0.00368404,0.00365172,3232,0.00003232,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,178290000,0.00365172,0.00361968,3204,0.00003204,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,178500000,0.00361968,0.00358792,3176,0.00003176,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,178710000,0.00358792,0.00355644,3148,0.00003148,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,178920000,0.00355644,0.00352524,3120,0.00003120,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,179130000,0.00352524,0.00349431,3093,0.00003093,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,179340000,0.00349431,0.00346365,3066,0.00003066,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,179550000,0.00346365,0.00343326,3039,0.00003039,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,179760000,0.00343326,0.00340314,3012,0.00003012,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,179970000,0.00340314,0.00337328,2986,0.00002986,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,180180000,0.00337328,0.00334368,2960,0.00002960,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,180390000,0.00334368,0.00331434,2934,0.00002934,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,180600000,0.00331434,0.00328526,2908,0.00002908,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,180810000,0.00328526,0.00325644,2882,0.00002882,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,181020000,0.00325644,0.00322787,2857,0.00002857,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,181230000,0.00322787,0.00319955,2832,0.00002832,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,181440000,0.00319955,0.00317148,2807,0.00002807,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,181650000,0.00317148,0.00314366,2782,0.00002782,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,181860000,0.00314366,0.00311608,2758,0.00002758,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,182070000,0.00311608,0.00308874,2734,0.00002734,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,182280000,0.00308874,0.00306164,2710,0.00002710,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,182490000,0.00306164,0.00303478,2686,0.00002686,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,182700000,0.00303478,0.00300815,2663,0.00002663,fee increase needed to hold nominal RIN/block revenue unchanged
