scenario_id,scenario_display_id,boundary_height,subsidy_before_rin,subsidy_after_rin,required_additional_fee_base_units_per_block,required_additional_fee_rin_per_block,interpretation
S2b,S2/b,1050000,5.93750000,5.64062500,29687500,0.29687500,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,1260000,5.64062500,5.35859375,28203125,0.28203125,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,1470000,5.35859375,5.09066406,26792969,0.26792969,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,1680000,5.09066406,4.83613085,25453321,0.25453321,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,1890000,4.83613085,4.59432430,24180655,0.24180655,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,2100000,4.59432430,4.36460808,22971622,0.22971622,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,2310000,4.36460808,4.14637767,21823041,0.21823041,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,2520000,4.14637767,3.93905878,20731889,0.20731889,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,2730000,3.93905878,3.74210584,19695294,0.19695294,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,2940000,3.74210584,3.55500054,18710530,0.18710530,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,3150000,3.55500054,3.37725051,17775003,0.17775003,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,3360000,3.37725051,3.20838798,16886253,0.16886253,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,3570000,3.20838798,3.04796858,16041940,0.16041940,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,3780000,3.04796858,2.89557015,15239843,0.15239843,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,3990000,2.89557015,2.75079164,14477851,0.14477851,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,4200000,2.75079164,2.61325205,13753959,0.13753959,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,4410000,2.61325205,2.48258944,13066261,0.13066261,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,4620000,2.48258944,2.35845996,12412948,0.12412948,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,4830000,2.35845996,2.24053696,11792300,0.11792300,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,5040000,2.24053696,2.12851011,11202685,0.11202685,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,5250000,2.12851011,2.02208460,10642551,0.10642551,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,5460000,2.02208460,1.92098037,10110423,0.10110423,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,5670000,1.92098037,1.82493135,9604902,0.09604902,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,5880000,1.82493135,1.73368478,9124657,0.09124657,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,6090000,1.73368478,1.64700054,8668424,0.08668424,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,6300000,1.64700054,1.56465051,8235003,0.08235003,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,6510000,1.56465051,1.48641798,7823253,0.07823253,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,6720000,1.48641798,1.41209708,7432090,0.07432090,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,6930000,1.41209708,1.34149222,7060486,0.07060486,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,7140000,1.34149222,1.27441760,6707462,0.06707462,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,7350000,1.27441760,1.21069672,6372088,0.06372088,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,7560000,1.21069672,1.15016188,6053484,0.06053484,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,7770000,1.15016188,1.09265378,5750810,0.05750810,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,7980000,1.09265378,1.03802109,5463269,0.05463269,fee increase needed to hold nominal RIN/block revenue unchanged
S2b,S2/b,8190000,1.03802109,1.00000000,3802109,0.03802109,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,840000,6.25000000,5.93750000,31250000,0.31250000,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,1050000,5.93750000,5.64062500,29687500,0.29687500,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,1260000,5.64062500,5.35859375,28203125,0.28203125,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,1470000,5.35859375,5.09066406,26792969,0.26792969,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,1680000,5.09066406,4.83613085,25453321,0.25453321,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,1890000,4.83613085,4.59432430,24180655,0.24180655,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,2100000,4.59432430,4.36460808,22971622,0.22971622,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,2310000,4.36460808,4.14637767,21823041,0.21823041,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,2520000,4.14637767,3.93905878,20731889,0.20731889,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,2730000,3.93905878,3.74210584,19695294,0.19695294,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,2940000,3.74210584,3.55500054,18710530,0.18710530,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,3150000,3.55500054,3.37725051,17775003,0.17775003,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,3360000,3.37725051,3.20838798,16886253,0.16886253,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,3570000,3.20838798,3.04796858,16041940,0.16041940,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,3780000,3.04796858,2.89557015,15239843,0.15239843,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,3990000,2.89557015,2.75079164,14477851,0.14477851,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,4200000,2.75079164,2.61325205,13753959,0.13753959,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,4410000,2.61325205,2.48258944,13066261,0.13066261,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,4620000,2.48258944,2.35845996,12412948,0.12412948,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,4830000,2.35845996,2.24053696,11792300,0.11792300,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,5040000,2.24053696,2.12851011,11202685,0.11202685,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,5250000,2.12851011,2.02208460,10642551,0.10642551,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,5460000,2.02208460,1.92098037,10110423,0.10110423,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,5670000,1.92098037,1.82493135,9604902,0.09604902,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,5880000,1.82493135,1.73368478,9124657,0.09124657,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,6090000,1.73368478,1.64700054,8668424,0.08668424,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,6300000,1.64700054,1.56465051,8235003,0.08235003,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,6510000,1.56465051,1.48641798,7823253,0.07823253,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,6720000,1.48641798,1.41209708,7432090,0.07432090,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,6930000,1.41209708,1.34149222,7060486,0.07060486,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,7140000,1.34149222,1.27441760,6707462,0.06707462,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,7350000,1.27441760,1.21069672,6372088,0.06372088,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,7560000,1.21069672,1.15016188,6053484,0.06053484,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,7770000,1.15016188,1.09265378,5750810,0.05750810,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,7980000,1.09265378,1.03802109,5463269,0.05463269,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,8190000,1.03802109,0.98612003,5190106,0.05190106,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,8400000,0.98612003,0.93681402,4930601,0.04930601,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,8610000,0.93681402,0.88997331,4684071,0.04684071,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,8820000,0.88997331,0.84547464,4449867,0.04449867,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,9030000,0.84547464,0.80320090,4227374,0.04227374,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,9240000,0.80320090,0.76304085,4016005,0.04016005,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,9450000,0.76304085,0.72488880,3815205,0.03815205,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,9660000,0.72488880,0.68864436,3624444,0.03624444,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,9870000,0.68864436,0.65421214,3443222,0.03443222,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,10080000,0.65421214,0.62150153,3271061,0.03271061,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,10290000,0.62150153,0.59042645,3107508,0.03107508,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,10500000,0.59042645,0.56090512,2952133,0.02952133,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,10710000,0.56090512,0.53285986,2804526,0.02804526,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,10920000,0.53285986,0.50621686,2664300,0.02664300,fee increase needed to hold nominal RIN/block revenue unchanged
S3,S3,11130000,0.50621686,0.50000000,621686,0.00621686,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,840000,6.25000000,6.19517543,5482457,0.05482457,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,1050000,6.19517543,6.14083178,5434365,0.05434365,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,1260000,6.14083178,6.08696483,5386695,0.05386695,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,1470000,6.08696483,6.03357040,5339443,0.05339443,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,1680000,6.03357040,5.98064434,5292606,0.05292606,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,1890000,5.98064434,5.92818254,5246180,0.05246180,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,2100000,5.92818254,5.87618093,5200161,0.05200161,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,2310000,5.87618093,5.82463548,5154545,0.05154545,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,2520000,5.82463548,5.77354218,5109330,0.05109330,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,2730000,5.77354218,5.72289707,5064511,0.05064511,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,2940000,5.72289707,5.67269621,5020086,0.05020086,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,3150000,5.67269621,5.62293571,4976050,0.04976050,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,3360000,5.62293571,5.57361171,4932400,0.04932400,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,3570000,5.57361171,5.52472037,4889134,0.04889134,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,3780000,5.52472037,5.47625791,4846246,0.04846246,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,3990000,5.47625791,5.42822055,4803736,0.04803736,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,4200000,5.42822055,5.38060458,4761597,0.04761597,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,4410000,5.38060458,5.33340629,4719829,0.04719829,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,4620000,5.33340629,5.28662202,4678427,0.04678427,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,4830000,5.28662202,5.24024814,4637388,0.04637388,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,5040000,5.24024814,5.19428105,4596709,0.04596709,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,5250000,5.19428105,5.14871718,4556387,0.04556387,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,5460000,5.14871718,5.10355299,4516419,0.04516419,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,5670000,5.10355299,5.05878498,4476801,0.04476801,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,5880000,5.05878498,5.01440967,4437531,0.04437531,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,6090000,5.01440967,4.97042362,4398605,0.04398605,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,6300000,4.97042362,4.92682341,4360021,0.04360021,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,6510000,4.92682341,4.88360566,4321775,0.04321775,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,6720000,4.88360566,4.84076701,4283865,0.04283865,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,6930000,4.84076701,4.79830414,4246287,0.04246287,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,7140000,4.79830414,4.75621375,4209039,0.04209039,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,7350000,4.75621375,4.71449257,4172118,0.04172118,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,7560000,4.71449257,4.67313737,4135520,0.04135520,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,7770000,4.67313737,4.63214493,4099244,0.04099244,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,7980000,4.63214493,4.59151207,4063286,0.04063286,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,8190000,4.59151207,4.55123564,4027643,0.04027643,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,8400000,4.55123564,4.51131252,3992312,0.03992312,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,8610000,4.51131252,4.47173960,3957292,0.03957292,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,8820000,4.47173960,4.43251381,3922579,0.03922579,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,9030000,4.43251381,4.39363210,3888171,0.03888171,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,9240000,4.39363210,4.35509146,3854064,0.03854064,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,9450000,4.35509146,4.31688890,3820256,0.03820256,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,9660000,4.31688890,4.27902145,3786745,0.03786745,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,9870000,4.27902145,4.24148617,3753528,0.03753528,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,10080000,4.24148617,4.20428015,3720602,0.03720602,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,10290000,4.20428015,4.16740049,3687966,0.03687966,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,10500000,4.16740049,4.13084434,3655615,0.03655615,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,10710000,4.13084434,4.09460886,3623548,0.03623548,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,10920000,4.09460886,4.05869123,3591763,0.03591763,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,11130000,4.05869123,4.02308867,3560256,0.03560256,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,11340000,4.02308867,3.98779841,3529026,0.03529026,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,11550000,3.98779841,3.95281772,3498069,0.03498069,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,11760000,3.95281772,3.91814388,3467384,0.03467384,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,11970000,3.91814388,3.88377419,3436969,0.03436969,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,12180000,3.88377419,3.84970599,3406820,0.03406820,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,12390000,3.84970599,3.81593663,3376936,0.03376936,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,12600000,3.81593663,3.78246350,3347313,0.03347313,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,12810000,3.78246350,3.74928399,3317951,0.03317951,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,13020000,3.74928399,3.71639553,3288846,0.03288846,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,13230000,3.71639553,3.68379556,3259997,0.03259997,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,13440000,3.68379556,3.65148156,3231400,0.03231400,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,13650000,3.65148156,3.61945102,3203054,0.03203054,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,13860000,3.61945102,3.58770144,3174958,0.03174958,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,14070000,3.58770144,3.55623037,3147107,0.03147107,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,14280000,3.55623037,3.52503536,3119501,0.03119501,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,14490000,3.52503536,3.49411399,3092137,0.03092137,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,14700000,3.49411399,3.46346386,3065013,0.03065013,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,14910000,3.46346386,3.43308259,3038127,0.03038127,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,15120000,3.43308259,3.40296783,3011476,0.03011476,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,15330000,3.40296783,3.37311723,2985060,0.02985060,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,15540000,3.37311723,3.34352848,2958875,0.02958875,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,15750000,3.34352848,3.31419928,2932920,0.02932920,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,15960000,3.31419928,3.28512735,2907193,0.02907193,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,16170000,3.28512735,3.25631044,2881691,0.02881691,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,16380000,3.25631044,3.22774631,2856413,0.02856413,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,16590000,3.22774631,3.19943274,2831357,0.02831357,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,16800000,3.19943274,3.17136754,2806520,0.02806520,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,17010000,3.17136754,3.14354852,2781902,0.02781902,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,17220000,3.14354852,3.11597353,2757499,0.02757499,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,17430000,3.11597353,3.08864042,2733311,0.02733311,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,17640000,3.08864042,3.06154708,2709334,0.02709334,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,17850000,3.06154708,3.03469140,2685568,0.02685568,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,18060000,3.03469140,3.00807130,2662010,0.02662010,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,18270000,3.00807130,2.98168470,2638660,0.02638660,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,18480000,2.98168470,2.95552957,2615513,0.02615513,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,18690000,2.95552957,2.92960387,2592570,0.02592570,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,18900000,2.92960387,2.90390559,2569828,0.02569828,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,19110000,2.90390559,2.87843273,2547286,0.02547286,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,19320000,2.87843273,2.85318332,2524941,0.02524941,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,19530000,2.85318332,2.82815539,2502793,0.02502793,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,19740000,2.82815539,2.80334700,2480839,0.02480839,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,19950000,2.80334700,2.77875623,2459077,0.02459077,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,20160000,2.77875623,2.75438117,2437506,0.02437506,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,20370000,2.75438117,2.73021993,2416124,0.02416124,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,20580000,2.73021993,2.70627063,2394930,0.02394930,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,20790000,2.70627063,2.68253141,2373922,0.02373922,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,21000000,2.68253141,2.65900043,2353098,0.02353098,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,21210000,2.65900043,2.63567586,2332457,0.02332457,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,21420000,2.63567586,2.61255589,2311997,0.02311997,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,21630000,2.61255589,2.58963873,2291716,0.02291716,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,21840000,2.58963873,2.56692260,2271613,0.02271613,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,22050000,2.56692260,2.54440573,2251687,0.02251687,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,22260000,2.54440573,2.52208638,2231935,0.02231935,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,22470000,2.52208638,2.49996281,2212357,0.02212357,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,22680000,2.49996281,2.47803331,2192950,0.02192950,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,22890000,2.47803331,2.45629617,2173714,0.02173714,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,23100000,2.45629617,2.43474971,2154646,0.02154646,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,23310000,2.43474971,2.41339225,2135746,0.02135746,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,23520000,2.41339225,2.39222214,2117011,0.02117011,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,23730000,2.39222214,2.37123773,2098441,0.02098441,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,23940000,2.37123773,2.35043739,2080034,0.02080034,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,24150000,2.35043739,2.32981951,2061788,0.02061788,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,24360000,2.32981951,2.30938249,2043702,0.02043702,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,24570000,2.30938249,2.28912474,2025775,0.02025775,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,24780000,2.28912474,2.26904469,2008005,0.02008005,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,24990000,2.26904469,2.24914078,1990391,0.01990391,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,25200000,2.24914078,2.22941147,1972931,0.01972931,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,25410000,2.22941147,2.20985522,1955625,0.01955625,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,25620000,2.20985522,2.19047052,1938470,0.01938470,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,25830000,2.19047052,2.17125586,1921466,0.01921466,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,26040000,2.17125586,2.15220975,1904611,0.01904611,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,26250000,2.15220975,2.13333071,1887904,0.01887904,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,26460000,2.13333071,2.11461728,1871343,0.01871343,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,26670000,2.11461728,2.09606800,1854928,0.01854928,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,26880000,2.09606800,2.07768143,1838657,0.01838657,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,27090000,2.07768143,2.05945615,1822528,0.01822528,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,27300000,2.05945615,2.04139074,1806541,0.01806541,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,27510000,2.04139074,2.02348380,1790694,0.01790694,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,27720000,2.02348380,2.00573394,1774986,0.01774986,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,27930000,2.00573394,1.98813978,1759416,0.01759416,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,28140000,1.98813978,1.97069995,1743983,0.01743983,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,28350000,1.97069995,1.95341310,1728685,0.01728685,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,28560000,1.95341310,1.93627789,1713521,0.01713521,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,28770000,1.93627789,1.91929299,1698490,0.01698490,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,28980000,1.91929299,1.90245708,1683591,0.01683591,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,29190000,1.90245708,1.88576886,1668822,0.01668822,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,29400000,1.88576886,1.86922702,1654184,0.01654184,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,29610000,1.86922702,1.85283029,1639673,0.01639673,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,29820000,1.85283029,1.83657739,1625290,0.01625290,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,30030000,1.83657739,1.82046706,1611033,0.01611033,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,30240000,1.82046706,1.80449805,1596901,0.01596901,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,30450000,1.80449805,1.78866911,1582894,0.01582894,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,30660000,1.78866911,1.77297903,1569008,0.01569008,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,30870000,1.77297903,1.75742658,1555245,0.01555245,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,31080000,1.75742658,1.74201055,1541603,0.01541603,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,31290000,1.74201055,1.72672975,1528080,0.01528080,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,31500000,1.72672975,1.71158299,1514676,0.01514676,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,31710000,1.71158299,1.69656910,1501389,0.01501389,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,31920000,1.69656910,1.68168691,1488219,0.01488219,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,32130000,1.68168691,1.66693527,1475164,0.01475164,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,32340000,1.66693527,1.65231303,1462224,0.01462224,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,32550000,1.65231303,1.63781905,1449398,0.01449398,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,32760000,1.63781905,1.62345221,1436684,0.01436684,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,32970000,1.62345221,1.60921140,1424081,0.01424081,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,33180000,1.60921140,1.59509551,1411589,0.01411589,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,33390000,1.59509551,1.58110344,1399207,0.01399207,fee increase needed to hold nominal RIN/block revenue unchanged
S4,S4,33600000,1.58110344,1.56723411,1386933,0.01386933,fee increase needed to hold nominal RIN/block revenue unchanged
