scenario_id,scenario_display_id,scenario_name,start_height,end_height,blocks,maximum_permitted_subsidy_base_units,maximum_permitted_subsidy_rin_display,scheduled_issuance_base_units,scheduled_issuance_rin_display,cumulative_scheduled_issuance_base_units,cumulative_scheduled_issuance_rin_display,perpetual_or_truncated,rule
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5460000,5670000,210000,192098037,1.92098037,40340587770000,403405.87770000,3696028795620000,36960287.95620000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5670000,5880000,210000,182493135,1.82493135,38323558350000,383235.58350000,3734352353970000,37343523.53970000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,5880000,6090000,210000,173368478,1.73368478,36407380380000,364073.80380000,3770759734350000,37707597.34350000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6090000,6300000,210000,164700054,1.64700054,34587011340000,345870.11340000,3805346745690000,38053467.45690000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6300000,6510000,210000,156465051,1.56465051,32857660710000,328576.60710000,3838204406400000,38382044.06400000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6510000,6720000,210000,148641798,1.48641798,31214777580000,312147.77580000,3869419183980000,38694191.83980000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6720000,6930000,210000,141209708,1.41209708,29654038680000,296540.38680000,3899073222660000,38990732.22660000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,6930000,7140000,210000,134149222,1.34149222,28171336620000,281713.36620000,3927244559280000,39272445.59280000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7140000,7350000,210000,127441760,1.27441760,26762769600000,267627.69600000,3954007328880000,39540073.28880000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7350000,7560000,210000,121069672,1.21069672,25424631120000,254246.31120000,3979431960000000,39794319.60000000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7560000,7770000,210000,115016188,1.15016188,24153399480000,241533.99480000,4003585359480000,40035853.59480000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7770000,7980000,210000,109265378,1.09265378,22945729380000,229457.29380000,4026531088860000,40265310.88860000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,7980000,8190000,210000,103802109,1.03802109,21798442890000,217984.42890000,4048329531750000,40483295.31750000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8190000,8400000,210000,98612003,0.98612003,20708520630000,207085.20630000,4069038052380000,40690380.52380000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8400000,8610000,210000,93681402,0.93681402,19673094420000,196730.94420000,4088711146800000,40887111.46800000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8610000,8820000,210000,88997331,0.88997331,18689439510000,186894.39510000,4107400586310000,41074005.86310000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,8820000,9030000,210000,84547464,0.84547464,17754967440000,177549.67440000,4125155553750000,41251555.53750000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9030000,9240000,210000,80320090,0.80320090,16867218900000,168672.18900000,4142022772650000,41420227.72650000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9240000,9450000,210000,76304085,0.76304085,16023857850000,160238.57850000,4158046630500000,41580466.30500000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9450000,9660000,210000,72488880,0.72488880,15222664800000,152226.64800000,4173269295300000,41732692.95300000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9660000,9870000,210000,68864436,0.68864436,14461531560000,144615.31560000,4187730826860000,41877308.26860000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,9870000,10080000,210000,65421214,0.65421214,13738454940000,137384.54940000,4201469281800000,42014692.81800000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10080000,10290000,210000,62150153,0.62150153,13051532130000,130515.32130000,4214520813930000,42145208.13930000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10290000,10500000,210000,59042645,0.59042645,12398955450000,123989.55450000,4226919769380000,42269197.69380000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10500000,10710000,210000,56090512,0.56090512,11779007520000,117790.07520000,4238698776900000,42386987.76900000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10710000,10920000,210000,53285986,0.53285986,11190057060000,111900.57060000,4249888833960000,42498888.33960000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,10920000,11130000,210000,50621686,0.50621686,10630554060000,106305.54060000,4260519388020000,42605193.88020000,false,1/20 epoch reduction
S3,S3,Perpetual 0.5 RIN tail-emission comparator,11130000,263640000,252510000,50000000,0.50000000,12625500000000000,126255000.00000000,16886019388020000,168860193.88020000,true,perpetual tail comparator
