window_days,start_utc,end_utc,block_count,actual_blocks_per_day,network_hashrate_mean_mhps,network_hashrate_median_mhps,network_hashrate_minimum_mhps,network_hashrate_maximum_mhps,network_hashrate_p10_mhps,network_hashrate_p90_mhps,difficulty_mean,difficulty_median,difficulty_minimum,difficulty_maximum,difficulty_p10,difficulty_p90,block_interval_mean_seconds,block_interval_median_seconds,block_interval_minimum_seconds,block_interval_maximum_seconds,block_interval_p10_seconds,block_interval_p90_seconds,non_coinbase_transactions,transactions_per_block_mean,transactions_per_block_median,transactions_per_block_p10,transactions_per_block_p90,zero_non_coinbase_transaction_blocks_pct,total_fee_per_block_mean_base_units,total_fee_per_block_median_base_units,total_fee_per_block_p10_base_units,total_fee_per_block_p90_base_units,mean_fee_per_non_coinbase_transaction_base_units,median_fee_per_non_coinbase_transaction_base_units,fee_per_non_coinbase_transaction_p10_base_units,fee_per_non_coinbase_transaction_p90_base_units,aggregate_fee_share_of_miner_revenue_pct,indexed_orphaned_block_count,indexed_orphan_rate_pct,indexed_orphan_reorg_depth_p90,indexed_orphan_reorg_depth_maximum,orphan_evidence_status,evidence_class
30,2026-06-27T12:30:14Z,2026-07-27T12:29:35Z,40506,1350.1870,16.53855283,16.31633758,11.40825430,27.25303435,14.27492759,18.98989087,0.246358807643,0.229016036550,0.043374809716,1.470647637000,0.161540993067,0.343855102583,63.9918,39.0000,0.0000,1228.0000,6.0000,153.0000,1862,0.04596850,0.00000000,0.00000000,0.00000000,95.71421518,6040.1097,0.0000,0.0000,0.0000,131396.7148,80000.0000,4120.0000,263600.0000,0.000966408210,14,0.03455084,1.0000,1.0000,"complete for the explorer's returned orphan index; endpoint exhausted below its 100-record page limit, but index retention and pre-index history were not independently verified",derived from observed local-node chain data
90,2026-04-28T12:29:40Z,2026-07-27T12:29:35Z,122084,1356.4786,16.70289577,16.38562692,8.18454877,33.44617171,13.21344130,20.57543149,0.247632585621,0.229838094526,0.043374809716,1.470647637000,0.160867207661,0.349344675654,63.6941,40.0000,0.0000,1865.0000,7.0000,152.0000,6362,0.05211166,0.00000000,0.00000000,0.00000000,95.13531667,10002.5482,0.0000,0.0000,0.0000,191944.5299,99999.0000,3070.0000,277000.0000,0.000976457287,29,0.02374850,1.0000,1.0000,"complete for the explorer's returned orphan index; endpoint exhausted below its 100-record page limit, but index retention and pre-index history were not independently verified",derived from observed local-node chain data
365,2025-07-27T12:29:52Z,2026-07-27T12:29:35Z,496274,1359.6528,32.06912761,26.97646546,5.40585189,112.69155638,15.56509661,54.17601547,0.473867836067,0.400614967051,0.043374809716,2.925386511315,0.202039042076,0.841159641309,63.5456,41.0000,-10.0000,2219.0000,6.0000,149.0000,68946,0.13892729,0.00000000,0.00000000,1.00000000,89.72543393,19188.2465,0.0000,0.0000,2420.0000,138117.1911,28372.0000,28200.0000,208200.0000,0.000975627706,29,0.00584320,1.0000,1.0000,"complete for the explorer's returned orphan index; endpoint exhausted below its 100-record page limit, but index retention and pre-index history were not independently verified",derived from observed local-node chain data
