scenario_id,scenario_display_id,scenario_name,horizon_label,horizon_years_after_activation,height,subsidy_base_units,subsidy_rin_display,next_year_issuance_base_units,next_year_issuance_rin_display,next_year_issuance_pct_of_scheduled_supply,scheduled_issuance_before_height_base_units,scheduled_issuance_before_height_rin_display,remaining_scheduled_issuance_base_units,remaining_scheduled_issuance_rin_display,maximum_supply_ceiling_remaining_base_units,maximum_supply_ceiling_remaining_rin_display
S6a,S6/a,Customized Halving study scenario I,constant phase start,10.38812785,6300000,50000000,0.50000000,26280000000000,262800.00000000,0.84699057,3102750000000000,31027500.00000000,13697250000000000,136972500.00000000,13697250000000000,136972500.00000000
S6a,S6/a,Customized Halving study scenario I,constant phase end,531.59246575,280245000,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S6a,S6/a,Customized Halving study scenario I,terminal height,531.59246575,280245000,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,activation,0.00000000,840000,400000000,4.00000000,210240000000000,2102400.00000000,10.67885714,1968750000000000,19687500.00000000,14831250000000000,148312500.00000000,14831250000000000,148312500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,1 year,1.00000000,1365600,400000000,4.00000000,210240000000000,2102400.00000000,9.64850688,2178990000000000,21789900.00000000,14621010000000000,146210100.00000000,14621010000000000,146210100.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,2 years,2.00000000,1891200,400000000,4.00000000,146880000000000,1468800.00000000,6.14758730,2389230000000000,23892300.00000000,14410770000000000,144107700.00000000,14410770000000000,144107700.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,5 years,5.00000000,3468000,200000000,2.00000000,105120000000000,1051200.00000000,3.82762576,2746350000000000,27463500.00000000,14053650000000000,140536500.00000000,14053650000000000,140536500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,10 years,10.00000000,6096000,100000000,1.00000000,39696000000000,396960.00000000,1.28784856,3082350000000000,30823500.00000000,13717650000000000,137176500.00000000,13717650000000000,137176500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,25 years,25.00000000,13980000,60000000,0.60000000,31536000000000,315360.00000000,0.88496022,3563550000000000,35635500.00000000,13236450000000000,132364500.00000000,13236450000000000,132364500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,50 years,50.00000000,27120000,60000000,0.60000000,31536000000000,315360.00000000,0.72464068,4351950000000000,43519500.00000000,12448050000000000,124480500.00000000,12448050000000000,124480500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,100 years,100.00000000,53400000,60000000,0.60000000,31536000000000,315360.00000000,0.53191651,5928750000000000,59287500.00000000,10871250000000000,108712500.00000000,10871250000000000,108712500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,200 years,200.00000000,105960000,60000000,0.60000000,31536000000000,315360.00000000,0.34722291,9082350000000000,90823500.00000000,7717650000000000,77176500.00000000,7717650000000000,77176500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,250 years,250.00000000,132240000,60000000,0.60000000,31536000000000,315360.00000000,0.29585849,10659150000000000,106591500.00000000,6140850000000000,61408500.00000000,6140850000000000,61408500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,500 years,500.00000000,263640000,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,constant phase start,10.38812785,6300000,60000000,0.60000000,31536000000000,315360.00000000,1.01638869,3102750000000000,31027500.00000000,13697250000000000,136972500.00000000,13697250000000000,136972500.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,constant phase end,444.72507610,234587500,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S6B,S6/b,Bounded Customized Halving study scenario II,terminal height,444.72507610,234587500,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S6c,S6/c,Customized Halving study scenario III,activation,0.00000000,840000,400000000,4.00000000,210240000000000,2102400.00000000,10.67885714,1968750000000000,19687500.00000000,14831250000000000,148312500.00000000,14831250000000000,148312500.00000000
S6c,S6/c,Customized Halving study scenario III,1 year,1.00000000,1365600,400000000,4.00000000,210240000000000,2102400.00000000,9.64850688,2178990000000000,21789900.00000000,14621010000000000,146210100.00000000,14621010000000000,146210100.00000000
S6c,S6/c,Customized Halving study scenario III,2 years,2.00000000,1891200,400000000,4.00000000,146880000000000,1468800.00000000,6.14758730,2389230000000000,23892300.00000000,14410770000000000,144107700.00000000,14410770000000000,144107700.00000000
S6c,S6/c,Customized Halving study scenario III,5 years,5.00000000,3468000,200000000,2.00000000,105120000000000,1051200.00000000,3.82762576,2746350000000000,27463500.00000000,14053650000000000,140536500.00000000,14053650000000000,140536500.00000000
S6c,S6/c,Customized Halving study scenario III,10 years,10.00000000,6096000,100000000,1.00000000,52560000000000,525600.00000000,1.70519247,3082350000000000,30823500.00000000,13717650000000000,137176500.00000000,13717650000000000,137176500.00000000
S6c,S6/c,Customized Halving study scenario III,25 years,25.00000000,13980000,60000000,0.60000000,31536000000000,315360.00000000,0.86458033,3647550000000000,36475500.00000000,13152450000000000,131524500.00000000,13152450000000000,131524500.00000000
S6c,S6/c,Customized Halving study scenario III,50 years,50.00000000,27120000,60000000,0.60000000,31536000000000,315360.00000000,0.71091874,4435950000000000,44359500.00000000,12364050000000000,123640500.00000000,12364050000000000,123640500.00000000
S6c,S6/c,Customized Halving study scenario III,100 years,100.00000000,53400000,60000000,0.60000000,31536000000000,315360.00000000,0.52448547,6012750000000000,60127500.00000000,10787250000000000,107872500.00000000,10787250000000000,107872500.00000000
S6c,S6/c,Customized Halving study scenario III,200 years,200.00000000,105960000,60000000,0.60000000,31536000000000,315360.00000000,0.34404098,9166350000000000,91663500.00000000,7633650000000000,76336500.00000000,7633650000000000,76336500.00000000
S6c,S6/c,Customized Halving study scenario III,250 years,250.00000000,132240000,60000000,0.60000000,31536000000000,315360.00000000,0.29354519,10743150000000000,107431500.00000000,6056850000000000,60568500.00000000,6056850000000000,60568500.00000000
S6c,S6/c,Customized Halving study scenario III,500 years,500.00000000,263640000,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S6c,S6/c,Customized Halving study scenario III,constant phase start,14.38356164,8400000,60000000,0.60000000,31536000000000,315360.00000000,0.95195834,3312750000000000,33127500.00000000,13487250000000000,134872500.00000000,13487250000000000,134872500.00000000
S6c,S6/c,Customized Halving study scenario III,constant phase end,442.06145358,233187500,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S6c,S6/c,Customized Halving study scenario III,terminal height,442.06145358,233187500,0,0.00000000,0,0.00000000,0.00000000,16800000000000000,168000000.00000000,0,0.00000000,0,0.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,activation,0.00000000,840000,400000000,4.00000000,210240000000000,2102400.00000000,10.67885714,1968750000000000,19687500.00000000,,,14831250000000000,148312500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,1 year,1.00000000,1365600,400000000,4.00000000,210240000000000,2102400.00000000,9.64850688,2178990000000000,21789900.00000000,,,14621010000000000,146210100.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,2 years,2.00000000,1891200,400000000,4.00000000,146880000000000,1468800.00000000,6.14758730,2389230000000000,23892300.00000000,,,14410770000000000,144107700.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,5 years,5.00000000,3468000,200000000,2.00000000,105120000000000,1051200.00000000,3.82762576,2746350000000000,27463500.00000000,,,14053650000000000,140536500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,10 years,10.00000000,6096000,100000000,1.00000000,39696000000000,396960.00000000,1.28784856,3082350000000000,30823500.00000000,,,13717650000000000,137176500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,25 years,25.00000000,13980000,60000000,0.60000000,31536000000000,315360.00000000,0.88496022,3563550000000000,35635500.00000000,,,13236450000000000,132364500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,50 years,50.00000000,27120000,60000000,0.60000000,31536000000000,315360.00000000,0.72464068,4351950000000000,43519500.00000000,,,12448050000000000,124480500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,100 years,100.00000000,53400000,60000000,0.60000000,31536000000000,315360.00000000,0.53191651,5928750000000000,59287500.00000000,,,10871250000000000,108712500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,200 years,200.00000000,105960000,60000000,0.60000000,31536000000000,315360.00000000,0.34722291,9082350000000000,90823500.00000000,,,7717650000000000,77176500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,250 years,250.00000000,132240000,60000000,0.60000000,31536000000000,315360.00000000,0.29585849,10659150000000000,106591500.00000000,,,6140850000000000,61408500.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,500 years,500.00000000,263640000,60000000,0.60000000,31536000000000,315360.00000000,0.17006819,18543150000000000,185431500.00000000,,,0,0.00000000
S7,S7,Aevust Core Customized Halving tail-emission implementation,constant phase start,10.38812785,6300000,60000000,0.60000000,31536000000000,315360.00000000,1.01638869,3102750000000000,31027500.00000000,,,13697250000000000,136972500.00000000
