scenario_id,scenario_display_id,scenario_name,height,subsidy_base_units,subsidy_rin_display,scheduled_issuance_before_height_base_units,scheduled_issuance_before_height_rin_display,note
S4,S4,Idealized 113/114 cap-derived geometric schedule,3779999,552472037,5.52472037,3689837816107963,36898378.16107963,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,3780000,547625791,5.47625791,3689838368580000,36898383.68580000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,3780001,547625791,5.47625791,3689838916205791,36898389.16205791,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,3989999,547625791,5.47625791,3804839237064209,38048392.37064209,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,3990000,542822055,5.42822055,3804839784690000,38048397.84690000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,3990001,542822055,5.42822055,3804840327512055,38048403.27512055,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4199999,542822055,5.42822055,3918831873417945,39188318.73417945,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4200000,538060458,5.38060458,3918832416240000,39188324.16240000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4200001,538060458,5.38060458,3918832954300458,39188329.54300458,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4409999,538060458,5.38060458,4031824574359542,40318245.74359542,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4410000,533340629,5.33340629,4031825112420000,40318251.12420000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4410001,533340629,5.33340629,4031825645760629,40318256.45760629,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4619999,533340629,5.33340629,4143826111169371,41438261.11169371,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4620000,528662202,5.28662202,4143826644510000,41438266.44510000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4620001,528662202,5.28662202,4143827173172202,41438271.73172202,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4829999,528662202,5.28662202,4254845178267798,42548451.78267798,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4830000,524024814,5.24024814,4254845706930000,42548457.06930000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,4830001,524024814,5.24024814,4254846230954814,42548462.30954814,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5039999,524024814,5.24024814,4364890393845186,43648903.93845186,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5040000,519428105,5.19428105,4364890917870000,43648909.17870000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5040001,519428105,5.19428105,4364891437298105,43648914.37298105,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5249999,519428105,5.19428105,4473970300491895,44739703.00491895,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5250000,514871718,5.14871718,4473970819920000,44739708.19920000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5250001,514871718,5.14871718,4473971334791718,44739713.34791718,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5459999,514871718,5.14871718,4582093365828282,45820933.65828282,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5460000,510355299,5.10355299,4582093880700000,45820938.80700000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5460001,510355299,5.10355299,4582094391055299,45820943.91055299,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5669999,510355299,5.10355299,4689267983134701,46892679.83134701,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5670000,505878498,5.05878498,4689268493490000,46892684.93490000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5670001,505878498,5.05878498,4689268999368498,46892689.99368498,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5879999,505878498,5.05878498,4795502472191502,47955024.72191502,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5880000,501440967,5.01440967,4795502978070000,47955029.78070000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,5880001,501440967,5.01440967,4795503479510967,47955034.79510967,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6089999,501440967,5.01440967,4900805079699033,49008050.79699033,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6090000,497042362,4.97042362,4900805581140000,49008055.81140000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6090001,497042362,4.97042362,4900806078182362,49008060.78182362,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6299999,497042362,4.97042362,5005183980117638,50051839.80117638,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6300000,492682341,4.92682341,5005184477160000,50051844.77160000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6300001,492682341,4.92682341,5005184969842341,50051849.69842341,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6509999,492682341,4.92682341,5108647276087659,51086472.76087659,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6510000,488360566,4.88360566,5108647768770000,51086477.68770000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6510001,488360566,4.88360566,5108648257130566,51086482.57130566,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6719999,488360566,4.88360566,5211202999269434,52112029.99269434,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6720000,484076701,4.84076701,5211203487630000,52112034.87630000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6720001,484076701,4.84076701,5211203971706701,52112039.71706701,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6929999,484076701,4.84076701,5312859110763299,53128591.10763299,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6930000,479830414,4.79830414,5312859594840000,53128595.94840000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,6930001,479830414,4.79830414,5312860074670414,53128600.74670414,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7139999,479830414,4.79830414,5413623501949586,54136235.01949586,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7140000,475621375,4.75621375,5413623981780000,54136239.81780000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7140001,475621375,4.75621375,5413624457401375,54136244.57401375,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7349999,475621375,4.75621375,5513503994908625,55135039.94908625,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7350000,471449257,4.71449257,5513504470530000,55135044.70530000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7350001,471449257,4.71449257,5513504941979257,55135049.41979257,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7559999,471449257,4.71449257,5612508343050743,56125083.43050743,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7560000,467313737,4.67313737,5612508814500000,56125088.14500000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7560001,467313737,4.67313737,5612509281813737,56125092.81813737,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7769999,467313737,4.67313737,5710644231956263,57106442.31956263,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7770000,463214493,4.63214493,5710644699270000,57106446.99270000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7770001,463214493,4.63214493,5710645162484493,57106451.62484493,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7979999,463214493,4.63214493,5807919279585507,58079192.79585507,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7980000,459151207,4.59151207,5807919742800000,58079197.42800000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,7980001,459151207,4.59151207,5807920201951207,58079202.01951207,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8189999,459151207,4.59151207,5904341037118793,59043410.37118793,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8190000,455123564,4.55123564,5904341496270000,59043414.96270000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8190001,455123564,4.55123564,5904341951393564,59043419.51393564,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8399999,455123564,4.55123564,5999916989586436,59999169.89586436,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8400000,451131252,4.51131252,5999917444710000,59999174.44710000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8400001,451131252,4.51131252,5999917895841252,59999178.95841252,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8609999,451131252,4.51131252,6094654556498748,60946545.56498748,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8610000,447173960,4.47173960,6094655007630000,60946550.07630000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8610001,447173960,4.47173960,6094655454803960,60946554.54803960,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8819999,447173960,4.47173960,6188561092056040,61885610.92056040,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8820000,443251381,4.43251381,6188561539230000,61885615.39230000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,8820001,443251381,4.43251381,6188561982481381,61885619.82481381,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9029999,443251381,4.43251381,6281643885988619,62816438.85988619,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9030000,439363210,4.39363210,6281644329240000,62816443.29240000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9030001,439363210,4.39363210,6281644768603210,62816447.68603210,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9239999,439363210,4.39363210,6373910163976790,63739101.63976790,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9240000,435509146,4.35509146,6373910603340000,63739106.03340000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9240001,435509146,4.35509146,6373911038849146,63739110.38849146,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9449999,435509146,4.35509146,6465367088490854,64653670.88490854,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9450000,431688890,4.31688890,6465367524000000,64653675.24000000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9450001,431688890,4.31688890,6465367955688890,64653679.55688890,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9659999,431688890,4.31688890,6556021759211110,65560217.59211110,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9660000,427902145,4.27902145,6556022190900000,65560221.90900000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9660001,427902145,4.27902145,6556022618802145,65560226.18802145,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9869999,427902145,4.27902145,6645881213447855,66458812.13447855,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9870000,424148617,4.24148617,6645881641350000,66458816.41350000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,9870001,424148617,4.24148617,6645882065498617,66458820.65498617,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10079999,424148617,4.24148617,6734952426771383,67349524.26771383,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10080000,420428015,4.20428015,6734952850920000,67349528.50920000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10080001,420428015,4.20428015,6734953271348015,67349532.71348015,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10289999,420428015,4.20428015,6823242313641985,68232423.13641985,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10290000,416740049,4.16740049,6823242734070000,68232427.34070000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10290001,416740049,4.16740049,6823243150810049,68232431.50810049,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10499999,416740049,4.16740049,6910757727619951,69107577.27619951,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10500000,413084434,4.13084434,6910758144360000,69107581.44360000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10500001,413084434,4.13084434,6910758557444434,69107585.57444434,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10709999,413084434,4.13084434,6997505462415566,69975054.62415566,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10710000,409460886,4.09460886,6997505875500000,69975058.75500000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10710001,409460886,4.09460886,6997506284960886,69975062.84960886,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10919999,409460886,4.09460886,7083492252099114,70834922.52099114,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10920000,405869123,4.05869123,7083492661560000,70834926.61560000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,10920001,405869123,4.05869123,7083493067429123,70834930.67429123,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11129999,405869123,4.05869123,7168724771520877,71687247.71520877,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11130000,402308867,4.02308867,7168725177390000,71687251.77390000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11130001,402308867,4.02308867,7168725579698867,71687255.79698867,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11339999,402308867,4.02308867,7253209637151133,72532096.37151133,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11340000,398779841,3.98779841,7253210039460000,72532100.39460000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11340001,398779841,3.98779841,7253210438239841,72532104.38239841,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11549999,398779841,3.98779841,7336953407290159,73369534.07290159,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11550000,395281772,3.95281772,7336953806070000,73369538.06070000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11550001,395281772,3.95281772,7336954201351772,73369542.01351772,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11759999,395281772,3.95281772,7419962582908228,74199625.82908228,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11760000,391814388,3.91814388,7419962978190000,74199629.78190000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11760001,391814388,3.91814388,7419963370004388,74199633.70004388,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11969999,391814388,3.91814388,7502243607855612,75022436.07855612,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11970000,388377419,3.88377419,7502243999670000,75022439.99670000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,11970001,388377419,3.88377419,7502244388047419,75022443.88047419,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12179999,388377419,3.88377419,7583802869282581,75838028.69282581,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12180000,384970599,3.84970599,7583803257660000,75838032.57660000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12180001,384970599,3.84970599,7583803642630599,75838036.42630599,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12389999,384970599,3.84970599,7664646698479401,76646466.98479401,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12390000,381593663,3.81593663,7664647083450000,76646470.83450000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12390001,381593663,3.81593663,7664647465043663,76646474.65043663,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12599999,381593663,3.81593663,7744781371086337,77447813.71086337,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12600000,378246350,3.78246350,7744781752680000,77447817.52680000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12600001,378246350,3.78246350,7744782130926350,77447821.30926350,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12809999,378246350,3.78246350,7824213107933650,78242131.07933650,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12810000,374928399,3.74928399,7824213486180000,78242134.86180000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,12810001,374928399,3.74928399,7824213861108399,78242138.61108399,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13019999,374928399,3.74928399,7902948075041601,79029480.75041601,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13020000,371639553,3.71639553,7902948449970000,79029484.49970000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13020001,371639553,3.71639553,7902948821609553,79029488.21609553,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13229999,371639553,3.71639553,7980992384460447,79809923.84460447,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13230000,368379556,3.68379556,7980992756100000,79809927.56100000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13230001,368379556,3.68379556,7980993124479556,79809931.24479556,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13439999,368379556,3.68379556,8058352094480444,80583520.94480444,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13440000,365148156,3.65148156,8058352462860000,80583524.62860000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13440001,365148156,3.65148156,8058352828008156,80583528.28008156,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13649999,365148156,3.65148156,8135033210471844,81350332.10471844,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13650000,361945102,3.61945102,8135033575620000,81350335.75620000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13650001,361945102,3.61945102,8135033937565102,81350339.37565102,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13859999,361945102,3.61945102,8211041685094898,82110416.85094898,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13860000,358770144,3.58770144,8211042047040000,82110420.47040000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,13860001,358770144,3.58770144,8211042405810144,82110424.05810144,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14069999,358770144,3.58770144,8286383418509856,82863834.18509856,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14070000,355623037,3.55623037,8286383777280000,82863837.77280000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14070001,355623037,3.55623037,8286384132903037,82863841.32903037,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14279999,355623037,3.55623037,8361064259426963,83610642.59426963,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14280000,352503536,3.52503536,8361064615050000,83610646.15050000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14280001,352503536,3.52503536,8361064967553536,83610649.67553536,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14489999,352503536,3.52503536,8435090005106464,84350900.05106464,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14490000,349411399,3.49411399,8435090357610000,84350903.57610000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14490001,349411399,3.49411399,8435090707021399,84350907.07021399,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14699999,349411399,3.49411399,8508466401988601,85084664.01988601,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14700000,346346386,3.46346386,8508466751400000,85084667.51400000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14700001,346346386,3.46346386,8508467097746386,85084670.97746386,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14909999,346346386,3.46346386,8581199146113614,85811991.46113614,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14910000,343308259,3.43308259,8581199492460000,85811994.92460000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,14910001,343308259,3.43308259,8581199835768259,85811998.35768259,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15119999,343308259,3.43308259,8653293883541741,86532938.83541741,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15120000,340296783,3.40296783,8653294226850000,86532942.26850000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15120001,340296783,3.40296783,8653294567146783,86532945.67146783,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15329999,340296783,3.40296783,8724756210983217,87247562.10983217,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15330000,337311723,3.37311723,8724756551280000,87247565.51280000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15330001,337311723,3.37311723,8724756888591723,87247568.88591723,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15539999,337311723,3.37311723,8795591675798277,87955916.75798277,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15540000,334352848,3.34352848,8795592013110000,87955920.13110000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15540001,334352848,3.34352848,8795592347462848,87955923.47462848,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15749999,334352848,3.34352848,8865805776837152,88658057.76837152,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15750000,331419928,3.31419928,8865806111190000,88658061.11190000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15750001,331419928,3.31419928,8865806442609928,88658064.42609928,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15959999,331419928,3.31419928,8935403964650072,89354039.64650072,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15960000,328512735,3.28512735,8935404296070000,89354042.96070000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,15960001,328512735,3.28512735,8935404624582735,89354046.24582735,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16169999,328512735,3.28512735,9004391641907265,90043916.41907265,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16170000,325631044,3.25631044,9004391970420000,90043919.70420000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16170001,325631044,3.25631044,9004392296051044,90043922.96051044,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16379999,325631044,3.25631044,9072774164028956,90727741.64028956,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16380000,322774631,3.22774631,9072774489660000,90727744.89660000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16380001,322774631,3.22774631,9072774812434631,90727748.12434631,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16589999,322774631,3.22774631,9140556839395369,91405568.39395369,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16590000,319943274,3.19943274,9140557162170000,91405571.62170000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16590001,319943274,3.19943274,9140557482113274,91405574.82113274,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16799999,319943274,3.19943274,9207744929766726,92077449.29766726,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16800000,317136754,3.17136754,9207745249710000,92077452.49710000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,16800001,317136754,3.17136754,9207745566846754,92077455.66846754,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17009999,317136754,3.17136754,9274343650913246,92743436.50913246,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17010000,314354852,3.14354852,9274343968050000,92743439.68050000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17010001,314354852,3.14354852,9274344282404852,92743442.82404852,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17219999,314354852,3.14354852,9340358172615148,93403581.72615148,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17220000,311597353,3.11597353,9340358486970000,93403584.86970000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17220001,311597353,3.11597353,9340358798567353,93403587.98567353,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17429999,311597353,3.11597353,9405793619502647,94057936.19502647,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17430000,308864042,3.08864042,9405793931100000,94057939.31100000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17430001,308864042,3.08864042,9405794239964042,94057942.39964042,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17639999,308864042,3.08864042,9470655071055958,94706550.71055958,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17640000,306154708,3.06154708,9470655379920000,94706553.79920000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17640001,306154708,3.06154708,9470655686074708,94706556.86074708,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17849999,306154708,3.06154708,9534947562445292,95349475.62445292,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17850000,303469140,3.03469140,9534947868600000,95349478.68600000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,17850001,303469140,3.03469140,9534948172069140,95349481.72069140,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18059999,303469140,3.03469140,9598676084530860,95986760.84530860,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18060000,300807130,3.00807130,9598676388000000,95986763.88000000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18060001,300807130,3.00807130,9598676688807130,95986766.88807130,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18269999,300807130,3.00807130,9661845584492870,96618455.84492870,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18270000,298168470,2.98168470,9661845885300000,96618458.85300000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18270001,298168470,2.98168470,9661846183468470,96618461.83468470,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18479999,298168470,2.98168470,9724460965831530,97244609.65831530,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18480000,295552957,2.95552957,9724461264000000,97244612.64000000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18480001,295552957,2.95552957,9724461559552957,97244615.59552957,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18689999,295552957,2.95552957,9786527089417043,97865270.89417043,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18690000,292960387,2.92960387,9786527384970000,97865273.84970000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18690001,292960387,2.92960387,9786527677930387,97865276.77930387,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18899999,292960387,2.92960387,9848048773279613,98480487.73279613,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18900000,290390559,2.90390559,9848049066240000,98480490.66240000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,18900001,290390559,2.90390559,9848049356630559,98480493.56630559,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,19109999,290390559,2.90390559,9909030793239441,99090307.93239441,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,19110000,287843273,2.87843273,9909031083630000,99090310.83630000,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,19110001,287843273,2.87843273,9909031371473273,99090313.71473273,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,19319999,287843273,2.87843273,9969477883116727,99694778.83116727,boundary probe
S4,S4,Idealized 113/114 cap-derived geometric schedule,19320000,285318332,2.85318332,9969478170960000,99694781.70960000,boundary probe
