retrieved_utc,venue,pair,best_bid,best_ask,spread_pct,reported_24h_volume_rin,reported_24h_volume_usdt,bid_depth_within_1_pct_rin,bid_depth_within_5_pct_rin,bid_depth_within_10_pct_rin,ask_depth_within_1_pct_rin,ask_depth_within_5_pct_rin,ask_depth_within_10_pct_rin,lp_total_usd,lp_provider_count,lp_largest_share_pct,lp_hhi,lp_total_relative_to_scheduled_daily_issuance_usd,reported_volume_relative_to_scheduled_daily_issuance,market_data_confidence,notes,evidence_class
2026-07-27T16:28:44Z,NestEx,RIN/USDT,0.00065115,0.00066430,1.99931582,67554.25264074,44.16236700,4464.95859600,18411.06249800,37154.60112700,4363.74471000,12932.65024700,268257.73323200,592.68,3,84.52,0.73003229,100.12213725,7.50602807,low,Thin volume; total LP capital is not treated as executable plus/minus-five-percent depth.,directly observed and derived from observed data
