scenario_id,scenario_display_id,boundary_height,boundary_type,subsidy_before_rin,subsidy_after_rin,required_additional_fee_rin_per_block,observed_window_days,observed_mean_total_fee_base_units_per_block,observed_median_total_fee_base_units_per_block,required_multiple_of_observed_mean_fee,required_multiple_of_observed_median_fee,median_fee_zero,observed_median_fee_per_non_coinbase_transaction_base_units,required_transactions_at_observed_median_transaction_fee,fee_share_before_boundary_pct,fee_share_after_boundary_with_observed_fees_pct,fee_share_after_boundary_if_revenue_fully_replaced_pct,evidence_class
S1,S1,47670000,scheduled subsidy boundary,0.00006724,0.00006387,0.00000337,90,10002.5482,0.0000,0.0337,,true,99999.0000,1,59.80043279,61.03004239,61.81519397,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,47880000,scheduled subsidy boundary,0.00006387,0.00006067,0.00000320,90,10002.5482,0.0000,0.0320,,true,99999.0000,1,61.03004239,62.24536054,62.98250622,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,48090000,scheduled subsidy boundary,0.00006067,0.00005763,0.00000304,90,10002.5482,0.0000,0.0304,,true,99999.0000,1,62.24536054,63.44560993,64.13713743,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,48300000,scheduled subsidy boundary,0.00005763,0.00005474,0.00000289,90,10002.5482,0.0000,0.0289,,true,99999.0000,1,63.44560993,64.63035610,65.27872093,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,48510000,scheduled subsidy boundary,0.00005474,0.00005200,0.00000274,90,10002.5482,0.0000,0.0274,,true,99999.0000,1,64.63035610,65.79520802,66.40077671,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,48720000,scheduled subsidy boundary,0.00005200,0.00004940,0.00000260,90,10002.5482,0.0000,0.0260,,true,99999.0000,1,65.79520802,66.94004315,67.50544762,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,48930000,scheduled subsidy boundary,0.00004940,0.00004693,0.00000247,90,10002.5482,0.0000,0.0247,,true,99999.0000,1,66.94004315,68.06515875,68.59304099,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,49140000,scheduled subsidy boundary,0.00004693,0.00004458,0.00000235,90,10002.5482,0.0000,0.0235,,true,99999.0000,1,68.06515875,69.17129332,69.66428249,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,49350000,scheduled subsidy boundary,0.00004458,0.00004235,0.00000223,90,10002.5482,0.0000,0.0223,,true,99999.0000,1,69.17129332,70.25471008,70.71342019,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,49560000,scheduled subsidy boundary,0.00004235,0.00004023,0.00000212,90,10002.5482,0.0000,0.0212,,true,99999.0000,1,70.25471008,71.31662925,71.74373050,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,49770000,scheduled subsidy boundary,0.00004023,0.00003821,0.00000202,90,10002.5482,0.0000,0.0202,,true,99999.0000,1,71.31662925,72.35876105,72.75685816,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,49980000,scheduled subsidy boundary,0.00003821,0.00003629,0.00000192,90,10002.5482,0.0000,0.0192,,true,99999.0000,1,72.35876105,73.37793230,73.74769533,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,50190000,scheduled subsidy boundary,0.00003629,0.00003447,0.00000182,90,10002.5482,0.0000,0.0182,,true,99999.0000,1,73.37793230,74.37088637,74.71307045,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,50400000,scheduled subsidy boundary,0.00003447,0.00003274,0.00000173,90,10002.5482,0.0000,0.0173,,true,99999.0000,1,74.37088637,75.33997586,75.65717493,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,50610000,scheduled subsidy boundary,0.00003274,0.00003110,0.00000164,90,10002.5482,0.0000,0.0164,,true,99999.0000,1,75.33997586,76.28226075,76.57523669,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,50820000,scheduled subsidy boundary,0.00003110,0.00002954,0.00000156,90,10002.5482,0.0000,0.0156,,true,99999.0000,1,76.28226075,77.20071777,77.47196085,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,51030000,scheduled subsidy boundary,0.00002954,0.00002806,0.00000148,90,10002.5482,0.0000,0.0148,,true,99999.0000,1,77.20071777,78.09275534,78.34299731,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,51240000,scheduled subsidy boundary,0.00002806,0.00002665,0.00000141,90,10002.5482,0.0000,0.0141,,true,99999.0000,1,78.09275534,78.96199051,79.19358267,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,51450000,scheduled subsidy boundary,0.00002665,0.00002531,0.00000134,90,10002.5482,0.0000,0.0134,,true,99999.0000,1,78.96199051,79.80619732,80.01981163,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,51660000,scheduled subsidy boundary,0.00002531,0.00002404,0.00000127,90,10002.5482,0.0000,0.0127,,true,99999.0000,1,79.80619732,80.62313583,80.81947782,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,51870000,scheduled subsidy boundary,0.00002404,0.00002283,0.00000121,90,10002.5482,0.0000,0.0121,,true,99999.0000,1,80.62313583,81.41719070,81.59842725,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,52080000,scheduled subsidy boundary,0.00002283,0.00002168,0.00000115,90,10002.5482,0.0000,0.0115,,true,99999.0000,1,81.41719070,82.18650501,82.35324987,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,52290000,scheduled subsidy boundary,0.00002168,0.00002059,0.00000109,90,10002.5482,0.0000,0.0109,,true,99999.0000,1,82.18650501,82.92922302,83.08210970,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,52500000,scheduled subsidy boundary,0.00002059,0.00001956,0.00000103,90,10002.5482,0.0000,0.0103,,true,99999.0000,1,82.92922302,83.64349952,83.78317641,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,52710000,scheduled subsidy boundary,0.00001956,0.00001858,0.00000098,90,10002.5482,0.0000,0.0098,,true,99999.0000,1,83.64349952,84.33461959,84.46299699,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,52920000,scheduled subsidy boundary,0.00001858,0.00001765,0.00000093,90,10002.5482,0.0000,0.0093,,true,99999.0000,1,84.33461959,85.00112373,85.11873174,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,53130000,scheduled subsidy boundary,0.00001765,0.00001676,0.00000089,90,10002.5482,0.0000,0.0089,,true,99999.0000,1,85.00112373,85.64890117,85.75744100,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,53340000,scheduled subsidy boundary,0.00001676,0.00001592,0.00000084,90,10002.5482,0.0000,0.0084,,true,99999.0000,1,85.64890117,86.26940897,86.36816865,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,53550000,scheduled subsidy boundary,0.00001592,0.00001512,0.00000080,90,10002.5482,0.0000,0.0080,,true,99999.0000,1,86.26940897,86.86878574,86.95938842,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,53760000,scheduled subsidy boundary,0.00001512,0.00001436,0.00000076,90,10002.5482,0.0000,0.0076,,true,99999.0000,1,86.86878574,87.44595931,87.52882032,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,53970000,scheduled subsidy boundary,0.00001436,0.00001364,0.00000072,90,10002.5482,0.0000,0.0072,,true,99999.0000,1,87.44595931,87.99987497,88.07540982,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,54180000,scheduled subsidy boundary,0.00001364,0.00001295,0.00000069,90,10002.5482,0.0000,0.0069,,true,99999.0000,1,87.99987497,88.53733595,88.60691942,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,54390000,scheduled subsidy boundary,0.00001295,0.00001230,0.00000065,90,10002.5482,0.0000,0.0065,,true,99999.0000,1,88.53733595,89.04967979,89.11268202,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,54600000,scheduled subsidy boundary,0.00001230,0.00001168,0.00000062,90,10002.5482,0.0000,0.0062,,true,99999.0000,1,89.04967979,89.54393307,89.60164715,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,54810000,scheduled subsidy boundary,0.00001168,0.00001109,0.00000059,90,10002.5482,0.0000,0.0059,,true,99999.0000,1,89.54393307,90.01939265,90.07210768,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,55020000,scheduled subsidy boundary,0.00001109,0.00001053,0.00000056,90,10002.5482,0.0000,0.0056,,true,99999.0000,1,90.01939265,90.47537058,90.52337282,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,55230000,scheduled subsidy boundary,0.00001053,0.00001000,0.00000053,90,10002.5482,0.0000,0.0053,,true,99999.0000,1,90.47537058,90.91119640,90.95476788,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,55440000,scheduled subsidy boundary,0.00001000,0.00000950,0.00000050,90,10002.5482,0.0000,0.0050,,true,99999.0000,1,90.91119640,91.32621944,91.36563658,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,55650000,scheduled subsidy boundary,0.00000950,0.00000902,0.00000048,90,10002.5482,0.0000,0.0048,,true,99999.0000,1,91.32621944,91.72822220,91.76447361,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,55860000,scheduled subsidy boundary,0.00000902,0.00000856,0.00000046,90,10002.5482,0.0000,0.0046,,true,99999.0000,1,91.72822220,92.11680990,92.15006453,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,56070000,scheduled subsidy boundary,0.00000856,0.00000813,0.00000043,90,10002.5482,0.0000,0.0043,,true,99999.0000,1,92.11680990,92.48304402,92.51281127,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,56280000,scheduled subsidy boundary,0.00000813,0.00000772,0.00000041,90,10002.5482,0.0000,0.0041,,true,99999.0000,1,92.48304402,92.83496641,92.86212790,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,56490000,scheduled subsidy boundary,0.00000772,0.00000733,0.00000039,90,10002.5482,0.0000,0.0039,,true,99999.0000,1,92.83496641,93.17221642,93.19693055,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,56700000,scheduled subsidy boundary,0.00000733,0.00000696,0.00000037,90,10002.5482,0.0000,0.0037,,true,99999.0000,1,93.17221642,93.49444444,93.51686579,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,56910000,scheduled subsidy boundary,0.00000696,0.00000661,0.00000035,90,10002.5482,0.0000,0.0035,,true,99999.0000,1,93.49444444,93.80131280,93.82159163,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,57120000,scheduled subsidy boundary,0.00000661,0.00000627,0.00000034,90,10002.5482,0.0000,0.0034,,true,99999.0000,1,93.80131280,94.10134856,94.12015601,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,57330000,scheduled subsidy boundary,0.00000627,0.00000595,0.00000032,90,10002.5482,0.0000,0.0032,,true,99999.0000,1,94.10134856,94.38549383,94.40239616,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,57540000,scheduled subsidy boundary,0.00000595,0.00000565,0.00000030,90,10002.5482,0.0000,0.0030,,true,99999.0000,1,94.38549383,94.65344291,94.66857817,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,57750000,scheduled subsidy boundary,0.00000565,0.00000536,0.00000029,90,10002.5482,0.0000,0.0029,,true,99999.0000,1,94.65344291,94.91391046,94.92786796,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,57960000,scheduled subsidy boundary,0.00000536,0.00000509,0.00000027,90,10002.5482,0.0000,0.0027,,true,99999.0000,1,94.91391046,95.15770666,95.17011273,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,58170000,scheduled subsidy boundary,0.00000509,0.00000483,0.00000026,90,10002.5482,0.0000,0.0026,,true,99999.0000,1,95.15770666,95.39366003,95.40505367,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,58380000,scheduled subsidy boundary,0.00000483,0.00000458,0.00000025,90,10002.5482,0.0000,0.0025,,true,99999.0000,1,95.39366003,95.62164440,95.63208342,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,58590000,scheduled subsidy boundary,0.00000458,0.00000435,0.00000023,90,10002.5482,0.0000,0.0023,,true,99999.0000,1,95.62164440,95.83235459,95.84151815,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,58800000,scheduled subsidy boundary,0.00000435,0.00000413,0.00000022,90,10002.5482,0.0000,0.0022,,true,99999.0000,1,95.83235459,96.03477426,96.04313206,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,59010000,scheduled subsidy boundary,0.00000413,0.00000392,0.00000021,90,10002.5482,0.0000,0.0021,,true,99999.0000,1,96.03477426,96.22879233,96.23639590,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,59220000,scheduled subsidy boundary,0.00000392,0.00000372,0.00000020,90,10002.5482,0.0000,0.0020,,true,99999.0000,1,96.22879233,96.41430170,96.42120089,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,59430000,scheduled subsidy boundary,0.00000372,0.00000353,0.00000019,90,10002.5482,0.0000,0.0019,,true,99999.0000,1,96.41430170,96.59119931,96.59744220,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,59640000,scheduled subsidy boundary,0.00000353,0.00000335,0.00000018,90,10002.5482,0.0000,0.0018,,true,99999.0000,1,96.59119931,96.75938634,96.76501917,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,59850000,scheduled subsidy boundary,0.00000335,0.00000318,0.00000017,90,10002.5482,0.0000,0.0017,,true,99999.0000,1,96.75938634,96.91876834,96.92383539,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,60060000,scheduled subsidy boundary,0.00000318,0.00000302,0.00000016,90,10002.5482,0.0000,0.0016,,true,99999.0000,1,96.91876834,97.06925531,97.07379886,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,60270000,scheduled subsidy boundary,0.00000302,0.00000286,0.00000016,90,10002.5482,0.0000,0.0016,,true,99999.0000,1,97.06925531,97.22021034,97.22452655,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,60480000,scheduled subsidy boundary,0.00000286,0.00000271,0.00000015,90,10002.5482,0.0000,0.0015,,true,99999.0000,1,97.22021034,97.36215771,97.36600350,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,60690000,scheduled subsidy boundary,0.00000271,0.00000257,0.00000014,90,10002.5482,0.0000,0.0014,,true,99999.0000,1,97.36215771,97.49501641,97.49843001,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,60900000,scheduled subsidy boundary,0.00000257,0.00000244,0.00000013,90,10002.5482,0.0000,0.0013,,true,99999.0000,1,97.49501641,97.61871028,97.62172764,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,61110000,scheduled subsidy boundary,0.00000244,0.00000231,0.00000013,90,10002.5482,0.0000,0.0013,,true,99999.0000,1,97.61871028,97.74271841,97.74558227,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,61320000,scheduled subsidy boundary,0.00000231,0.00000219,0.00000012,90,10002.5482,0.0000,0.0012,,true,99999.0000,1,97.74271841,97.85746743,97.85997979,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,61530000,scheduled subsidy boundary,0.00000219,0.00000208,0.00000011,90,10002.5482,0.0000,0.0011,,true,99999.0000,1,97.85746743,97.96289097,97.96508322,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,61740000,scheduled subsidy boundary,0.00000208,0.00000197,0.00000011,90,10002.5482,0.0000,0.0011,,true,99999.0000,1,97.96289097,98.06854191,98.07062270,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,61950000,scheduled subsidy boundary,0.00000197,0.00000187,0.00000010,90,10002.5482,0.0000,0.0010,,true,99999.0000,1,98.06854191,98.16478615,98.16658546,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,62160000,scheduled subsidy boundary,0.00000187,0.00000177,0.00000010,90,10002.5482,0.0000,0.0010,,true,99999.0000,1,98.16478615,98.26121950,98.26292593,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,62370000,scheduled subsidy boundary,0.00000177,0.00000168,0.00000009,90,10002.5482,0.0000,0.0009,,true,99999.0000,1,98.26121950,98.34817164,98.34963207,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,62580000,scheduled subsidy boundary,0.00000168,0.00000159,0.00000009,90,10002.5482,0.0000,0.0009,,true,99999.0000,1,98.34817164,98.43527781,98.43666245,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,62790000,scheduled subsidy boundary,0.00000159,0.00000151,0.00000008,90,10002.5482,0.0000,0.0008,,true,99999.0000,1,98.43527781,98.51283515,98.51400597,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,63000000,scheduled subsidy boundary,0.00000151,0.00000143,0.00000008,90,10002.5482,0.0000,0.0008,,true,99999.0000,1,98.51283515,98.59051481,98.59162534,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,63210000,scheduled subsidy boundary,0.00000143,0.00000135,0.00000008,90,10002.5482,0.0000,0.0008,,true,99999.0000,1,98.59051481,98.66831706,98.66936713,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,63420000,scheduled subsidy boundary,0.00000135,0.00000128,0.00000007,90,10002.5482,0.0000,0.0007,,true,99999.0000,1,98.66831706,98.73649484,98.73736729,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,63630000,scheduled subsidy boundary,0.00000128,0.00000121,0.00000007,90,10002.5482,0.0000,0.0007,,true,99999.0000,1,98.73649484,98.80476689,98.80559278,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,63840000,scheduled subsidy boundary,0.00000121,0.00000114,0.00000007,90,10002.5482,0.0000,0.0007,,true,99999.0000,1,98.80476689,98.87313343,98.87391261,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,64050000,scheduled subsidy boundary,0.00000114,0.00000108,0.00000006,90,10002.5482,0.0000,0.0006,,true,99999.0000,1,98.87313343,98.93180867,98.93244220,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,64260000,scheduled subsidy boundary,0.00000108,0.00000102,0.00000006,90,10002.5482,0.0000,0.0006,,true,99999.0000,1,98.93180867,98.99055358,98.99115263,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,64470000,scheduled subsidy boundary,0.00000102,0.00000096,0.00000006,90,10002.5482,0.0000,0.0006,,true,99999.0000,1,98.99055358,99.04936831,99.04993279,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,64680000,scheduled subsidy boundary,0.00000096,0.00000091,0.00000005,90,10002.5482,0.0000,0.0005,,true,99999.0000,1,99.04936831,99.09843399,99.09888038,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,64890000,scheduled subsidy boundary,0.00000091,0.00000086,0.00000005,90,10002.5482,0.0000,0.0005,,true,99999.0000,1,99.09843399,99.14754831,99.14797058,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,65100000,scheduled subsidy boundary,0.00000086,0.00000081,0.00000005,90,10002.5482,0.0000,0.0005,,true,99999.0000,1,99.14754831,99.19671134,99.19710945,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,65310000,scheduled subsidy boundary,0.00000081,0.00000076,0.00000005,90,10002.5482,0.0000,0.0005,,true,99999.0000,1,99.19671134,99.24592314,99.24629706,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,65520000,scheduled subsidy boundary,0.00000076,0.00000072,0.00000004,90,10002.5482,0.0000,0.0004,,true,99999.0000,1,99.24592314,99.28532776,99.28561140,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,65730000,scheduled subsidy boundary,0.00000072,0.00000068,0.00000004,90,10002.5482,0.0000,0.0004,,true,99999.0000,1,99.28532776,99.32476367,99.32503177,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,65940000,scheduled subsidy boundary,0.00000068,0.00000064,0.00000004,90,10002.5482,0.0000,0.0004,,true,99999.0000,1,99.32476367,99.36423093,99.36448346,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,66150000,scheduled subsidy boundary,0.00000064,0.00000060,0.00000004,90,10002.5482,0.0000,0.0004,,true,99999.0000,1,99.36423093,99.40372957,99.40396650,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,66360000,scheduled subsidy boundary,0.00000060,0.00000057,0.00000003,90,10002.5482,0.0000,0.0003,,true,99999.0000,1,99.40372957,99.43337416,99.43354309,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,66570000,scheduled subsidy boundary,0.00000057,0.00000054,0.00000003,90,10002.5482,0.0000,0.0003,,true,99999.0000,1,99.43337416,99.46303643,99.46319657,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,66780000,scheduled subsidy boundary,0.00000054,0.00000051,0.00000003,90,10002.5482,0.0000,0.0003,,true,99999.0000,1,99.46303643,99.49271641,99.49286774,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,66990000,scheduled subsidy boundary,0.00000051,0.00000048,0.00000003,90,10002.5482,0.0000,0.0003,,true,99999.0000,1,99.49271641,99.52241411,99.52255663,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,67200000,scheduled subsidy boundary,0.00000048,0.00000045,0.00000003,90,10002.5482,0.0000,0.0003,,true,99999.0000,1,99.52241411,99.55212955,99.55226323,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,67410000,scheduled subsidy boundary,0.00000045,0.00000042,0.00000003,90,10002.5482,0.0000,0.0003,,true,99999.0000,1,99.55212955,99.58186273,99.58198758,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,67620000,scheduled subsidy boundary,0.00000042,0.00000039,0.00000003,90,10002.5482,0.0000,0.0003,,true,99999.0000,1,99.58186273,99.61161368,99.61172968,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,67830000,scheduled subsidy boundary,0.00000039,0.00000037,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.61161368,99.63145752,99.63153092,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,68040000,scheduled subsidy boundary,0.00000037,0.00000035,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.63145752,99.65130927,99.65137874,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,68250000,scheduled subsidy boundary,0.00000035,0.00000033,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.65130927,99.67116894,99.67123446,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,68460000,scheduled subsidy boundary,0.00000033,0.00000031,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.67116894,99.69103652,99.69109809,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,68670000,scheduled subsidy boundary,0.00000031,0.00000029,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.69103652,99.71091202,99.71096965,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,68880000,scheduled subsidy boundary,0.00000029,0.00000027,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.71091202,99.73079545,99.73084912,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,69090000,scheduled subsidy boundary,0.00000027,0.00000025,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.73079545,99.75068681,99.75073653,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,69300000,scheduled subsidy boundary,0.00000025,0.00000023,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.75068681,99.77058611,99.77063187,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,69510000,scheduled subsidy boundary,0.00000023,0.00000021,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.77058611,99.79049335,99.79053515,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,69720000,scheduled subsidy boundary,0.00000021,0.00000019,0.00000002,90,10002.5482,0.0000,0.0002,,true,99999.0000,1,99.79049335,99.81040854,99.81044637,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,69930000,scheduled subsidy boundary,0.00000019,0.00000018,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.81040854,99.82036911,99.82038703,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,70140000,scheduled subsidy boundary,0.00000018,0.00000017,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.82036911,99.83033167,99.83034860,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,70350000,scheduled subsidy boundary,0.00000017,0.00000016,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.83033167,99.84029622,99.84031216,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,70560000,scheduled subsidy boundary,0.00000016,0.00000015,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.84029622,99.85026276,99.85027771,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,70770000,scheduled subsidy boundary,0.00000015,0.00000014,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.85026276,99.86023129,99.86024524,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,70980000,scheduled subsidy boundary,0.00000014,0.00000013,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.86023129,99.87020181,99.87021477,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,71190000,scheduled subsidy boundary,0.00000013,0.00000012,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.87020181,99.88017433,99.88018629,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,71400000,scheduled subsidy boundary,0.00000012,0.00000011,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.88017433,99.89014883,99.89015980,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,71610000,scheduled subsidy boundary,0.00000011,0.00000010,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.89014883,99.90012533,99.90013530,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,71820000,scheduled subsidy boundary,0.00000010,0.00000009,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.90012533,99.91010381,99.91011279,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,72030000,scheduled subsidy boundary,0.00000009,0.00000008,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.91010381,99.92008430,99.92009228,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S1,S1,72240000,scheduled subsidy boundary,0.00000008,0.00000007,0.00000001,90,10002.5482,0.0000,0.0001,,true,99999.0000,1,99.92008430,99.93006677,99.93007376,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
