scenario_id,scenario_display_id,boundary_height,boundary_type,subsidy_before_rin,subsidy_after_rin,required_additional_fee_rin_per_block,observed_window_days,observed_mean_total_fee_base_units_per_block,observed_median_total_fee_base_units_per_block,required_multiple_of_observed_mean_fee,required_multiple_of_observed_median_fee,median_fee_zero,observed_median_fee_per_non_coinbase_transaction_base_units,required_transactions_at_observed_median_transaction_fee,fee_share_before_boundary_pct,fee_share_after_boundary_with_observed_fees_pct,fee_share_after_boundary_if_revenue_fully_replaced_pct,evidence_class
S4,S4,123060000,scheduled subsidy boundary,0.03705986,0.03673477,0.00032509,90,10002.5482,0.0000,3.2501,,true,99999.0000,1,0.26917597,0.27155162,1.14401720,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,123270000,scheduled subsidy boundary,0.03673477,0.03641253,0.00032224,90,10002.5482,0.0000,3.2216,,true,99999.0000,1,0.27155162,0.27394818,1.14637662,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,123480000,scheduled subsidy boundary,0.03641253,0.03609312,0.00031941,90,10002.5482,0.0000,3.1933,,true,99999.0000,1,0.27394818,0.27636582,1.14874316,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,123690000,scheduled subsidy boundary,0.03609312,0.03577651,0.00031661,90,10002.5482,0.0000,3.1653,,true,99999.0000,1,0.27636582,0.27880474,1.15114472,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,123900000,scheduled subsidy boundary,0.03577651,0.03546268,0.00031383,90,10002.5482,0.0000,3.1375,,true,99999.0000,1,0.27880474,0.28126511,1.15355476,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,124110000,scheduled subsidy boundary,0.03546268,0.03515160,0.00031108,90,10002.5482,0.0000,3.1100,,true,99999.0000,1,0.28126511,0.28374715,1.15600171,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,124320000,scheduled subsidy boundary,0.03515160,0.03484325,0.00030835,90,10002.5482,0.0000,3.0827,,true,99999.0000,1,0.28374715,0.28625102,1.15845859,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,124530000,scheduled subsidy boundary,0.03484325,0.03453760,0.00030565,90,10002.5482,0.0000,3.0557,,true,99999.0000,1,0.28625102,0.28877696,1.16095437,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,124740000,scheduled subsidy boundary,0.03453760,0.03423463,0.00030297,90,10002.5482,0.0000,3.0289,,true,99999.0000,1,0.28877696,0.29132514,1.16346163,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,124950000,scheduled subsidy boundary,0.03423463,0.03393432,0.00030031,90,10002.5482,0.0000,3.0023,,true,99999.0000,1,0.29132514,0.29389571,1.16598078,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,125160000,scheduled subsidy boundary,0.03393432,0.03363665,0.00029767,90,10002.5482,0.0000,2.9759,,true,99999.0000,1,0.29389571,0.29648885,1.16851221,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,125370000,scheduled subsidy boundary,0.03363665,0.03334159,0.00029506,90,10002.5482,0.0000,2.9498,,true,99999.0000,1,0.29648885,0.29910482,1.17108600,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,125580000,scheduled subsidy boundary,0.03334159,0.03304911,0.00029248,90,10002.5482,0.0000,2.9241,,true,99999.0000,1,0.29910482,0.30174386,1.17370371,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,125790000,scheduled subsidy boundary,0.03304911,0.03275920,0.00028991,90,10002.5482,0.0000,2.8984,,true,99999.0000,1,0.30174386,0.30440609,1.17630664,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,126000000,scheduled subsidy boundary,0.03275920,0.03247183,0.00028737,90,10002.5482,0.0000,2.8730,,true,99999.0000,1,0.30440609,0.30709175,1.17895500,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,126210000,scheduled subsidy boundary,0.03247183,0.03218698,0.00028485,90,10002.5482,0.0000,2.8478,,true,99999.0000,1,0.30709175,0.30980105,1.18161977,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,126420000,scheduled subsidy boundary,0.03218698,0.03190463,0.00028235,90,10002.5482,0.0000,2.8228,,true,99999.0000,1,0.30980105,0.31253416,1.18430148,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,126630000,scheduled subsidy boundary,0.03190463,0.03162476,0.00027987,90,10002.5482,0.0000,2.7980,,true,99999.0000,1,0.31253416,0.31529128,1.18700069,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,126840000,scheduled subsidy boundary,0.03162476,0.03134734,0.00027742,90,10002.5482,0.0000,2.7735,,true,99999.0000,1,0.31529128,0.31807269,1.18974952,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,127050000,scheduled subsidy boundary,0.03134734,0.03107236,0.00027498,90,10002.5482,0.0000,2.7491,,true,99999.0000,1,0.31807269,0.32087850,1.19248616,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,127260000,scheduled subsidy boundary,0.03107236,0.03079979,0.00027257,90,10002.5482,0.0000,2.7250,,true,99999.0000,1,0.32087850,0.32370900,1.19527420,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,127470000,scheduled subsidy boundary,0.03079979,0.03052961,0.00027018,90,10002.5482,0.0000,2.7011,,true,99999.0000,1,0.32370900,0.32656439,1.19808315,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,127680000,scheduled subsidy boundary,0.03052961,0.03026180,0.00026781,90,10002.5482,0.0000,2.6774,,true,99999.0000,1,0.32656439,0.32944489,1.20091368,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,127890000,scheduled subsidy boundary,0.03026180,0.02999634,0.00026546,90,10002.5482,0.0000,2.6539,,true,99999.0000,1,0.32944489,0.33235070,1.20376649,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,128100000,scheduled subsidy boundary,0.02999634,0.02973321,0.00026313,90,10002.5482,0.0000,2.6306,,true,99999.0000,1,0.33235070,0.33528205,1.20664232,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,128310000,scheduled subsidy boundary,0.02973321,0.02947239,0.00026082,90,10002.5482,0.0000,2.6075,,true,99999.0000,1,0.33528205,0.33823914,1.20954190,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,128520000,scheduled subsidy boundary,0.02947239,0.02921386,0.00025853,90,10002.5482,0.0000,2.5846,,true,99999.0000,1,0.33823914,0.34122219,1.21246600,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,128730000,scheduled subsidy boundary,0.02921386,0.02895759,0.00025627,90,10002.5482,0.0000,2.5620,,true,99999.0000,1,0.34122219,0.34423156,1.21544953,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,128940000,scheduled subsidy boundary,0.02895759,0.02870357,0.00025402,90,10002.5482,0.0000,2.5396,,true,99999.0000,1,0.34423156,0.34726735,1.21842579,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,129150000,scheduled subsidy boundary,0.02870357,0.02845178,0.00025179,90,10002.5482,0.0000,2.5173,,true,99999.0000,1,0.34726735,0.35032980,1.22142905,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,129360000,scheduled subsidy boundary,0.02845178,0.02820220,0.00024958,90,10002.5482,0.0000,2.4952,,true,99999.0000,1,0.35032980,0.35341914,1.22446016,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,129570000,scheduled subsidy boundary,0.02820220,0.02795481,0.00024739,90,10002.5482,0.0000,2.4733,,true,99999.0000,1,0.35341914,0.35653562,1.22752001,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,129780000,scheduled subsidy boundary,0.02795481,0.02770959,0.00024522,90,10002.5482,0.0000,2.4516,,true,99999.0000,1,0.35653562,0.35967949,1.23060954,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,129990000,scheduled subsidy boundary,0.02770959,0.02746652,0.00024307,90,10002.5482,0.0000,2.4301,,true,99999.0000,1,0.35967949,0.36285099,1.23372969,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,130200000,scheduled subsidy boundary,0.02746652,0.02722558,0.00024094,90,10002.5482,0.0000,2.4088,,true,99999.0000,1,0.36285099,0.36605038,1.23688143,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,130410000,scheduled subsidy boundary,0.02722558,0.02698675,0.00023883,90,10002.5482,0.0000,2.3877,,true,99999.0000,1,0.36605038,0.36927792,1.24006578,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,130620000,scheduled subsidy boundary,0.02698675,0.02675002,0.00023673,90,10002.5482,0.0000,2.3667,,true,99999.0000,1,0.36927792,0.37253375,1.24324685,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,130830000,scheduled subsidy boundary,0.02675002,0.02651537,0.00023465,90,10002.5482,0.0000,2.3459,,true,99999.0000,1,0.37253375,0.37581813,1.24646151,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,131040000,scheduled subsidy boundary,0.02651537,0.02628277,0.00023260,90,10002.5482,0.0000,2.3254,,true,99999.0000,1,0.37581813,0.37913148,1.24974841,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,131250000,scheduled subsidy boundary,0.02628277,0.02605221,0.00023056,90,10002.5482,0.0000,2.3050,,true,99999.0000,1,0.37913148,0.38247393,1.25303432,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,131460000,scheduled subsidy boundary,0.02605221,0.02582368,0.00022853,90,10002.5482,0.0000,2.2847,,true,99999.0000,1,0.38247393,0.38584562,1.25631892,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,131670000,scheduled subsidy boundary,0.02582368,0.02559715,0.00022653,90,10002.5482,0.0000,2.2647,,true,99999.0000,1,0.38584562,0.38924699,1.25967903,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,131880000,scheduled subsidy boundary,0.02559715,0.02537261,0.00022454,90,10002.5482,0.0000,2.2448,,true,99999.0000,1,0.38924699,0.39267818,1.26303952,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,132090000,scheduled subsidy boundary,0.02537261,0.02515004,0.00022257,90,10002.5482,0.0000,2.2251,,true,99999.0000,1,0.39267818,0.39613950,1.26643936,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,132300000,scheduled subsidy boundary,0.02515004,0.02492942,0.00022062,90,10002.5482,0.0000,2.2056,,true,99999.0000,1,0.39613950,0.39963124,1.26987981,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,132510000,scheduled subsidy boundary,0.02492942,0.02471074,0.00021868,90,10002.5482,0.0000,2.1862,,true,99999.0000,1,0.39963124,0.40315355,1.27332219,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,132720000,scheduled subsidy boundary,0.02471074,0.02449397,0.00021677,90,10002.5482,0.0000,2.1671,,true,99999.0000,1,0.40315355,0.40670692,1.27684687,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,132930000,scheduled subsidy boundary,0.02449397,0.02427911,0.00021486,90,10002.5482,0.0000,2.1481,,true,99999.0000,1,0.40670692,0.41029134,1.28033480,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,133140000,scheduled subsidy boundary,0.02427911,0.02406613,0.00021298,90,10002.5482,0.0000,2.1293,,true,99999.0000,1,0.41029134,0.41390730,1.28390723,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,133350000,scheduled subsidy boundary,0.02406613,0.02385502,0.00021111,90,10002.5482,0.0000,2.1106,,true,99999.0000,1,0.41390730,0.41755497,1.28748440,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,133560000,scheduled subsidy boundary,0.02385502,0.02364576,0.00020926,90,10002.5482,0.0000,2.0921,,true,99999.0000,1,0.41755497,0.42123468,1.29110789,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,133770000,scheduled subsidy boundary,0.02364576,0.02343834,0.00020742,90,10002.5482,0.0000,2.0737,,true,99999.0000,1,0.42123468,0.42494659,1.29473705,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,133980000,scheduled subsidy boundary,0.02343834,0.02323274,0.00020560,90,10002.5482,0.0000,2.0555,,true,99999.0000,1,0.42494659,0.42869107,1.29841421,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,134190000,scheduled subsidy boundary,0.02323274,0.02302894,0.00020380,90,10002.5482,0.0000,2.0375,,true,99999.0000,1,0.42869107,0.43246847,1.30214090,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,134400000,scheduled subsidy boundary,0.02302894,0.02282693,0.00020201,90,10002.5482,0.0000,2.0196,,true,99999.0000,1,0.43246847,0.43627896,1.30587545,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,134610000,scheduled subsidy boundary,0.02282693,0.02262669,0.00020024,90,10002.5482,0.0000,2.0019,,true,99999.0000,1,0.43627896,0.44012291,1.30966138,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,134820000,scheduled subsidy boundary,0.02262669,0.02242821,0.00019848,90,10002.5482,0.0000,1.9843,,true,99999.0000,1,0.44012291,0.44400052,1.31345633,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,135030000,scheduled subsidy boundary,0.02242821,0.02223147,0.00019674,90,10002.5482,0.0000,1.9669,,true,99999.0000,1,0.44400052,0.44791215,1.31730460,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,135240000,scheduled subsidy boundary,0.02223147,0.02203645,0.00019502,90,10002.5482,0.0000,1.9497,,true,99999.0000,1,0.44791215,0.45185821,1.32120790,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,135450000,scheduled subsidy boundary,0.02203645,0.02184314,0.00019331,90,10002.5482,0.0000,1.9326,,true,99999.0000,1,0.45185821,0.45583889,1.32512279,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,135660000,scheduled subsidy boundary,0.02184314,0.02165153,0.00019161,90,10002.5482,0.0000,1.9156,,true,99999.0000,1,0.45583889,0.45985439,1.32904928,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,135870000,scheduled subsidy boundary,0.02165153,0.02146160,0.00018993,90,10002.5482,0.0000,1.8988,,true,99999.0000,1,0.45985439,0.46390511,1.33303332,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,136080000,scheduled subsidy boundary,0.02146160,0.02127334,0.00018826,90,10002.5482,0.0000,1.8821,,true,99999.0000,1,0.46390511,0.46799126,1.33703038,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,136290000,scheduled subsidy boundary,0.02127334,0.02108673,0.00018661,90,10002.5482,0.0000,1.8656,,true,99999.0000,1,0.46799126,0.47211326,1.34108726,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,136500000,scheduled subsidy boundary,0.02108673,0.02090175,0.00018498,90,10002.5482,0.0000,1.8493,,true,99999.0000,1,0.47211326,0.47627155,1.34520589,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,136710000,scheduled subsidy boundary,0.02090175,0.02071840,0.00018335,90,10002.5482,0.0000,1.8330,,true,99999.0000,1,0.47627155,0.48046613,1.34929298,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,136920000,scheduled subsidy boundary,0.02071840,0.02053665,0.00018175,90,10002.5482,0.0000,1.8170,,true,99999.0000,1,0.48046613,0.48469766,1.35349084,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,137130000,scheduled subsidy boundary,0.02053665,0.02035650,0.00018015,90,10002.5482,0.0000,1.8010,,true,99999.0000,1,0.48469766,0.48896614,1.35765803,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,137340000,scheduled subsidy boundary,0.02035650,0.02017793,0.00017857,90,10002.5482,0.0000,1.7852,,true,99999.0000,1,0.48896614,0.49327203,1.36189053,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,137550000,scheduled subsidy boundary,0.02017793,0.02000093,0.00017700,90,10002.5482,0.0000,1.7695,,true,99999.0000,1,0.49327203,0.49761556,1.36614109,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,137760000,scheduled subsidy boundary,0.02000093,0.01982548,0.00017545,90,10002.5482,0.0000,1.7541,,true,99999.0000,1,0.49761556,0.50199721,1.37045964,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,137970000,scheduled subsidy boundary,0.01982548,0.01965157,0.00017391,90,10002.5482,0.0000,1.7387,,true,99999.0000,1,0.50199721,0.50641723,1.37479816,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,138180000,scheduled subsidy boundary,0.01965157,0.01947918,0.00017239,90,10002.5482,0.0000,1.7235,,true,99999.0000,1,0.50641723,0.51087611,1.37920748,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,138390000,scheduled subsidy boundary,0.01947918,0.01930831,0.00017087,90,10002.5482,0.0000,1.7083,,true,99999.0000,1,0.51087611,0.51537383,1.38358772,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,138600000,scheduled subsidy boundary,0.01930831,0.01913893,0.00016938,90,10002.5482,0.0000,1.6934,,true,99999.0000,1,0.51537383,0.51991119,1.38809164,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,138810000,scheduled subsidy boundary,0.01913893,0.01897104,0.00016789,90,10002.5482,0.0000,1.6785,,true,99999.0000,1,0.51991119,0.52448817,1.39256771,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,139020000,scheduled subsidy boundary,0.01897104,0.01880462,0.00016642,90,10002.5482,0.0000,1.6638,,true,99999.0000,1,0.52448817,0.52910531,1.39711902,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,139230000,scheduled subsidy boundary,0.01880462,0.01863966,0.00016496,90,10002.5482,0.0000,1.6492,,true,99999.0000,1,0.52910531,0.53376287,1.40169506,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,139440000,scheduled subsidy boundary,0.01863966,0.01847615,0.00016351,90,10002.5482,0.0000,1.6347,,true,99999.0000,1,0.53376287,0.53846112,1.40629619,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,139650000,scheduled subsidy boundary,0.01847615,0.01831407,0.00016208,90,10002.5482,0.0000,1.6204,,true,99999.0000,1,0.53846112,0.54320063,1.41097656,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,139860000,scheduled subsidy boundary,0.01831407,0.01815342,0.00016065,90,10002.5482,0.0000,1.6061,,true,99999.0000,1,0.54320063,0.54798138,1.41563012,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,140070000,scheduled subsidy boundary,0.01815342,0.01799417,0.00015925,90,10002.5482,0.0000,1.5921,,true,99999.0000,1,0.54798138,0.55280425,1.42041941,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,140280000,scheduled subsidy boundary,0.01799417,0.01783632,0.00015785,90,10002.5482,0.0000,1.5781,,true,99999.0000,1,0.55280425,0.55766924,1.42518347,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,140490000,scheduled subsidy boundary,0.01783632,0.01767986,0.00015646,90,10002.5482,0.0000,1.5642,,true,99999.0000,1,0.55766924,0.56257664,1.42997626,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,140700000,scheduled subsidy boundary,0.01767986,0.01752477,0.00015509,90,10002.5482,0.0000,1.5505,,true,99999.0000,1,0.56257664,0.56752705,1.43485447,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,140910000,scheduled subsidy boundary,0.01752477,0.01737104,0.00015373,90,10002.5482,0.0000,1.5369,,true,99999.0000,1,0.56752705,0.57252079,1.43976412,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,141120000,scheduled subsidy boundary,0.01737104,0.01721866,0.00015238,90,10002.5482,0.0000,1.5234,,true,99999.0000,1,0.57252079,0.57755817,1.44470572,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,141330000,scheduled subsidy boundary,0.01721866,0.01706761,0.00015105,90,10002.5482,0.0000,1.5101,,true,99999.0000,1,0.57755817,0.58263983,1.44973753,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,141540000,scheduled subsidy boundary,0.01706761,0.01691789,0.00014972,90,10002.5482,0.0000,1.4968,,true,99999.0000,1,0.58263983,0.58776577,1.45474595,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,141750000,scheduled subsidy boundary,0.01691789,0.01676948,0.00014841,90,10002.5482,0.0000,1.4837,,true,99999.0000,1,0.58776577,0.59293666,1.45984673,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,141960000,scheduled subsidy boundary,0.01676948,0.01662237,0.00014711,90,10002.5482,0.0000,1.4707,,true,99999.0000,1,0.59293666,0.59815283,1.46498356,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,142170000,scheduled subsidy boundary,0.01662237,0.01647655,0.00014582,90,10002.5482,0.0000,1.4578,,true,99999.0000,1,0.59815283,0.60341463,1.47015709,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,142380000,scheduled subsidy boundary,0.01647655,0.01633201,0.00014454,90,10002.5482,0.0000,1.4450,,true,99999.0000,1,0.60341463,0.60872241,1.47536795,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,142590000,scheduled subsidy boundary,0.01633201,0.01618874,0.00014327,90,10002.5482,0.0000,1.4323,,true,99999.0000,1,0.60872241,0.61407651,1.48061683,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,142800000,scheduled subsidy boundary,0.01618874,0.01604673,0.00014201,90,10002.5482,0.0000,1.4197,,true,99999.0000,1,0.61407651,0.61947728,1.48590440,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,143010000,scheduled subsidy boundary,0.01604673,0.01590596,0.00014077,90,10002.5482,0.0000,1.4073,,true,99999.0000,1,0.61947728,0.62492548,1.49129330,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,143220000,scheduled subsidy boundary,0.01590596,0.01576643,0.00013953,90,10002.5482,0.0000,1.3949,,true,99999.0000,1,0.62492548,0.63042109,1.49666187,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,143430000,scheduled subsidy boundary,0.01576643,0.01562812,0.00013831,90,10002.5482,0.0000,1.3827,,true,99999.0000,1,0.63042109,0.63596489,1.50213438,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,143640000,scheduled subsidy boundary,0.01562812,0.01549103,0.00013709,90,10002.5482,0.0000,1.3706,,true,99999.0000,1,0.63596489,0.64155684,1.50758704,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,143850000,scheduled subsidy boundary,0.01549103,0.01535514,0.00013589,90,10002.5482,0.0000,1.3586,,true,99999.0000,1,0.64155684,0.64719774,1.51314632,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,144060000,scheduled subsidy boundary,0.01535514,0.01522044,0.00013470,90,10002.5482,0.0000,1.3467,,true,99999.0000,1,0.64719774,0.65288801,1.51875101,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,144270000,scheduled subsidy boundary,0.01522044,0.01508692,0.00013352,90,10002.5482,0.0000,1.3349,,true,99999.0000,1,0.65288801,0.65862805,1.52440200,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,144480000,scheduled subsidy boundary,0.01508692,0.01495457,0.00013235,90,10002.5482,0.0000,1.3232,,true,99999.0000,1,0.65862805,0.66441827,1.53010019,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,144690000,scheduled subsidy boundary,0.01495457,0.01482338,0.00013119,90,10002.5482,0.0000,1.3116,,true,99999.0000,1,0.66441827,0.67025909,1.53584653,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,144900000,scheduled subsidy boundary,0.01482338,0.01469335,0.00013003,90,10002.5482,0.0000,1.3000,,true,99999.0000,1,0.67025909,0.67615050,1.54157496,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,145110000,scheduled subsidy boundary,0.01469335,0.01456446,0.00012889,90,10002.5482,0.0000,1.2886,,true,99999.0000,1,0.67615050,0.68209336,1.54741886,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,145320000,scheduled subsidy boundary,0.01456446,0.01443670,0.00012776,90,10002.5482,0.0000,1.2773,,true,99999.0000,1,0.68209336,0.68808813,1.55331384,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,145530000,scheduled subsidy boundary,0.01443670,0.01431006,0.00012664,90,10002.5482,0.0000,1.2661,,true,99999.0000,1,0.68808813,0.69413525,1.55926094,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,145740000,scheduled subsidy boundary,0.01431006,0.01418453,0.00012553,90,10002.5482,0.0000,1.2550,,true,99999.0000,1,0.69413525,0.70023518,1.56526124,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,145950000,scheduled subsidy boundary,0.01418453,0.01406010,0.00012443,90,10002.5482,0.0000,1.2440,,true,99999.0000,1,0.70023518,0.70638839,1.57131584,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,146160000,scheduled subsidy boundary,0.01406010,0.01393676,0.00012334,90,10002.5482,0.0000,1.2331,,true,99999.0000,1,0.70638839,0.71259536,1.57742587,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,146370000,scheduled subsidy boundary,0.01393676,0.01381450,0.00012226,90,10002.5482,0.0000,1.2223,,true,99999.0000,1,0.71259536,0.71885658,1.58359250,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,146580000,scheduled subsidy boundary,0.01381450,0.01369332,0.00012118,90,10002.5482,0.0000,1.2115,,true,99999.0000,1,0.71885658,0.72517202,1.58974507,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,146790000,scheduled subsidy boundary,0.01369332,0.01357320,0.00012012,90,10002.5482,0.0000,1.2009,,true,99999.0000,1,0.72517202,0.73154270,1.59602674,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,147000000,scheduled subsidy boundary,0.01357320,0.01345413,0.00011907,90,10002.5482,0.0000,1.1904,,true,99999.0000,1,0.73154270,0.73796912,1.60236868,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,147210000,scheduled subsidy boundary,0.01345413,0.01333611,0.00011802,90,10002.5482,0.0000,1.1799,,true,99999.0000,1,0.73796912,0.74445128,1.60869840,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,147420000,scheduled subsidy boundary,0.01333611,0.01321912,0.00011699,90,10002.5482,0.0000,1.1696,,true,99999.0000,1,0.74445128,0.75099024,1.61516295,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
S4,S4,147630000,scheduled subsidy boundary,0.01321912,0.01310316,0.00011596,90,10002.5482,0.0000,1.1593,,true,99999.0000,1,0.75099024,0.75758598,1.62161666,consensus-deterministic boundary requirement calibrated to derived observed fee distributions
