venue,pair,best_bid_usdt,best_ask_usdt,spread_pct_midpoint,depth_band_pct,bid_depth_rin,bid_depth_usdt,ask_depth_rin,ask_depth_usdt,reported_24h_base_volume_rin,reported_24h_quote_volume_usdt,daily_scheduled_issuance_rin,daily_issuance_pct_reported_volume,sell_one_day_issuance_complete,sell_one_day_issuance_average_price_usdt,sell_one_day_issuance_worst_price_usdt,sell_one_day_issuance_impact_from_best_bid_pct,volume_evidence_status,evidence_class
NestEx,RIN/USDT,0.000648610000,0.000661720000,2.001023,1.00,4475.71673400,2.90299463,4377.64492900,2.89677520,69867.09449702,45.72036300,9000.00000000,12.8816,true,0.000644281769,0.000640000000,0.667309,24-hour ticker volume,directly observed order book; derived depth and sale walk
NestEx,RIN/USDT,0.000648610000,0.000661720000,2.001023,5.00,18440.91901400,11.74513127,12962.24692800,8.74649470,69867.09449702,45.72036300,9000.00000000,12.8816,true,0.000644281769,0.000640000000,0.667309,24-hour ticker volume,directly observed order book; derived depth and sale walk
NestEx,RIN/USDT,0.000648610000,0.000661720000,2.001023,10.00,37210.66385500,22.99132376,268307.45648800,187.67962516,69867.09449702,45.72036300,9000.00000000,12.8816,true,0.000644281769,0.000640000000,0.667309,24-hour ticker volume,directly observed order book; derived depth and sale walk
Rabid Rabbit,RIN/USDT,0.000064000000,0.000999800000,175.935326,1.00,15625.00000000,1.00000000,41491.49323352,41.49011923,,,9000.00000000,,true,0.000064000000,0.000064000000,0.000000,24-hour volume unavailable in frozen public endpoint,directly observed order book; derived depth and sale walk
Rabid Rabbit,RIN/USDT,0.000064000000,0.000999800000,175.935326,5.00,23689.51612903,1.50000000,41491.49323352,41.49011923,,,9000.00000000,,true,0.000064000000,0.000064000000,0.000000,24-hour volume unavailable in frozen public endpoint,directly observed order book; derived depth and sale walk
Rabid Rabbit,RIN/USDT,0.000064000000,0.000999800000,175.935326,10.00,23689.51612903,1.50000000,41491.49323352,41.49011923,,,9000.00000000,,true,0.000064000000,0.000064000000,0.000000,24-hour volume unavailable in frozen public endpoint,directly observed order book; derived depth and sale walk
