scenario_id,scenario_display_id,scenario_name,start_height,end_height,blocks,maximum_permitted_subsidy_base_units,maximum_permitted_subsidy_rin_display,scheduled_issuance_base_units,scheduled_issuance_rin_display,cumulative_scheduled_issuance_base_units,cumulative_scheduled_issuance_rin_display,perpetual_or_truncated,rule
S4,S4,Idealized 113/114 cap-derived geometric schedule,21210000,21420000,210000,263567586,2.63567586,55349193060000,553491.93060000,10545540119730000,105455401.19730000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,21420000,21630000,210000,261255589,2.61255589,54863673690000,548636.73690000,10600403793420000,106004037.93420000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,21630000,21840000,210000,258963873,2.58963873,54382413330000,543824.13330000,10654786206750000,106547862.06750000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,21840000,22050000,210000,256692260,2.56692260,53905374600000,539053.74600000,10708691581350000,107086915.81350000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,22050000,22260000,210000,254440573,2.54440573,53432520330000,534325.20330000,10762124101680000,107621241.01680000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,22260000,22470000,210000,252208638,2.52208638,52963813980000,529638.13980000,10815087915660000,108150879.15660000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,22470000,22680000,210000,249996281,2.49996281,52499219010000,524992.19010000,10867587134670000,108675871.34670000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,22680000,22890000,210000,247803331,2.47803331,52038699510000,520386.99510000,10919625834180000,109196258.34180000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,22890000,23100000,210000,245629617,2.45629617,51582219570000,515822.19570000,10971208053750000,109712080.53750000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,23100000,23310000,210000,243474971,2.43474971,51129743910000,511297.43910000,11022337797660000,110223377.97660000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,23310000,23520000,210000,241339225,2.41339225,50681237250000,506812.37250000,11073019034910000,110730190.34910000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,23520000,23730000,210000,239222214,2.39222214,50236664940000,502366.64940000,11123255699850000,111232556.99850000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,23730000,23940000,210000,237123773,2.37123773,49795992330000,497959.92330000,11173051692180000,111730516.92180000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,23940000,24150000,210000,235043739,2.35043739,49359185190000,493591.85190000,11222410877370000,112224108.77370000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,24150000,24360000,210000,232981951,2.32981951,48926209710000,489262.09710000,11271337087080000,112713370.87080000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,24360000,24570000,210000,230938249,2.30938249,48497032290000,484970.32290000,11319834119370000,113198341.19370000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,24570000,24780000,210000,228912474,2.28912474,48071619540000,480716.19540000,11367905738910000,113679057.38910000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,24780000,24990000,210000,226904469,2.26904469,47649938490000,476499.38490000,11415555677400000,114155556.77400000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,24990000,25200000,210000,224914078,2.24914078,47231956380000,472319.56380000,11462787633780000,114627876.33780000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,25200000,25410000,210000,222941147,2.22941147,46817640870000,468176.40870000,11509605274650000,115096052.74650000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,25410000,25620000,210000,220985522,2.20985522,46406959620000,464069.59620000,11556012234270000,115560122.34270000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,25620000,25830000,210000,219047052,2.19047052,45999880920000,459998.80920000,11602012115190000,116020121.15190000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,25830000,26040000,210000,217125586,2.17125586,45596373060000,455963.73060000,11647608488250000,116476084.88250000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,26040000,26250000,210000,215220975,2.15220975,45196404750000,451964.04750000,11692804893000000,116928048.93000000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,26250000,26460000,210000,213333071,2.13333071,44799944910000,447999.44910000,11737604837910000,117376048.37910000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,26460000,26670000,210000,211461728,2.11461728,44406962880000,444069.62880000,11782011800790000,117820118.00790000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,26670000,26880000,210000,209606800,2.09606800,44017428000000,440174.28000000,11826029228790000,118260292.28790000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,26880000,27090000,210000,207768143,2.07768143,43631310030000,436313.10030000,11869660538820000,118696605.38820000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,27090000,27300000,210000,205945615,2.05945615,43248579150000,432485.79150000,11912909117970000,119129091.17970000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,27300000,27510000,210000,204139074,2.04139074,42869205540000,428692.05540000,11955778323510000,119557783.23510000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,27510000,27720000,210000,202348380,2.02348380,42493159800000,424931.59800000,11998271483310000,119982714.83310000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,27720000,27930000,210000,200573394,2.00573394,42120412740000,421204.12740000,12040391896050000,120403918.96050000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,27930000,28140000,210000,198813978,1.98813978,41750935380000,417509.35380000,12082142831430000,120821428.31430000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,28140000,28350000,210000,197069995,1.97069995,41384698950000,413846.98950000,12123527530380000,121235275.30380000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,28350000,28560000,210000,195341310,1.95341310,41021675100000,410216.75100000,12164549205480000,121645492.05480000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,28560000,28770000,210000,193627789,1.93627789,40661835690000,406618.35690000,12205211041170000,122052110.41170000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,28770000,28980000,210000,191929299,1.91929299,40305152790000,403051.52790000,12245516193960000,122455161.93960000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,28980000,29190000,210000,190245708,1.90245708,39951598680000,399515.98680000,12285467792640000,122854677.92640000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,29190000,29400000,210000,188576886,1.88576886,39601146060000,396011.46060000,12325068938700000,123250689.38700000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,29400000,29610000,210000,186922702,1.86922702,39253767420000,392537.67420000,12364322706120000,123643227.06120000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,29610000,29820000,210000,185283029,1.85283029,38909436090000,389094.36090000,12403232142210000,124032321.42210000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,29820000,30030000,210000,183657739,1.83657739,38568125190000,385681.25190000,12441800267400000,124418002.67400000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,30030000,30240000,210000,182046706,1.82046706,38229808260000,382298.08260000,12480030075660000,124800300.75660000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,30240000,30450000,210000,180449805,1.80449805,37894459050000,378944.59050000,12517924534710000,125179245.34710000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,30450000,30660000,210000,178866911,1.78866911,37562051310000,375620.51310000,12555486586020000,125554865.86020000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,30660000,30870000,210000,177297903,1.77297903,37232559630000,372325.59630000,12592719145650000,125927191.45650000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,30870000,31080000,210000,175742658,1.75742658,36905958180000,369059.58180000,12629625103830000,126296251.03830000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,31080000,31290000,210000,174201055,1.74201055,36582221550000,365822.21550000,12666207325380000,126662073.25380000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,31290000,31500000,210000,172672975,1.72672975,36261324750000,362613.24750000,12702468650130000,127024686.50130000,false,idealized 113/114 comparator
S4,S4,Idealized 113/114 cap-derived geometric schedule,31500000,31710000,210000,171158299,1.71158299,35943242790000,359432.42790000,12738411892920000,127384118.92920000,false,idealized 113/114 comparator
