scenario_id,scenario_display_id,horizon_years,height,price_path,fee_case,hardware_class,subsidy_base_units,fee_base_units_per_block,fee_share_of_gross_rin_revenue_pct,annual_gross_miner_revenue_rin,normalized_price_index,liquidity_realization_pct,annual_gross_miner_revenue_value_index,annual_realizable_miner_revenue_value_index,normalized_annual_break_even_cost,break_even_price_index
S5a,S5/a,500,263640000,stress,base,high_cost,0,10003,100.00000000,52.57576800,0.00000000,70.0,0.00000000,0.00000000,0.90000000,0.02470152
S5a,S5/a,500,263640000,stress,high,reference,0,290698,100.00000000,1527.90868800,0.00000000,70.0,0.00000001,0.00000001,0.70000000,0.00066110
S5a,S5/a,500,263640000,stress,high,efficient,0,290698,100.00000000,1527.90868800,0.00000000,70.0,0.00000001,0.00000001,0.58000000,0.00054777
S5a,S5/a,500,263640000,stress,high,high_cost,0,290698,100.00000000,1527.90868800,0.00000000,70.0,0.00000001,0.00000001,0.90000000,0.00084999
S5a,S5/a,500,263640000,flat,low,reference,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.70000000,0.00000000
S5a,S5/a,500,263640000,flat,low,efficient,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.58000000,0.00000000
S5a,S5/a,500,263640000,flat,low,high_cost,0,0,0.00000000,0.00000000,1.00000000,90.0,0.00000000,0.00000000,0.90000000,0.00000000
S5a,S5/a,500,263640000,flat,base,reference,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.70000000,0.01494289
S5a,S5/a,500,263640000,flat,base,efficient,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.58000000,0.01238125
S5a,S5/a,500,263640000,flat,base,high_cost,0,10003,100.00000000,52.57576800,1.00000000,90.0,52.57576800,47.31819120,0.90000000,0.01921229
S5a,S5/a,500,263640000,flat,high,reference,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.70000000,0.00051419
S5a,S5/a,500,263640000,flat,high,efficient,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.58000000,0.00042604
S5a,S5/a,500,263640000,flat,high,high_cost,0,290698,100.00000000,1527.90868800,1.00000000,90.0,1527.90868800,1375.11781920,0.90000000,0.00066110
S5a,S5/a,500,263640000,growth,low,reference,0,0,0.00000000,0.00000000,2621877.23419108,80.0,0.00000000,0.00000000,0.70000000,0.00000000
S5a,S5/a,500,263640000,growth,low,efficient,0,0,0.00000000,0.00000000,2621877.23419108,80.0,0.00000000,0.00000000,0.58000000,0.00000000
S5a,S5/a,500,263640000,growth,low,high_cost,0,0,0.00000000,0.00000000,2621877.23419108,80.0,0.00000000,0.00000000,0.90000000,0.00000000
S5a,S5/a,500,263640000,growth,base,reference,0,10003,100.00000000,52.57576800,2621877.23419108,80.0,137847209.18931171,110277767.35144937,0.70000000,0.01681076
S5a,S5/a,500,263640000,growth,base,efficient,0,10003,100.00000000,52.57576800,2621877.23419108,80.0,137847209.18931171,110277767.35144937,0.58000000,0.01392891
S5a,S5/a,500,263640000,growth,base,high_cost,0,10003,100.00000000,52.57576800,2621877.23419108,80.0,137847209.18931171,110277767.35144937,0.90000000,0.02161383
S5a,S5/a,500,263640000,growth,high,reference,0,290698,100.00000000,1527.90868800,2621877.23419108,80.0,4005989004.98995656,3204791203.99196525,0.70000000,0.00057846
S5a,S5/a,500,263640000,growth,high,efficient,0,290698,100.00000000,1527.90868800,2621877.23419108,80.0,4005989004.98995656,3204791203.99196525,0.58000000,0.00047930
S5a,S5/a,500,263640000,growth,high,high_cost,0,290698,100.00000000,1527.90868800,2621877.23419108,80.0,4005989004.98995656,3204791203.99196525,0.90000000,0.00074374
S5B,S5/b,0,840000,stress,low,reference,625000000,0,0.00000000,3285000.00000000,1.00000000,70.0,3285000.00000000,2299500.00000000,0.70000000,0.00000031
S5B,S5/b,0,840000,stress,low,efficient,625000000,0,0.00000000,3285000.00000000,1.00000000,70.0,3285000.00000000,2299500.00000000,0.58000000,0.00000025
S5B,S5/b,0,840000,stress,low,high_cost,625000000,0,0.00000000,3285000.00000000,1.00000000,70.0,3285000.00000000,2299500.00000000,0.90000000,0.00000040
S5B,S5/b,0,840000,stress,base,reference,625000000,10003,0.00160045,3285052.57576800,1.00000000,70.0,3285052.57576800,2299536.80303760,0.70000000,0.00000031
S5B,S5/b,0,840000,stress,base,efficient,625000000,10003,0.00160045,3285052.57576800,1.00000000,70.0,3285052.57576800,2299536.80303760,0.58000000,0.00000025
S5B,S5/b,0,840000,stress,base,high_cost,625000000,10003,0.00160045,3285052.57576800,1.00000000,70.0,3285052.57576800,2299536.80303760,0.90000000,0.00000040
S5B,S5/b,0,840000,stress,high,reference,625000000,290698,0.04649006,3286527.90868800,1.00000000,70.0,3286527.90868800,2300569.53608160,0.70000000,0.00000031
S5B,S5/b,0,840000,stress,high,efficient,625000000,290698,0.04649006,3286527.90868800,1.00000000,70.0,3286527.90868800,2300569.53608160,0.58000000,0.00000025
S5B,S5/b,0,840000,stress,high,high_cost,625000000,290698,0.04649006,3286527.90868800,1.00000000,70.0,3286527.90868800,2300569.53608160,0.90000000,0.00000040
S5B,S5/b,0,840000,flat,low,reference,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.70000000,0.00000024
S5B,S5/b,0,840000,flat,low,efficient,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.58000000,0.00000020
S5B,S5/b,0,840000,flat,low,high_cost,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.90000000,0.00000031
S5B,S5/b,0,840000,flat,base,reference,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.70000000,0.00000024
S5B,S5/b,0,840000,flat,base,efficient,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.58000000,0.00000020
S5B,S5/b,0,840000,flat,base,high_cost,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.90000000,0.00000031
S5B,S5/b,0,840000,flat,high,reference,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.70000000,0.00000024
S5B,S5/b,0,840000,flat,high,efficient,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.58000000,0.00000020
S5B,S5/b,0,840000,flat,high,high_cost,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.90000000,0.00000031
S5B,S5/b,0,840000,growth,low,reference,625000000,0,0.00000000,3285000.00000000,1.00000000,80.0,3285000.00000000,2628000.00000000,0.70000000,0.00000027
S5B,S5/b,0,840000,growth,low,efficient,625000000,0,0.00000000,3285000.00000000,1.00000000,80.0,3285000.00000000,2628000.00000000,0.58000000,0.00000022
S5B,S5/b,0,840000,growth,low,high_cost,625000000,0,0.00000000,3285000.00000000,1.00000000,80.0,3285000.00000000,2628000.00000000,0.90000000,0.00000035
S5B,S5/b,0,840000,growth,base,reference,625000000,10003,0.00160045,3285052.57576800,1.00000000,80.0,3285052.57576800,2628042.06061440,0.70000000,0.00000027
S5B,S5/b,0,840000,growth,base,efficient,625000000,10003,0.00160045,3285052.57576800,1.00000000,80.0,3285052.57576800,2628042.06061440,0.58000000,0.00000022
S5B,S5/b,0,840000,growth,base,high_cost,625000000,10003,0.00160045,3285052.57576800,1.00000000,80.0,3285052.57576800,2628042.06061440,0.90000000,0.00000035
S5B,S5/b,0,840000,growth,high,reference,625000000,290698,0.04649006,3286527.90868800,1.00000000,80.0,3286527.90868800,2629222.32695040,0.70000000,0.00000027
S5B,S5/b,0,840000,growth,high,efficient,625000000,290698,0.04649006,3286527.90868800,1.00000000,80.0,3286527.90868800,2629222.32695040,0.58000000,0.00000022
S5B,S5/b,0,840000,growth,high,high_cost,625000000,290698,0.04649006,3286527.90868800,1.00000000,80.0,3286527.90868800,2629222.32695040,0.90000000,0.00000035
S5B,S5/b,1,1365600,stress,low,reference,625000000,0,0.00000000,3285000.00000000,0.95000000,70.0,3120750.00000000,2184525.00000000,0.70000000,0.00000031
S5B,S5/b,1,1365600,stress,low,efficient,625000000,0,0.00000000,3285000.00000000,0.95000000,70.0,3120750.00000000,2184525.00000000,0.58000000,0.00000025
S5B,S5/b,1,1365600,stress,low,high_cost,625000000,0,0.00000000,3285000.00000000,0.95000000,70.0,3120750.00000000,2184525.00000000,0.90000000,0.00000040
S5B,S5/b,1,1365600,stress,base,reference,625000000,10003,0.00160045,3285052.57576800,0.95000000,70.0,3120799.94697960,2184559.96288572,0.70000000,0.00000031
S5B,S5/b,1,1365600,stress,base,efficient,625000000,10003,0.00160045,3285052.57576800,0.95000000,70.0,3120799.94697960,2184559.96288572,0.58000000,0.00000025
S5B,S5/b,1,1365600,stress,base,high_cost,625000000,10003,0.00160045,3285052.57576800,0.95000000,70.0,3120799.94697960,2184559.96288572,0.90000000,0.00000040
S5B,S5/b,1,1365600,stress,high,reference,625000000,290698,0.04649006,3286527.90868800,0.95000000,70.0,3122201.51325360,2185541.05927752,0.70000000,0.00000031
S5B,S5/b,1,1365600,stress,high,efficient,625000000,290698,0.04649006,3286527.90868800,0.95000000,70.0,3122201.51325360,2185541.05927752,0.58000000,0.00000025
S5B,S5/b,1,1365600,stress,high,high_cost,625000000,290698,0.04649006,3286527.90868800,0.95000000,70.0,3122201.51325360,2185541.05927752,0.90000000,0.00000040
S5B,S5/b,1,1365600,flat,low,reference,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.70000000,0.00000024
S5B,S5/b,1,1365600,flat,low,efficient,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.58000000,0.00000020
S5B,S5/b,1,1365600,flat,low,high_cost,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.90000000,0.00000031
S5B,S5/b,1,1365600,flat,base,reference,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.70000000,0.00000024
S5B,S5/b,1,1365600,flat,base,efficient,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.58000000,0.00000020
S5B,S5/b,1,1365600,flat,base,high_cost,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.90000000,0.00000031
S5B,S5/b,1,1365600,flat,high,reference,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.70000000,0.00000024
S5B,S5/b,1,1365600,flat,high,efficient,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.58000000,0.00000020
S5B,S5/b,1,1365600,flat,high,high_cost,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.90000000,0.00000031
S5B,S5/b,1,1365600,growth,low,reference,625000000,0,0.00000000,3285000.00000000,1.03000000,80.0,3383550.00000000,2706840.00000000,0.70000000,0.00000027
S5B,S5/b,1,1365600,growth,low,efficient,625000000,0,0.00000000,3285000.00000000,1.03000000,80.0,3383550.00000000,2706840.00000000,0.58000000,0.00000022
S5B,S5/b,1,1365600,growth,low,high_cost,625000000,0,0.00000000,3285000.00000000,1.03000000,80.0,3383550.00000000,2706840.00000000,0.90000000,0.00000035
S5B,S5/b,1,1365600,growth,base,reference,625000000,10003,0.00160045,3285052.57576800,1.03000000,80.0,3383604.15304104,2706883.32243283,0.70000000,0.00000027
S5B,S5/b,1,1365600,growth,base,efficient,625000000,10003,0.00160045,3285052.57576800,1.03000000,80.0,3383604.15304104,2706883.32243283,0.58000000,0.00000022
S5B,S5/b,1,1365600,growth,base,high_cost,625000000,10003,0.00160045,3285052.57576800,1.03000000,80.0,3383604.15304104,2706883.32243283,0.90000000,0.00000035
S5B,S5/b,1,1365600,growth,high,reference,625000000,290698,0.04649006,3286527.90868800,1.03000000,80.0,3385123.74594864,2708098.99675891,0.70000000,0.00000027
S5B,S5/b,1,1365600,growth,high,efficient,625000000,290698,0.04649006,3286527.90868800,1.03000000,80.0,3385123.74594864,2708098.99675891,0.58000000,0.00000022
S5B,S5/b,1,1365600,growth,high,high_cost,625000000,290698,0.04649006,3286527.90868800,1.03000000,80.0,3385123.74594864,2708098.99675891,0.90000000,0.00000035
S5B,S5/b,2,1891200,stress,low,reference,625000000,0,0.00000000,3285000.00000000,0.90250000,70.0,2964712.50000000,2075298.75000000,0.70000000,0.00000031
S5B,S5/b,2,1891200,stress,low,efficient,625000000,0,0.00000000,3285000.00000000,0.90250000,70.0,2964712.50000000,2075298.75000000,0.58000000,0.00000025
S5B,S5/b,2,1891200,stress,low,high_cost,625000000,0,0.00000000,3285000.00000000,0.90250000,70.0,2964712.50000000,2075298.75000000,0.90000000,0.00000040
S5B,S5/b,2,1891200,stress,base,reference,625000000,10003,0.00160045,3285052.57576800,0.90250000,70.0,2964759.94963062,2075331.96474143,0.70000000,0.00000031
S5B,S5/b,2,1891200,stress,base,efficient,625000000,10003,0.00160045,3285052.57576800,0.90250000,70.0,2964759.94963062,2075331.96474143,0.58000000,0.00000025
S5B,S5/b,2,1891200,stress,base,high_cost,625000000,10003,0.00160045,3285052.57576800,0.90250000,70.0,2964759.94963062,2075331.96474143,0.90000000,0.00000040
S5B,S5/b,2,1891200,stress,high,reference,625000000,290698,0.04649006,3286527.90868800,0.90250000,70.0,2966091.43759092,2076264.00631364,0.70000000,0.00000031
S5B,S5/b,2,1891200,stress,high,efficient,625000000,290698,0.04649006,3286527.90868800,0.90250000,70.0,2966091.43759092,2076264.00631364,0.58000000,0.00000025
S5B,S5/b,2,1891200,stress,high,high_cost,625000000,290698,0.04649006,3286527.90868800,0.90250000,70.0,2966091.43759092,2076264.00631364,0.90000000,0.00000040
S5B,S5/b,2,1891200,flat,low,reference,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.70000000,0.00000024
S5B,S5/b,2,1891200,flat,low,efficient,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.58000000,0.00000020
S5B,S5/b,2,1891200,flat,low,high_cost,625000000,0,0.00000000,3285000.00000000,1.00000000,90.0,3285000.00000000,2956500.00000000,0.90000000,0.00000031
S5B,S5/b,2,1891200,flat,base,reference,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.70000000,0.00000024
S5B,S5/b,2,1891200,flat,base,efficient,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.58000000,0.00000020
S5B,S5/b,2,1891200,flat,base,high_cost,625000000,10003,0.00160045,3285052.57576800,1.00000000,90.0,3285052.57576800,2956547.31819120,0.90000000,0.00000031
S5B,S5/b,2,1891200,flat,high,reference,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.70000000,0.00000024
S5B,S5/b,2,1891200,flat,high,efficient,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.58000000,0.00000020
S5B,S5/b,2,1891200,flat,high,high_cost,625000000,290698,0.04649006,3286527.90868800,1.00000000,90.0,3286527.90868800,2957875.11781920,0.90000000,0.00000031
S5B,S5/b,2,1891200,growth,low,reference,625000000,0,0.00000000,3285000.00000000,1.06090000,80.0,3485056.50000000,2788045.20000000,0.70000000,0.00000027
S5B,S5/b,2,1891200,growth,low,efficient,625000000,0,0.00000000,3285000.00000000,1.06090000,80.0,3485056.50000000,2788045.20000000,0.58000000,0.00000022
S5B,S5/b,2,1891200,growth,low,high_cost,625000000,0,0.00000000,3285000.00000000,1.06090000,80.0,3485056.50000000,2788045.20000000,0.90000000,0.00000035
S5B,S5/b,2,1891200,growth,base,reference,625000000,10003,0.00160045,3285052.57576800,1.06090000,80.0,3485112.27763227,2788089.82210582,0.70000000,0.00000027
S5B,S5/b,2,1891200,growth,base,efficient,625000000,10003,0.00160045,3285052.57576800,1.06090000,80.0,3485112.27763227,2788089.82210582,0.58000000,0.00000022
S5B,S5/b,2,1891200,growth,base,high_cost,625000000,10003,0.00160045,3285052.57576800,1.06090000,80.0,3485112.27763227,2788089.82210582,0.90000000,0.00000035
S5B,S5/b,2,1891200,growth,high,reference,625000000,290698,0.04649006,3286527.90868800,1.06090000,80.0,3486677.45832710,2789341.96666168,0.70000000,0.00000027
S5B,S5/b,2,1891200,growth,high,efficient,625000000,290698,0.04649006,3286527.90868800,1.06090000,80.0,3486677.45832710,2789341.96666168,0.58000000,0.00000022
S5B,S5/b,2,1891200,growth,high,high_cost,625000000,290698,0.04649006,3286527.90868800,1.06090000,80.0,3486677.45832710,2789341.96666168,0.90000000,0.00000035
S5B,S5/b,5,3468000,stress,low,reference,312500000,0,0.00000000,1642500.00000000,0.77378094,70.0,1270935.18984375,889654.63289062,0.70000000,0.00000061
S5B,S5/b,5,3468000,stress,low,efficient,312500000,0,0.00000000,1642500.00000000,0.77378094,70.0,1270935.18984375,889654.63289062,0.58000000,0.00000051
S5B,S5/b,5,3468000,stress,low,high_cost,312500000,0,0.00000000,1642500.00000000,0.77378094,70.0,1270935.18984375,889654.63289062,0.90000000,0.00000079
S5B,S5/b,5,3468000,stress,base,reference,312500000,10003,0.00320086,1642552.57576800,0.77378094,70.0,1270975.87197080,889683.11037956,0.70000000,0.00000061
S5B,S5/b,5,3468000,stress,base,efficient,312500000,10003,0.00320086,1642552.57576800,0.77378094,70.0,1270975.87197080,889683.11037956,0.58000000,0.00000051
S5B,S5/b,5,3468000,stress,base,high_cost,312500000,10003,0.00320086,1642552.57576800,0.77378094,70.0,1270975.87197080,889683.11037956,0.90000000,0.00000079
S5B,S5/b,5,3468000,stress,high,reference,312500000,290698,0.09293691,1644027.90868800,0.77378094,70.0,1272117.45646077,890482.21952254,0.70000000,0.00000061
S5B,S5/b,5,3468000,stress,high,efficient,312500000,290698,0.09293691,1644027.90868800,0.77378094,70.0,1272117.45646077,890482.21952254,0.58000000,0.00000051
S5B,S5/b,5,3468000,stress,high,high_cost,312500000,290698,0.09293691,1644027.90868800,0.77378094,70.0,1272117.45646077,890482.21952254,0.90000000,0.00000079
S5B,S5/b,5,3468000,flat,low,reference,312500000,0,0.00000000,1642500.00000000,1.00000000,90.0,1642500.00000000,1478250.00000000,0.70000000,0.00000048
S5B,S5/b,5,3468000,flat,low,efficient,312500000,0,0.00000000,1642500.00000000,1.00000000,90.0,1642500.00000000,1478250.00000000,0.58000000,0.00000040
S5B,S5/b,5,3468000,flat,low,high_cost,312500000,0,0.00000000,1642500.00000000,1.00000000,90.0,1642500.00000000,1478250.00000000,0.90000000,0.00000061
S5B,S5/b,5,3468000,flat,base,reference,312500000,10003,0.00320086,1642552.57576800,1.00000000,90.0,1642552.57576800,1478297.31819120,0.70000000,0.00000048
S5B,S5/b,5,3468000,flat,base,efficient,312500000,10003,0.00320086,1642552.57576800,1.00000000,90.0,1642552.57576800,1478297.31819120,0.58000000,0.00000040
S5B,S5/b,5,3468000,flat,base,high_cost,312500000,10003,0.00320086,1642552.57576800,1.00000000,90.0,1642552.57576800,1478297.31819120,0.90000000,0.00000061
S5B,S5/b,5,3468000,flat,high,reference,312500000,290698,0.09293691,1644027.90868800,1.00000000,90.0,1644027.90868800,1479625.11781920,0.70000000,0.00000048
S5B,S5/b,5,3468000,flat,high,efficient,312500000,290698,0.09293691,1644027.90868800,1.00000000,90.0,1644027.90868800,1479625.11781920,0.58000000,0.00000040
S5B,S5/b,5,3468000,flat,high,high_cost,312500000,290698,0.09293691,1644027.90868800,1.00000000,90.0,1644027.90868800,1479625.11781920,0.90000000,0.00000061
S5B,S5/b,5,3468000,growth,low,reference,312500000,0,0.00000000,1642500.00000000,1.15927407,80.0,1904107.66703775,1523286.13363020,0.70000000,0.00000054
S5B,S5/b,5,3468000,growth,low,efficient,312500000,0,0.00000000,1642500.00000000,1.15927407,80.0,1904107.66703775,1523286.13363020,0.58000000,0.00000045
S5B,S5/b,5,3468000,growth,low,high_cost,312500000,0,0.00000000,1642500.00000000,1.15927407,80.0,1904107.66703775,1523286.13363020,0.90000000,0.00000069
S5B,S5/b,5,3468000,growth,base,reference,312500000,10003,0.00320086,1642552.57576800,1.15927407,80.0,1904168.61676253,1523334.89341002,0.70000000,0.00000054
S5B,S5/b,5,3468000,growth,base,efficient,312500000,10003,0.00320086,1642552.57576800,1.15927407,80.0,1904168.61676253,1523334.89341002,0.58000000,0.00000045
S5B,S5/b,5,3468000,growth,base,high_cost,312500000,10003,0.00320086,1642552.57576800,1.15927407,80.0,1904168.61676253,1523334.89341002,0.90000000,0.00000069
S5B,S5/b,5,3468000,growth,high,reference,312500000,290698,0.09293691,1644027.90868800,1.15927407,80.0,1905878.93196765,1524703.14557412,0.70000000,0.00000054
S5B,S5/b,5,3468000,growth,high,efficient,312500000,290698,0.09293691,1644027.90868800,1.15927407,80.0,1905878.93196765,1524703.14557412,0.58000000,0.00000045
S5B,S5/b,5,3468000,growth,high,high_cost,312500000,290698,0.09293691,1644027.90868800,1.15927407,80.0,1905878.93196765,1524703.14557412,0.90000000,0.00000069
S5B,S5/b,10,6096000,stress,low,reference,156250000,0,0.00000000,821250.00000000,0.59873694,70.0,491712.71134952,344198.89794466,0.70000000,0.00000123
S5B,S5/b,10,6096000,stress,low,efficient,156250000,0,0.00000000,821250.00000000,0.59873694,70.0,491712.71134952,344198.89794466,0.58000000,0.00000102
S5B,S5/b,10,6096000,stress,low,high_cost,156250000,0,0.00000000,821250.00000000,0.59873694,70.0,491712.71134952,344198.89794466,0.90000000,0.00000158
S5B,S5/b,10,6096000,stress,base,reference,156250000,10003,0.00640151,821302.57576800,0.59873694,70.0,491744.19040393,344220.93328275,0.70000000,0.00000123
S5B,S5/b,10,6096000,stress,base,efficient,156250000,10003,0.00640151,821302.57576800,0.59873694,70.0,491744.19040393,344220.93328275,0.58000000,0.00000102
S5B,S5/b,10,6096000,stress,base,high_cost,156250000,10003,0.00640151,821302.57576800,0.59873694,70.0,491744.19040393,344220.93328275,0.90000000,0.00000158
S5B,S5/b,10,6096000,stress,high,reference,156250000,290698,0.18570123,822777.90868800,0.59873694,70.0,492627.52672081,344839.26870457,0.70000000,0.00000123
S5B,S5/b,10,6096000,stress,high,efficient,156250000,290698,0.18570123,822777.90868800,0.59873694,70.0,492627.52672081,344839.26870457,0.58000000,0.00000102
S5B,S5/b,10,6096000,stress,high,high_cost,156250000,290698,0.18570123,822777.90868800,0.59873694,70.0,492627.52672081,344839.26870457,0.90000000,0.00000158
S5B,S5/b,10,6096000,flat,low,reference,156250000,0,0.00000000,821250.00000000,1.00000000,90.0,821250.00000000,739125.00000000,0.70000000,0.00000096
S5B,S5/b,10,6096000,flat,low,efficient,156250000,0,0.00000000,821250.00000000,1.00000000,90.0,821250.00000000,739125.00000000,0.58000000,0.00000079
S5B,S5/b,10,6096000,flat,low,high_cost,156250000,0,0.00000000,821250.00000000,1.00000000,90.0,821250.00000000,739125.00000000,0.90000000,0.00000123
S5B,S5/b,10,6096000,flat,base,reference,156250000,10003,0.00640151,821302.57576800,1.00000000,90.0,821302.57576800,739172.31819120,0.70000000,0.00000096
S5B,S5/b,10,6096000,flat,base,efficient,156250000,10003,0.00640151,821302.57576800,1.00000000,90.0,821302.57576800,739172.31819120,0.58000000,0.00000079
S5B,S5/b,10,6096000,flat,base,high_cost,156250000,10003,0.00640151,821302.57576800,1.00000000,90.0,821302.57576800,739172.31819120,0.90000000,0.00000123
S5B,S5/b,10,6096000,flat,high,reference,156250000,290698,0.18570123,822777.90868800,1.00000000,90.0,822777.90868800,740500.11781920,0.70000000,0.00000095
S5B,S5/b,10,6096000,flat,high,efficient,156250000,290698,0.18570123,822777.90868800,1.00000000,90.0,822777.90868800,740500.11781920,0.58000000,0.00000079
S5B,S5/b,10,6096000,flat,high,high_cost,156250000,290698,0.18570123,822777.90868800,1.00000000,90.0,822777.90868800,740500.11781920,0.90000000,0.00000123
S5B,S5/b,10,6096000,growth,low,reference,156250000,0,0.00000000,821250.00000000,1.34391638,80.0,1103691.32653636,882953.06122909,0.70000000,0.00000108
S5B,S5/b,10,6096000,growth,low,efficient,156250000,0,0.00000000,821250.00000000,1.34391638,80.0,1103691.32653636,882953.06122909,0.58000000,0.00000089
S5B,S5/b,10,6096000,growth,low,high_cost,156250000,0,0.00000000,821250.00000000,1.34391638,80.0,1103691.32653636,882953.06122909,0.90000000,0.00000138
S5B,S5/b,10,6096000,growth,base,reference,156250000,10003,0.00640151,821302.57576800,1.34391638,80.0,1103761.98397213,883009.58717771,0.70000000,0.00000108
S5B,S5/b,10,6096000,growth,base,efficient,156250000,10003,0.00640151,821302.57576800,1.34391638,80.0,1103761.98397213,883009.58717771,0.58000000,0.00000089
S5B,S5/b,10,6096000,growth,base,high_cost,156250000,10003,0.00640151,821302.57576800,1.34391638,80.0,1103761.98397213,883009.58717771,0.90000000,0.00000138
S5B,S5/b,10,6096000,growth,high,reference,156250000,290698,0.18570123,822777.90868800,1.34391638,80.0,1105744.70804831,884595.76643864,0.70000000,0.00000107
S5B,S5/b,10,6096000,growth,high,efficient,156250000,290698,0.18570123,822777.90868800,1.34391638,80.0,1105744.70804831,884595.76643864,0.58000000,0.00000089
S5B,S5/b,10,6096000,growth,high,high_cost,156250000,290698,0.18570123,822777.90868800,1.34391638,80.0,1105744.70804831,884595.76643864,0.90000000,0.00000138
S5B,S5/b,25,13980000,stress,low,reference,9765625,0,0.00000000,51328.12500000,0.27738957,70.0,14237.88668289,9966.52067803,0.70000000,0.00001968
S5B,S5/b,25,13980000,stress,low,efficient,9765625,0,0.00000000,51328.12500000,0.27738957,70.0,14237.88668289,9966.52067803,0.58000000,0.00001631
S5B,S5/b,25,13980000,stress,low,high_cost,9765625,0,0.00000000,51328.12500000,0.27738957,70.0,14237.88668289,9966.52067803,0.90000000,0.00002530
S5B,S5/b,25,13980000,stress,base,reference,9765625,10003,0.10232591,51380.70076800,0.27738957,70.0,14252.47065274,9976.72945692,0.70000000,0.00001966
S5B,S5/b,25,13980000,stress,base,efficient,9765625,10003,0.10232591,51380.70076800,0.27738957,70.0,14252.47065274,9976.72945692,0.58000000,0.00001629
S5B,S5/b,25,13980000,stress,base,high_cost,9765625,10003,0.10232591,51380.70076800,0.27738957,70.0,14252.47065274,9976.72945692,0.90000000,0.00002528
S5B,S5/b,25,13980000,stress,high,reference,9765625,290698,2.89069872,52856.03368800,0.27738957,70.0,14661.71262163,10263.19883514,0.70000000,0.00001911
S5B,S5/b,25,13980000,stress,high,efficient,9765625,290698,2.89069872,52856.03368800,0.27738957,70.0,14661.71262163,10263.19883514,0.58000000,0.00001583
S5B,S5/b,25,13980000,stress,high,high_cost,9765625,290698,2.89069872,52856.03368800,0.27738957,70.0,14661.71262163,10263.19883514,0.90000000,0.00002457
S5B,S5/b,25,13980000,flat,low,reference,9765625,0,0.00000000,51328.12500000,1.00000000,90.0,51328.12500000,46195.31250000,0.70000000,0.00001531
S5B,S5/b,25,13980000,flat,low,efficient,9765625,0,0.00000000,51328.12500000,1.00000000,90.0,51328.12500000,46195.31250000,0.58000000,0.00001268
S5B,S5/b,25,13980000,flat,low,high_cost,9765625,0,0.00000000,51328.12500000,1.00000000,90.0,51328.12500000,46195.31250000,0.90000000,0.00001968
S5B,S5/b,25,13980000,flat,base,reference,9765625,10003,0.10232591,51380.70076800,1.00000000,90.0,51380.70076800,46242.63069120,0.70000000,0.00001529
