scenario_id,scenario_display_id,scenario_name,start_height,end_height,blocks,maximum_permitted_subsidy_base_units,maximum_permitted_subsidy_rin_display,scheduled_issuance_base_units,scheduled_issuance_rin_display,cumulative_scheduled_issuance_base_units,cumulative_scheduled_issuance_rin_display,perpetual_or_truncated,rule
S1,S1,1/20 reduction without a floor,2730000,2940000,210000,374210584,3.74210584,78584222640000,785842.22640000,2969399754930000,29693997.54930000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,2940000,3150000,210000,355500054,3.55500054,74655011340000,746550.11340000,3044054766270000,30440547.66270000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,3150000,3360000,210000,337725051,3.37725051,70922260710000,709222.60710000,3114977026980000,31149770.26980000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,3360000,3570000,210000,320838798,3.20838798,67376147580000,673761.47580000,3182353174560000,31823531.74560000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,3570000,3780000,210000,304796858,3.04796858,64007340180000,640073.40180000,3246360514740000,32463605.14740000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,3780000,3990000,210000,289557015,2.89557015,60806973150000,608069.73150000,3307167487890000,33071674.87890000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,3990000,4200000,210000,275079164,2.75079164,57766624440000,577666.24440000,3364934112330000,33649341.12330000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,4200000,4410000,210000,261325205,2.61325205,54878293050000,548782.93050000,3419812405380000,34198124.05380000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,4410000,4620000,210000,248258944,2.48258944,52134378240000,521343.78240000,3471946783620000,34719467.83620000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,4620000,4830000,210000,235845996,2.35845996,49527659160000,495276.59160000,3521474442780000,35214744.42780000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,4830000,5040000,210000,224053696,2.24053696,47051276160000,470512.76160000,3568525718940000,35685257.18940000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,5040000,5250000,210000,212851011,2.12851011,44698712310000,446987.12310000,3613224431250000,36132244.31250000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,5250000,5460000,210000,202208460,2.02208460,42463776600000,424637.76600000,3655688207850000,36556882.07850000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,5460000,5670000,210000,192098037,1.92098037,40340587770000,403405.87770000,3696028795620000,36960287.95620000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,5670000,5880000,210000,182493135,1.82493135,38323558350000,383235.58350000,3734352353970000,37343523.53970000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,5880000,6090000,210000,173368478,1.73368478,36407380380000,364073.80380000,3770759734350000,37707597.34350000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,6090000,6300000,210000,164700054,1.64700054,34587011340000,345870.11340000,3805346745690000,38053467.45690000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,6300000,6510000,210000,156465051,1.56465051,32857660710000,328576.60710000,3838204406400000,38382044.06400000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,6510000,6720000,210000,148641798,1.48641798,31214777580000,312147.77580000,3869419183980000,38694191.83980000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,6720000,6930000,210000,141209708,1.41209708,29654038680000,296540.38680000,3899073222660000,38990732.22660000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,6930000,7140000,210000,134149222,1.34149222,28171336620000,281713.36620000,3927244559280000,39272445.59280000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,7140000,7350000,210000,127441760,1.27441760,26762769600000,267627.69600000,3954007328880000,39540073.28880000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,7350000,7560000,210000,121069672,1.21069672,25424631120000,254246.31120000,3979431960000000,39794319.60000000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,7560000,7770000,210000,115016188,1.15016188,24153399480000,241533.99480000,4003585359480000,40035853.59480000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,7770000,7980000,210000,109265378,1.09265378,22945729380000,229457.29380000,4026531088860000,40265310.88860000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,7980000,8190000,210000,103802109,1.03802109,21798442890000,217984.42890000,4048329531750000,40483295.31750000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,8190000,8400000,210000,98612003,0.98612003,20708520630000,207085.20630000,4069038052380000,40690380.52380000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,8400000,8610000,210000,93681402,0.93681402,19673094420000,196730.94420000,4088711146800000,40887111.46800000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,8610000,8820000,210000,88997331,0.88997331,18689439510000,186894.39510000,4107400586310000,41074005.86310000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,8820000,9030000,210000,84547464,0.84547464,17754967440000,177549.67440000,4125155553750000,41251555.53750000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,9030000,9240000,210000,80320090,0.80320090,16867218900000,168672.18900000,4142022772650000,41420227.72650000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,9240000,9450000,210000,76304085,0.76304085,16023857850000,160238.57850000,4158046630500000,41580466.30500000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,9450000,9660000,210000,72488880,0.72488880,15222664800000,152226.64800000,4173269295300000,41732692.95300000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,9660000,9870000,210000,68864436,0.68864436,14461531560000,144615.31560000,4187730826860000,41877308.26860000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,9870000,10080000,210000,65421214,0.65421214,13738454940000,137384.54940000,4201469281800000,42014692.81800000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,10080000,10290000,210000,62150153,0.62150153,13051532130000,130515.32130000,4214520813930000,42145208.13930000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,10290000,10500000,210000,59042645,0.59042645,12398955450000,123989.55450000,4226919769380000,42269197.69380000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,10500000,10710000,210000,56090512,0.56090512,11779007520000,117790.07520000,4238698776900000,42386987.76900000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,10710000,10920000,210000,53285986,0.53285986,11190057060000,111900.57060000,4249888833960000,42498888.33960000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,10920000,11130000,210000,50621686,0.50621686,10630554060000,106305.54060000,4260519388020000,42605193.88020000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,11130000,11340000,210000,48090601,0.48090601,10099026210000,100990.26210000,4270618414230000,42706184.14230000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,11340000,11550000,210000,45686070,0.45686070,9594074700000,95940.74700000,4280212488930000,42802124.88930000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,11550000,11760000,210000,43401766,0.43401766,9114370860000,91143.70860000,4289326859790000,42893268.59790000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,11760000,11970000,210000,41231677,0.41231677,8658652170000,86586.52170000,4297985511960000,42979855.11960000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,11970000,12180000,210000,39170093,0.39170093,8225719530000,82257.19530000,4306211231490000,43062112.31490000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,12180000,12390000,210000,37211588,0.37211588,7814433480000,78144.33480000,4314025664970000,43140256.64970000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,12390000,12600000,210000,35351008,0.35351008,7423711680000,74237.11680000,4321449376650000,43214493.76650000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,12600000,12810000,210000,33583457,0.33583457,7052525970000,70525.25970000,4328501902620000,43285019.02620000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,12810000,13020000,210000,31904284,0.31904284,6699899640000,66998.99640000,4335201802260000,43352018.02260000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,13020000,13230000,210000,30309069,0.30309069,6364904490000,63649.04490000,4341566706750000,43415667.06750000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,13230000,13440000,210000,28793615,0.28793615,6046659150000,60466.59150000,4347613365900000,43476133.65900000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,13440000,13650000,210000,27353934,0.27353934,5744326140000,57443.26140000,4353357692040000,43533576.92040000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,13650000,13860000,210000,25986237,0.25986237,5457109770000,54571.09770000,4358814801810000,43588148.01810000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,13860000,14070000,210000,24686925,0.24686925,5184254250000,51842.54250000,4363999056060000,43639990.56060000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,14070000,14280000,210000,23452578,0.23452578,4925041380000,49250.41380000,4368924097440000,43689240.97440000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,14280000,14490000,210000,22279949,0.22279949,4678789290000,46787.89290000,4373602886730000,43736028.86730000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,14490000,14700000,210000,21165951,0.21165951,4444849710000,44448.49710000,4378047736440000,43780477.36440000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,14700000,14910000,210000,20107653,0.20107653,4222607130000,42226.07130000,4382270343570000,43822703.43570000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,14910000,15120000,210000,19102270,0.19102270,4011476700000,40114.76700000,4386281820270000,43862818.20270000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,15120000,15330000,210000,18147156,0.18147156,3810902760000,38109.02760000,4390092723030000,43900927.23030000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,15330000,15540000,210000,17239798,0.17239798,3620357580000,36203.57580000,4393713080610000,43937130.80610000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,15540000,15750000,210000,16377808,0.16377808,3439339680000,34393.39680000,4397152420290000,43971524.20290000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,15750000,15960000,210000,15558917,0.15558917,3267372570000,32673.72570000,4400419792860000,44004197.92860000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,15960000,16170000,210000,14780971,0.14780971,3104003910000,31040.03910000,4403523796770000,44035237.96770000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,16170000,16380000,210000,14041922,0.14041922,2948803620000,29488.03620000,4406472600390000,44064726.00390000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,16380000,16590000,210000,13339825,0.13339825,2801363250000,28013.63250000,4409273963640000,44092739.63640000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,16590000,16800000,210000,12672833,0.12672833,2661294930000,26612.94930000,4411935258570000,44119352.58570000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,16800000,17010000,210000,12039191,0.12039191,2528230110000,25282.30110000,4414463488680000,44144634.88680000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,17010000,17220000,210000,11437231,0.11437231,2401818510000,24018.18510000,4416865307190000,44168653.07190000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,17220000,17430000,210000,10865369,0.10865369,2281727490000,22817.27490000,4419147034680000,44191470.34680000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,17430000,17640000,210000,10322100,0.10322100,2167641000000,21676.41000000,4421314675680000,44213146.75680000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,17640000,17850000,210000,9805995,0.09805995,2059258950000,20592.58950000,4423373934630000,44233739.34630000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,17850000,18060000,210000,9315695,0.09315695,1956295950000,19562.95950000,4425330230580000,44253302.30580000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,18060000,18270000,210000,8849910,0.08849910,1858481100000,18584.81100000,4427188711680000,44271887.11680000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,18270000,18480000,210000,8407414,0.08407414,1765556940000,17655.56940000,4428954268620000,44289542.68620000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,18480000,18690000,210000,7987043,0.07987043,1677279030000,16772.79030000,4430631547650000,44306315.47650000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,18690000,18900000,210000,7587690,0.07587690,1593414900000,15934.14900000,4432224962550000,44322249.62550000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,18900000,19110000,210000,7208305,0.07208305,1513744050000,15137.44050000,4433738706600000,44337387.06600000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,19110000,19320000,210000,6847889,0.06847889,1438056690000,14380.56690000,4435176763290000,44351767.63290000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,19320000,19530000,210000,6505494,0.06505494,1366153740000,13661.53740000,4436542917030000,44365429.17030000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,19530000,19740000,210000,6180219,0.06180219,1297845990000,12978.45990000,4437840763020000,44378407.63020000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,19740000,19950000,210000,5871208,0.05871208,1232953680000,12329.53680000,4439073716700000,44390737.16700000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,19950000,20160000,210000,5577647,0.05577647,1171305870000,11713.05870000,4440245022570000,44402450.22570000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,20160000,20370000,210000,5298764,0.05298764,1112740440000,11127.40440000,4441357763010000,44413577.63010000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,20370000,20580000,210000,5033825,0.05033825,1057103250000,10571.03250000,4442414866260000,44424148.66260000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,20580000,20790000,210000,4782133,0.04782133,1004247930000,10042.47930000,4443419114190000,44434191.14190000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,20790000,21000000,210000,4543026,0.04543026,954035460000,9540.35460000,4444373149650000,44443731.49650000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,21000000,21210000,210000,4315874,0.04315874,906333540000,9063.33540000,4445279483190000,44452794.83190000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,21210000,21420000,210000,4100080,0.04100080,861016800000,8610.16800000,4446140499990000,44461404.99990000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,21420000,21630000,210000,3895076,0.03895076,817965960000,8179.65960000,4446958465950000,44469584.65950000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,21630000,21840000,210000,3700322,0.03700322,777067620000,7770.67620000,4447735533570000,44477355.33570000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,21840000,22050000,210000,3515305,0.03515305,738214050000,7382.14050000,4448473747620000,44484737.47620000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,22050000,22260000,210000,3339539,0.03339539,701303190000,7013.03190000,4449175050810000,44491750.50810000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,22260000,22470000,210000,3172562,0.03172562,666238020000,6662.38020000,4449841288830000,44498412.88830000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,22470000,22680000,210000,3013933,0.03013933,632925930000,6329.25930000,4450474214760000,44504742.14760000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,22680000,22890000,210000,2863236,0.02863236,601279560000,6012.79560000,4451075494320000,44510754.94320000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,22890000,23100000,210000,2720074,0.02720074,571215540000,5712.15540000,4451646709860000,44516467.09860000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,23100000,23310000,210000,2584070,0.02584070,542654700000,5426.54700000,4452189364560000,44521893.64560000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,23310000,23520000,210000,2454866,0.02454866,515521860000,5155.21860000,4452704886420000,44527048.86420000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,23520000,23730000,210000,2332122,0.02332122,489745620000,4897.45620000,4453194632040000,44531946.32040000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,23730000,23940000,210000,2215515,0.02215515,465258150000,4652.58150000,4453659890190000,44536598.90190000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,23940000,24150000,210000,2104739,0.02104739,441995190000,4419.95190000,4454101885380000,44541018.85380000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,24150000,24360000,210000,1999502,0.01999502,419895420000,4198.95420000,4454521780800000,44545217.80800000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,24360000,24570000,210000,1899526,0.01899526,398900460000,3989.00460000,4454920681260000,44549206.81260000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,24570000,24780000,210000,1804549,0.01804549,378955290000,3789.55290000,4455299636550000,44552996.36550000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,24780000,24990000,210000,1714321,0.01714321,360007410000,3600.07410000,4455659643960000,44556596.43960000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,24990000,25200000,210000,1628604,0.01628604,342006840000,3420.06840000,4456001650800000,44560016.50800000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,25200000,25410000,210000,1547173,0.01547173,324906330000,3249.06330000,4456326557130000,44563265.57130000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,25410000,25620000,210000,1469814,0.01469814,308660940000,3086.60940000,4456635218070000,44566352.18070000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,25620000,25830000,210000,1396323,0.01396323,293227830000,2932.27830000,4456928445900000,44569284.45900000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,25830000,26040000,210000,1326506,0.01326506,278566260000,2785.66260000,4457207012160000,44572070.12160000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,26040000,26250000,210000,1260180,0.01260180,264637800000,2646.37800000,4457471649960000,44574716.49960000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,26250000,26460000,210000,1197171,0.01197171,251405910000,2514.05910000,4457723055870000,44577230.55870000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,26460000,26670000,210000,1137312,0.01137312,238835520000,2388.35520000,4457961891390000,44579618.91390000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,26670000,26880000,210000,1080446,0.01080446,226893660000,2268.93660000,4458188785050000,44581887.85050000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,26880000,27090000,210000,1026423,0.01026423,215548830000,2155.48830000,4458404333880000,44584043.33880000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,27090000,27300000,210000,975101,0.00975101,204771210000,2047.71210000,4458609105090000,44586091.05090000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,27300000,27510000,210000,926345,0.00926345,194532450000,1945.32450000,4458803637540000,44588036.37540000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,27510000,27720000,210000,880027,0.00880027,184805670000,1848.05670000,4458988443210000,44589884.43210000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,27720000,27930000,210000,836025,0.00836025,175565250000,1755.65250000,4459164008460000,44591640.08460000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,27930000,28140000,210000,794223,0.00794223,166786830000,1667.86830000,4459330795290000,44593307.95290000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,28140000,28350000,210000,754511,0.00754511,158447310000,1584.47310000,4459489242600000,44594892.42600000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,28350000,28560000,210000,716785,0.00716785,150524850000,1505.24850000,4459639767450000,44596397.67450000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,28560000,28770000,210000,680945,0.00680945,142998450000,1429.98450000,4459782765900000,44597827.65900000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,28770000,28980000,210000,646897,0.00646897,135848370000,1358.48370000,4459918614270000,44599186.14270000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,28980000,29190000,210000,614552,0.00614552,129055920000,1290.55920000,4460047670190000,44600476.70190000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,29190000,29400000,210000,583824,0.00583824,122603040000,1226.03040000,4460170273230000,44601702.73230000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,29400000,29610000,210000,554632,0.00554632,116472720000,1164.72720000,4460286745950000,44602867.45950000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,29610000,29820000,210000,526900,0.00526900,110649000000,1106.49000000,4460397394950000,44603973.94950000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,29820000,30030000,210000,500555,0.00500555,105116550000,1051.16550000,4460502511500000,44605025.11500000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,30030000,30240000,210000,475527,0.00475527,99860670000,998.60670000,4460602372170000,44606023.72170000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,30240000,30450000,210000,451750,0.00451750,94867500000,948.67500000,4460697239670000,44606972.39670000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,30450000,30660000,210000,429162,0.00429162,90124020000,901.24020000,4460787363690000,44607873.63690000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,30660000,30870000,210000,407703,0.00407703,85617630000,856.17630000,4460872981320000,44608729.81320000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,30870000,31080000,210000,387317,0.00387317,81336570000,813.36570000,4460954317890000,44609543.17890000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,31080000,31290000,210000,367951,0.00367951,77269710000,772.69710000,4461031587600000,44610315.87600000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,31290000,31500000,210000,349553,0.00349553,73406130000,734.06130000,4461104993730000,44611049.93730000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,31500000,31710000,210000,332075,0.00332075,69735750000,697.35750000,4461174729480000,44611747.29480000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,31710000,31920000,210000,315471,0.00315471,66248910000,662.48910000,4461240978390000,44612409.78390000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,31920000,32130000,210000,299697,0.00299697,62936370000,629.36370000,4461303914760000,44613039.14760000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,32130000,32340000,210000,284712,0.00284712,59789520000,597.89520000,4461363704280000,44613637.04280000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,32340000,32550000,210000,270476,0.00270476,56799960000,567.99960000,4461420504240000,44614205.04240000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,32550000,32760000,210000,256952,0.00256952,53959920000,539.59920000,4461474464160000,44614744.64160000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,32760000,32970000,210000,244104,0.00244104,51261840000,512.61840000,4461525726000000,44615257.26000000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,32970000,33180000,210000,231898,0.00231898,48698580000,486.98580000,4461574424580000,44615744.24580000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,33180000,33390000,210000,220303,0.00220303,46263630000,462.63630000,4461620688210000,44616206.88210000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,33390000,33600000,210000,209287,0.00209287,43950270000,439.50270000,4461664638480000,44616646.38480000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,33600000,33810000,210000,198822,0.00198822,41752620000,417.52620000,4461706391100000,44617063.91100000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,33810000,34020000,210000,188880,0.00188880,39664800000,396.64800000,4461746055900000,44617460.55900000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,34020000,34230000,210000,179436,0.00179436,37681560000,376.81560000,4461783737460000,44617837.37460000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,34230000,34440000,210000,170464,0.00170464,35797440000,357.97440000,4461819534900000,44618195.34900000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,34440000,34650000,210000,161940,0.00161940,34007400000,340.07400000,4461853542300000,44618535.42300000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,34650000,34860000,210000,153843,0.00153843,32307030000,323.07030000,4461885849330000,44618858.49330000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,34860000,35070000,210000,146150,0.00146150,30691500000,306.91500000,4461916540830000,44619165.40830000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,35070000,35280000,210000,138842,0.00138842,29156820000,291.56820000,4461945697650000,44619456.97650000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,35280000,35490000,210000,131899,0.00131899,27698790000,276.98790000,4461973396440000,44619733.96440000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,35490000,35700000,210000,125304,0.00125304,26313840000,263.13840000,4461999710280000,44619997.10280000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,35700000,35910000,210000,119038,0.00119038,24997980000,249.97980000,4462024708260000,44620247.08260000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,35910000,36120000,210000,113086,0.00113086,23748060000,237.48060000,4462048456320000,44620484.56320000,false,1/20 epoch reduction
S1,S1,1/20 reduction without a floor,36120000,36330000,210000,107431,0.00107431,22560510000,225.60510000,4462071016830000,44620710.16830000,false,1/20 epoch reduction
