scenario_id,scenario_display_id,scenario_name,boundary_height,subsidy_before_base_units,subsidy_after_base_units,subsidy_before_rin,subsidy_after_rin,nominal_change_base_units,nominal_revenue_shock_pct,fee_replacement_base_units_per_block,fee_replacement_rin_per_block,boundary_type
S0,S0,Unchanged binary halving,840000,625000000,312500000,6.25000000,3.12500000,-312500000,-50.00000000,312500000,3.12500000,activation
S0,S0,Unchanged binary halving,1050000,312500000,156250000,3.12500000,1.56250000,-156250000,-50.00000000,156250000,1.56250000,scheduled subsidy boundary
S0,S0,Unchanged binary halving,1260000,156250000,78125000,1.56250000,0.78125000,-78125000,-50.00000000,78125000,0.78125000,scheduled subsidy boundary
S0,S0,Unchanged binary halving,1470000,78125000,39062500,0.78125000,0.39062500,-39062500,-50.00000000,39062500,0.39062500,scheduled subsidy boundary
S0,S0,Unchanged binary halving,1680000,39062500,19531250,0.39062500,0.19531250,-19531250,-50.00000000,19531250,0.19531250,scheduled subsidy boundary
S0,S0,Unchanged binary halving,1890000,19531250,9765625,0.19531250,0.09765625,-9765625,-50.00000000,9765625,0.09765625,scheduled subsidy boundary
S0,S0,Unchanged binary halving,2100000,9765625,4882812,0.09765625,0.04882812,-4882813,-50.00000512,4882813,0.04882813,scheduled subsidy boundary
S0,S0,Unchanged binary halving,2310000,4882812,2441406,0.04882812,0.02441406,-2441406,-50.00000000,2441406,0.02441406,scheduled subsidy boundary
S0,S0,Unchanged binary halving,2520000,2441406,1220703,0.02441406,0.01220703,-1220703,-50.00000000,1220703,0.01220703,scheduled subsidy boundary
S0,S0,Unchanged binary halving,2730000,1220703,610351,0.01220703,0.00610351,-610352,-50.00004096,610352,0.00610352,scheduled subsidy boundary
S0,S0,Unchanged binary halving,2940000,610351,305175,0.00610351,0.00305175,-305176,-50.00008192,305176,0.00305176,scheduled subsidy boundary
S0,S0,Unchanged binary halving,3150000,305175,152587,0.00305175,0.00152587,-152588,-50.00016384,152588,0.00152588,scheduled subsidy boundary
S0,S0,Unchanged binary halving,3360000,152587,76293,0.00152587,0.00076293,-76294,-50.00032768,76294,0.00076294,scheduled subsidy boundary
S0,S0,Unchanged binary halving,3570000,76293,38146,0.00076293,0.00038146,-38147,-50.00065537,38147,0.00038147,scheduled subsidy boundary
S0,S0,Unchanged binary halving,3780000,38146,19073,0.00038146,0.00019073,-19073,-50.00000000,19073,0.00019073,scheduled subsidy boundary
S0,S0,Unchanged binary halving,3990000,19073,9536,0.00019073,0.00009536,-9537,-50.00262151,9537,0.00009537,scheduled subsidy boundary
S0,S0,Unchanged binary halving,4200000,9536,4768,0.00009536,0.00004768,-4768,-50.00000000,4768,0.00004768,scheduled subsidy boundary
S0,S0,Unchanged binary halving,4410000,4768,2384,0.00004768,0.00002384,-2384,-50.00000000,2384,0.00002384,scheduled subsidy boundary
S0,S0,Unchanged binary halving,4620000,2384,1192,0.00002384,0.00001192,-1192,-50.00000000,1192,0.00001192,scheduled subsidy boundary
S0,S0,Unchanged binary halving,4830000,1192,596,0.00001192,0.00000596,-596,-50.00000000,596,0.00000596,scheduled subsidy boundary
S0,S0,Unchanged binary halving,5040000,596,298,0.00000596,0.00000298,-298,-50.00000000,298,0.00000298,scheduled subsidy boundary
S0,S0,Unchanged binary halving,5250000,298,149,0.00000298,0.00000149,-149,-50.00000000,149,0.00000149,scheduled subsidy boundary
S0,S0,Unchanged binary halving,5460000,149,74,0.00000149,0.00000074,-75,-50.33557047,75,0.00000075,scheduled subsidy boundary
S0,S0,Unchanged binary halving,5670000,74,37,0.00000074,0.00000037,-37,-50.00000000,37,0.00000037,scheduled subsidy boundary
S0,S0,Unchanged binary halving,5880000,37,18,0.00000037,0.00000018,-19,-51.35135135,19,0.00000019,scheduled subsidy boundary
S0,S0,Unchanged binary halving,6090000,18,9,0.00000018,0.00000009,-9,-50.00000000,9,0.00000009,scheduled subsidy boundary
S0,S0,Unchanged binary halving,6300000,9,4,0.00000009,0.00000004,-5,-55.55555556,5,0.00000005,scheduled subsidy boundary
S0,S0,Unchanged binary halving,6510000,4,2,0.00000004,0.00000002,-2,-50.00000000,2,0.00000002,scheduled subsidy boundary
S0,S0,Unchanged binary halving,6720000,2,1,0.00000002,0.00000001,-1,-50.00000000,1,0.00000001,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,840000,625000000,593750000,6.25000000,5.93750000,-31250000,-5.00000000,31250000,0.31250000,activation
S1,S1,1/20 reduction without a floor,1050000,593750000,564062500,5.93750000,5.64062500,-29687500,-5.00000000,29687500,0.29687500,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,1260000,564062500,535859375,5.64062500,5.35859375,-28203125,-5.00000000,28203125,0.28203125,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,1470000,535859375,509066406,5.35859375,5.09066406,-26792969,-5.00000005,26792969,0.26792969,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,1680000,509066406,483613085,5.09066406,4.83613085,-25453321,-5.00000014,25453321,0.25453321,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,1890000,483613085,459432430,4.83613085,4.59432430,-24180655,-5.00000016,24180655,0.24180655,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,2100000,459432430,436460808,4.59432430,4.36460808,-22971622,-5.00000011,22971622,0.22971622,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,2310000,436460808,414637767,4.36460808,4.14637767,-21823041,-5.00000014,21823041,0.21823041,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,2520000,414637767,393905878,4.14637767,3.93905878,-20731889,-5.00000016,20731889,0.20731889,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,2730000,393905878,374210584,3.93905878,3.74210584,-19695294,-5.00000003,19695294,0.19695294,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,2940000,374210584,355500054,3.74210584,3.55500054,-18710530,-5.00000021,18710530,0.18710530,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,3150000,355500054,337725051,3.55500054,3.37725051,-17775003,-5.00000008,17775003,0.17775003,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,3360000,337725051,320838798,3.37725051,3.20838798,-16886253,-5.00000013,16886253,0.16886253,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,3570000,320838798,304796858,3.20838798,3.04796858,-16041940,-5.00000003,16041940,0.16041940,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,3780000,304796858,289557015,3.04796858,2.89557015,-15239843,-5.00000003,15239843,0.15239843,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,3990000,289557015,275079164,2.89557015,2.75079164,-14477851,-5.00000009,14477851,0.14477851,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,4200000,275079164,261325205,2.75079164,2.61325205,-13753959,-5.00000029,13753959,0.13753959,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,4410000,261325205,248258944,2.61325205,2.48258944,-13066261,-5.00000029,13066261,0.13066261,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,4620000,248258944,235845996,2.48258944,2.35845996,-12412948,-5.00000032,12412948,0.12412948,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,4830000,235845996,224053696,2.35845996,2.24053696,-11792300,-5.00000008,11792300,0.11792300,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,5040000,224053696,212851011,2.24053696,2.12851011,-11202685,-5.00000009,11202685,0.11202685,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,5250000,212851011,202208460,2.12851011,2.02208460,-10642551,-5.00000021,10642551,0.10642551,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,5460000,202208460,192098037,2.02208460,1.92098037,-10110423,-5.00000000,10110423,0.10110423,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,5670000,192098037,182493135,1.92098037,1.82493135,-9604902,-5.00000008,9604902,0.09604902,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,5880000,182493135,173368478,1.82493135,1.73368478,-9124657,-5.00000014,9124657,0.09124657,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,6090000,173368478,164700054,1.73368478,1.64700054,-8668424,-5.00000006,8668424,0.08668424,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,6300000,164700054,156465051,1.64700054,1.56465051,-8235003,-5.00000018,8235003,0.08235003,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,6510000,156465051,148641798,1.56465051,1.48641798,-7823253,-5.00000029,7823253,0.07823253,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,6720000,148641798,141209708,1.48641798,1.41209708,-7432090,-5.00000007,7432090,0.07432090,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,6930000,141209708,134149222,1.41209708,1.34149222,-7060486,-5.00000042,7060486,0.07060486,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,7140000,134149222,127441760,1.34149222,1.27441760,-6707462,-5.00000067,6707462,0.06707462,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,7350000,127441760,121069672,1.27441760,1.21069672,-6372088,-5.00000000,6372088,0.06372088,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,7560000,121069672,115016188,1.21069672,1.15016188,-6053484,-5.00000033,6053484,0.06053484,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,7770000,115016188,109265378,1.15016188,1.09265378,-5750810,-5.00000052,5750810,0.05750810,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,7980000,109265378,103802109,1.09265378,1.03802109,-5463269,-5.00000009,5463269,0.05463269,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,8190000,103802109,98612003,1.03802109,0.98612003,-5190106,-5.00000053,5190106,0.05190106,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,8400000,98612003,93681402,0.98612003,0.93681402,-4930601,-5.00000086,4930601,0.04930601,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,8610000,93681402,88997331,0.93681402,0.88997331,-4684071,-5.00000096,4684071,0.04684071,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,8820000,88997331,84547464,0.88997331,0.84547464,-4449867,-5.00000051,4449867,0.04449867,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,9030000,84547464,80320090,0.84547464,0.80320090,-4227374,-5.00000095,4227374,0.04227374,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,9240000,80320090,76304085,0.80320090,0.76304085,-4016005,-5.00000062,4016005,0.04016005,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,9450000,76304085,72488880,0.76304085,0.72488880,-3815205,-5.00000098,3815205,0.03815205,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,9660000,72488880,68864436,0.72488880,0.68864436,-3624444,-5.00000000,3624444,0.03624444,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,9870000,68864436,65421214,0.68864436,0.65421214,-3443222,-5.00000029,3443222,0.03443222,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,10080000,65421214,62150153,0.65421214,0.62150153,-3271061,-5.00000046,3271061,0.03271061,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,10290000,62150153,59042645,0.62150153,0.59042645,-3107508,-5.00000056,3107508,0.03107508,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,10500000,59042645,56090512,0.59042645,0.56090512,-2952133,-5.00000127,2952133,0.02952133,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,10710000,56090512,53285986,0.56090512,0.53285986,-2804526,-5.00000071,2804526,0.02804526,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,10920000,53285986,50621686,0.53285986,0.50621686,-2664300,-5.00000131,2664300,0.02664300,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,11130000,50621686,48090601,0.50621686,0.48090601,-2531085,-5.00000138,2531085,0.02531085,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,11340000,48090601,45686070,0.48090601,0.45686070,-2404531,-5.00000198,2404531,0.02404531,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,11550000,45686070,43401766,0.45686070,0.43401766,-2284304,-5.00000109,2284304,0.02284304,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,11760000,43401766,41231677,0.43401766,0.41231677,-2170089,-5.00000161,2170089,0.02170089,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,11970000,41231677,39170093,0.41231677,0.39170093,-2061584,-5.00000036,2061584,0.02061584,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,12180000,39170093,37211588,0.39170093,0.37211588,-1958505,-5.00000089,1958505,0.01958505,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,12390000,37211588,35351008,0.37211588,0.35351008,-1860580,-5.00000161,1860580,0.01860580,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,12600000,35351008,33583457,0.35351008,0.33583457,-1767551,-5.00000170,1767551,0.01767551,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,12810000,33583457,31904284,0.33583457,0.31904284,-1679173,-5.00000045,1679173,0.01679173,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,13020000,31904284,30309069,0.31904284,0.30309069,-1595215,-5.00000251,1595215,0.01595215,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,13230000,30309069,28793615,0.30309069,0.28793615,-1515454,-5.00000181,1515454,0.01515454,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,13440000,28793615,27353934,0.28793615,0.27353934,-1439681,-5.00000087,1439681,0.01439681,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,13650000,27353934,25986237,0.27353934,0.25986237,-1367697,-5.00000110,1367697,0.01367697,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,13860000,25986237,24686925,0.25986237,0.24686925,-1299312,-5.00000058,1299312,0.01299312,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,14070000,24686925,23452578,0.24686925,0.23452578,-1234347,-5.00000304,1234347,0.01234347,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,14280000,23452578,22279949,0.23452578,0.22279949,-1172629,-5.00000043,1172629,0.01172629,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,14490000,22279949,21165951,0.22279949,0.21165951,-1113998,-5.00000247,1113998,0.01113998,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,14700000,21165951,20107653,0.21165951,0.20107653,-1058298,-5.00000213,1058298,0.01058298,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,14910000,20107653,19102270,0.20107653,0.19102270,-1005383,-5.00000174,1005383,0.01005383,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,15120000,19102270,18147156,0.19102270,0.18147156,-955114,-5.00000262,955114,0.00955114,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,15330000,18147156,17239798,0.18147156,0.17239798,-907358,-5.00000110,907358,0.00907358,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,15540000,17239798,16377808,0.17239798,0.16377808,-861990,-5.00000058,861990,0.00861990,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,15750000,16377808,15558917,0.16377808,0.15558917,-818891,-5.00000366,818891,0.00818891,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,15960000,15558917,14780971,0.15558917,0.14780971,-777946,-5.00000096,777946,0.00777946,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,16170000,14780971,14041922,0.14780971,0.14041922,-739049,-5.00000304,739049,0.00739049,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,16380000,14041922,13339825,0.14041922,0.13339825,-702097,-5.00000641,702097,0.00702097,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,16590000,13339825,12672833,0.13339825,0.12672833,-666992,-5.00000562,666992,0.00666992,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,16800000,12672833,12039191,0.12672833,0.12039191,-633642,-5.00000276,633642,0.00633642,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,17010000,12039191,11437231,0.12039191,0.11437231,-601960,-5.00000374,601960,0.00601960,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,17220000,11437231,10865369,0.11437231,0.10865369,-571862,-5.00000393,571862,0.00571862,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,17430000,10865369,10322100,0.10865369,0.10322100,-543269,-5.00000506,543269,0.00543269,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,17640000,10322100,9805995,0.10322100,0.09805995,-516105,-5.00000000,516105,0.00516105,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,17850000,9805995,9315695,0.09805995,0.09315695,-490300,-5.00000255,490300,0.00490300,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,18060000,9315695,8849910,0.09315695,0.08849910,-465785,-5.00000268,465785,0.00465785,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,18270000,8849910,8407414,0.08849910,0.08407414,-442496,-5.00000565,442496,0.00442496,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,18480000,8407414,7987043,0.08407414,0.07987043,-420371,-5.00000357,420371,0.00420371,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,18690000,7987043,7587690,0.07987043,0.07587690,-399353,-5.00001064,399353,0.00399353,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,18900000,7587690,7208305,0.07587690,0.07208305,-379385,-5.00000659,379385,0.00379385,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,19110000,7208305,6847889,0.07208305,0.06847889,-360416,-5.00001040,360416,0.00360416,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,19320000,6847889,6505494,0.06847889,0.06505494,-342395,-5.00000803,342395,0.00342395,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,19530000,6505494,6180219,0.06505494,0.06180219,-325275,-5.00000461,325275,0.00325275,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,19740000,6180219,5871208,0.06180219,0.05871208,-309011,-5.00000081,309011,0.00309011,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,19950000,5871208,5577647,0.05871208,0.05577647,-293561,-5.00001022,293561,0.00293561,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,20160000,5577647,5298764,0.05577647,0.05298764,-278883,-5.00001165,278883,0.00278883,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,20370000,5298764,5033825,0.05298764,0.05033825,-264939,-5.00001510,264939,0.00264939,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,20580000,5033825,4782133,0.05033825,0.04782133,-251692,-5.00001490,251692,0.00251692,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,20790000,4782133,4543026,0.04782133,0.04543026,-239107,-5.00000732,239107,0.00239107,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,21000000,4543026,4315874,0.04543026,0.04315874,-227152,-5.00001541,227152,0.00227152,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,21210000,4315874,4100080,0.04315874,0.04100080,-215794,-5.00000695,215794,0.00215794,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,21420000,4100080,3895076,0.04100080,0.03895076,-205004,-5.00000000,205004,0.00205004,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,21630000,3895076,3700322,0.03895076,0.03700322,-194754,-5.00000513,194754,0.00194754,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,21840000,3700322,3515305,0.03700322,0.03515305,-185017,-5.00002432,185017,0.00185017,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,22050000,3515305,3339539,0.03515305,0.03339539,-175766,-5.00002134,175766,0.00175766,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,22260000,3339539,3172562,0.03339539,0.03172562,-166977,-5.00000150,166977,0.00166977,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,22470000,3172562,3013933,0.03172562,0.03013933,-158629,-5.00002837,158629,0.00158629,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,22680000,3013933,2863236,0.03013933,0.02863236,-150697,-5.00001161,150697,0.00150697,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,22890000,2863236,2720074,0.02863236,0.02720074,-143162,-5.00000699,143162,0.00143162,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,23100000,2720074,2584070,0.02720074,0.02584070,-136004,-5.00001103,136004,0.00136004,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,23310000,2584070,2454866,0.02584070,0.02454866,-129204,-5.00001935,129204,0.00129204,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,23520000,2454866,2332122,0.02454866,0.02332122,-122744,-5.00002851,122744,0.00122744,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,23730000,2332122,2215515,0.02332122,0.02215515,-116607,-5.00003859,116607,0.00116607,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,23940000,2215515,2104739,0.02215515,0.02104739,-110776,-5.00001128,110776,0.00110776,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,24150000,2104739,1999502,0.02104739,0.01999502,-105237,-5.00000238,105237,0.00105237,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,24360000,1999502,1899526,0.01999502,0.01899526,-99976,-5.00004501,99976,0.00099976,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,24570000,1899526,1804549,0.01899526,0.01804549,-94977,-5.00003685,94977,0.00094977,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,24780000,1804549,1714321,0.01804549,0.01714321,-90228,-5.00003048,90228,0.00090228,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,24990000,1714321,1628604,0.01714321,0.01628604,-85717,-5.00005542,85717,0.00085717,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,25200000,1628604,1547173,0.01628604,0.01547173,-81431,-5.00004912,81431,0.00081431,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,25410000,1547173,1469814,0.01547173,0.01469814,-77359,-5.00002262,77359,0.00077359,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,25620000,1469814,1396323,0.01469814,0.01396323,-73491,-5.00002041,73491,0.00073491,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,25830000,1396323,1326506,0.01396323,0.01326506,-69817,-5.00006087,69817,0.00069817,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,26040000,1326506,1260180,0.01326506,0.01260180,-66326,-5.00005277,66326,0.00066326,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,26250000,1260180,1197171,0.01260180,0.01197171,-63009,-5.00000000,63009,0.00063009,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,26460000,1197171,1137312,0.01197171,0.01137312,-59859,-5.00003759,59859,0.00059859,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,26670000,1137312,1080446,0.01137312,0.01080446,-56866,-5.00003517,56866,0.00056866,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,26880000,1080446,1026423,0.01080446,0.01026423,-54023,-5.00006479,54023,0.00054023,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,27090000,1026423,975101,0.01026423,0.00975101,-51322,-5.00008281,51322,0.00051322,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,27300000,975101,926345,0.00975101,0.00926345,-48756,-5.00009743,48756,0.00048756,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,27510000,926345,880027,0.00926345,0.00880027,-46318,-5.00008096,46318,0.00046318,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,27720000,880027,836025,0.00880027,0.00836025,-44002,-5.00007386,44002,0.00044002,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,27930000,836025,794223,0.00836025,0.00794223,-41802,-5.00008971,41802,0.00041802,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,28140000,794223,754511,0.00794223,0.00754511,-39712,-5.00010702,39712,0.00039712,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,28350000,754511,716785,0.00754511,0.00716785,-37726,-5.00005964,37726,0.00037726,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,28560000,716785,680945,0.00716785,0.00680945,-35840,-5.00010463,35840,0.00035840,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,28770000,680945,646897,0.00680945,0.00646897,-34048,-5.00011014,34048,0.00034048,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,28980000,646897,614552,0.00646897,0.00614552,-32345,-5.00002319,32345,0.00032345,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,29190000,614552,583824,0.00614552,0.00583824,-30728,-5.00006509,30728,0.00030728,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,29400000,583824,554632,0.00583824,0.00554632,-29192,-5.00013703,29192,0.00029192,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,29610000,554632,526900,0.00554632,0.00526900,-27732,-5.00007212,27732,0.00027732,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,29820000,526900,500555,0.00526900,0.00500555,-26345,-5.00000000,26345,0.00026345,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,30030000,500555,475527,0.00500555,0.00475527,-25028,-5.00004994,25028,0.00025028,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,30240000,475527,451750,0.00475527,0.00451750,-23777,-5.00013669,23777,0.00023777,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,30450000,451750,429162,0.00451750,0.00429162,-22588,-5.00011068,22588,0.00022588,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,30660000,429162,407703,0.00429162,0.00407703,-21459,-5.00020971,21459,0.00021459,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,30870000,407703,387317,0.00407703,0.00387317,-20386,-5.00020849,20386,0.00020386,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,31080000,387317,367951,0.00387317,0.00367951,-19366,-5.00003873,19366,0.00019366,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,31290000,367951,349553,0.00367951,0.00349553,-18398,-5.00012230,18398,0.00018398,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,31500000,349553,332075,0.00349553,0.00332075,-17478,-5.00010013,17478,0.00017478,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,31710000,332075,315471,0.00332075,0.00315471,-16604,-5.00007528,16604,0.00016604,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,31920000,315471,299697,0.00315471,0.00299697,-15774,-5.00014264,15774,0.00015774,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,32130000,299697,284712,0.00299697,0.00284712,-14985,-5.00005005,14985,0.00014985,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,32340000,284712,270476,0.00284712,0.00270476,-14236,-5.00014049,14236,0.00014236,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,32550000,270476,256952,0.00270476,0.00256952,-13524,-5.00007394,13524,0.00013524,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,32760000,256952,244104,0.00256952,0.00244104,-12848,-5.00015567,12848,0.00012848,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,32970000,244104,231898,0.00244104,0.00231898,-12206,-5.00032773,12206,0.00012206,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,33180000,231898,220303,0.00231898,0.00220303,-11595,-5.00004312,11595,0.00011595,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,33390000,220303,209287,0.00220303,0.00209287,-11016,-5.00038583,11016,0.00011016,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,33600000,209287,198822,0.00209287,0.00198822,-10465,-5.00031058,10465,0.00010465,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,33810000,198822,188880,0.00198822,0.00188880,-9942,-5.00045267,9942,0.00009942,scheduled subsidy boundary
S1,S1,1/20 reduction without a floor,34020000,188880,179436,0.00188880,0.00179436,-9444,-5.00000000,9444,0.00009444,scheduled subsidy boundary
