scenario_id,scenario_display_id,scenario_name,boundary_height,subsidy_before_base_units,subsidy_after_base_units,subsidy_before_rin,subsidy_after_rin,nominal_change_base_units,nominal_revenue_shock_pct,fee_replacement_base_units_per_block,fee_replacement_rin_per_block,boundary_type
S4,S4,Idealized 113/114 cap-derived geometric schedule,307860000,1535,1521,0.00001535,0.00001521,-14,-0.91205212,14,0.00000014,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,308070000,1521,1507,0.00001521,0.00001507,-14,-0.92044707,14,0.00000014,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,308280000,1507,1493,0.00001507,0.00001493,-14,-0.92899801,14,0.00000014,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,308490000,1493,1479,0.00001493,0.00001479,-14,-0.93770931,14,0.00000014,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,308700000,1479,1466,0.00001479,0.00001466,-13,-0.87897228,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,308910000,1466,1453,0.00001466,0.00001453,-13,-0.88676671,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,309120000,1453,1440,0.00001453,0.00001440,-13,-0.89470062,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,309330000,1440,1427,0.00001440,0.00001427,-13,-0.90277778,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,309540000,1427,1414,0.00001427,0.00001414,-13,-0.91100210,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,309750000,1414,1401,0.00001414,0.00001401,-13,-0.91937765,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,309960000,1401,1388,0.00001401,0.00001388,-13,-0.92790864,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,310170000,1388,1375,0.00001388,0.00001375,-13,-0.93659942,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,310380000,1375,1362,0.00001375,0.00001362,-13,-0.94545455,13,0.00000013,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,310590000,1362,1350,0.00001362,0.00001350,-12,-0.88105727,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,310800000,1350,1338,0.00001350,0.00001338,-12,-0.88888889,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,311010000,1338,1326,0.00001338,0.00001326,-12,-0.89686099,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,311220000,1326,1314,0.00001326,0.00001314,-12,-0.90497738,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,311430000,1314,1302,0.00001314,0.00001302,-12,-0.91324201,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,311640000,1302,1290,0.00001302,0.00001290,-12,-0.92165899,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,311850000,1290,1278,0.00001290,0.00001278,-12,-0.93023256,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,312060000,1278,1266,0.00001278,0.00001266,-12,-0.93896714,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,312270000,1266,1254,0.00001266,0.00001254,-12,-0.94786730,12,0.00000012,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,312480000,1254,1243,0.00001254,0.00001243,-11,-0.87719298,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,312690000,1243,1232,0.00001243,0.00001232,-11,-0.88495575,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,312900000,1232,1221,0.00001232,0.00001221,-11,-0.89285714,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,313110000,1221,1210,0.00001221,0.00001210,-11,-0.90090090,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,313320000,1210,1199,0.00001210,0.00001199,-11,-0.90909091,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,313530000,1199,1188,0.00001199,0.00001188,-11,-0.91743119,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,313740000,1188,1177,0.00001188,0.00001177,-11,-0.92592593,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,313950000,1177,1166,0.00001177,0.00001166,-11,-0.93457944,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,314160000,1166,1155,0.00001166,0.00001155,-11,-0.94339623,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,314370000,1155,1144,0.00001155,0.00001144,-11,-0.95238095,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,314580000,1144,1133,0.00001144,0.00001133,-11,-0.96153846,11,0.00000011,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,314790000,1133,1123,0.00001133,0.00001123,-10,-0.88261253,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,315000000,1123,1113,0.00001123,0.00001113,-10,-0.89047195,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,315210000,1113,1103,0.00001113,0.00001103,-10,-0.89847260,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,315420000,1103,1093,0.00001103,0.00001093,-10,-0.90661831,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,315630000,1093,1083,0.00001093,0.00001083,-10,-0.91491308,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,315840000,1083,1073,0.00001083,0.00001073,-10,-0.92336103,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,316050000,1073,1063,0.00001073,0.00001063,-10,-0.93196645,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,316260000,1063,1053,0.00001063,0.00001053,-10,-0.94073377,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,316470000,1053,1043,0.00001053,0.00001043,-10,-0.94966762,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,316680000,1043,1033,0.00001043,0.00001033,-10,-0.95877277,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,316890000,1033,1023,0.00001033,0.00001023,-10,-0.96805421,10,0.00000010,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,317100000,1023,1014,0.00001023,0.00001014,-9,-0.87976540,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,317310000,1014,1005,0.00001014,0.00001005,-9,-0.88757396,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,317520000,1005,996,0.00001005,0.00000996,-9,-0.89552239,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,317730000,996,987,0.00000996,0.00000987,-9,-0.90361446,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,317940000,987,978,0.00000987,0.00000978,-9,-0.91185410,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,318150000,978,969,0.00000978,0.00000969,-9,-0.92024540,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,318360000,969,960,0.00000969,0.00000960,-9,-0.92879257,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,318570000,960,951,0.00000960,0.00000951,-9,-0.93750000,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,318780000,951,942,0.00000951,0.00000942,-9,-0.94637224,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,318990000,942,933,0.00000942,0.00000933,-9,-0.95541401,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,319200000,933,924,0.00000933,0.00000924,-9,-0.96463023,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,319410000,924,915,0.00000924,0.00000915,-9,-0.97402597,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,319620000,915,906,0.00000915,0.00000906,-9,-0.98360656,9,0.00000009,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,319830000,906,898,0.00000906,0.00000898,-8,-0.88300221,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,320040000,898,890,0.00000898,0.00000890,-8,-0.89086860,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,320250000,890,882,0.00000890,0.00000882,-8,-0.89887640,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,320460000,882,874,0.00000882,0.00000874,-8,-0.90702948,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,320670000,874,866,0.00000874,0.00000866,-8,-0.91533181,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,320880000,866,858,0.00000866,0.00000858,-8,-0.92378753,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,321090000,858,850,0.00000858,0.00000850,-8,-0.93240093,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,321300000,850,842,0.00000850,0.00000842,-8,-0.94117647,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,321510000,842,834,0.00000842,0.00000834,-8,-0.95011876,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,321720000,834,826,0.00000834,0.00000826,-8,-0.95923261,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,321930000,826,818,0.00000826,0.00000818,-8,-0.96852300,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,322140000,818,810,0.00000818,0.00000810,-8,-0.97799511,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,322350000,810,802,0.00000810,0.00000802,-8,-0.98765432,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,322560000,802,794,0.00000802,0.00000794,-8,-0.99750623,8,0.00000008,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,322770000,794,787,0.00000794,0.00000787,-7,-0.88161209,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,322980000,787,780,0.00000787,0.00000780,-7,-0.88945362,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,323190000,780,773,0.00000780,0.00000773,-7,-0.89743590,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,323400000,773,766,0.00000773,0.00000766,-7,-0.90556274,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,323610000,766,759,0.00000766,0.00000759,-7,-0.91383812,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,323820000,759,752,0.00000759,0.00000752,-7,-0.92226614,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,324030000,752,745,0.00000752,0.00000745,-7,-0.93085106,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,324240000,745,738,0.00000745,0.00000738,-7,-0.93959732,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,324450000,738,731,0.00000738,0.00000731,-7,-0.94850949,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,324660000,731,724,0.00000731,0.00000724,-7,-0.95759234,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,324870000,724,717,0.00000724,0.00000717,-7,-0.96685083,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,325080000,717,710,0.00000717,0.00000710,-7,-0.97629010,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,325290000,710,703,0.00000710,0.00000703,-7,-0.98591549,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,325500000,703,696,0.00000703,0.00000696,-7,-0.99573257,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,325710000,696,689,0.00000696,0.00000689,-7,-1.00574713,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,325920000,689,682,0.00000689,0.00000682,-7,-1.01596517,7,0.00000007,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,326130000,682,676,0.00000682,0.00000676,-6,-0.87976540,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,326340000,676,670,0.00000676,0.00000670,-6,-0.88757396,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,326550000,670,664,0.00000670,0.00000664,-6,-0.89552239,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,326760000,664,658,0.00000664,0.00000658,-6,-0.90361446,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,326970000,658,652,0.00000658,0.00000652,-6,-0.91185410,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,327180000,652,646,0.00000652,0.00000646,-6,-0.92024540,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,327390000,646,640,0.00000646,0.00000640,-6,-0.92879257,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,327600000,640,634,0.00000640,0.00000634,-6,-0.93750000,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,327810000,634,628,0.00000634,0.00000628,-6,-0.94637224,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,328020000,628,622,0.00000628,0.00000622,-6,-0.95541401,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,328230000,622,616,0.00000622,0.00000616,-6,-0.96463023,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,328440000,616,610,0.00000616,0.00000610,-6,-0.97402597,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,328650000,610,604,0.00000610,0.00000604,-6,-0.98360656,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,328860000,604,598,0.00000604,0.00000598,-6,-0.99337748,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,329070000,598,592,0.00000598,0.00000592,-6,-1.00334448,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,329280000,592,586,0.00000592,0.00000586,-6,-1.01351351,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,329490000,586,580,0.00000586,0.00000580,-6,-1.02389078,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,329700000,580,574,0.00000580,0.00000574,-6,-1.03448276,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,329910000,574,568,0.00000574,0.00000568,-6,-1.04529617,6,0.00000006,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,330120000,568,563,0.00000568,0.00000563,-5,-0.88028169,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,330330000,563,558,0.00000563,0.00000558,-5,-0.88809947,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,330540000,558,553,0.00000558,0.00000553,-5,-0.89605735,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,330750000,553,548,0.00000553,0.00000548,-5,-0.90415913,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,330960000,548,543,0.00000548,0.00000543,-5,-0.91240876,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,331170000,543,538,0.00000543,0.00000538,-5,-0.92081031,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,331380000,538,533,0.00000538,0.00000533,-5,-0.92936803,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,331590000,533,528,0.00000533,0.00000528,-5,-0.93808630,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,331800000,528,523,0.00000528,0.00000523,-5,-0.94696970,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,332010000,523,518,0.00000523,0.00000518,-5,-0.95602294,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,332220000,518,513,0.00000518,0.00000513,-5,-0.96525097,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,332430000,513,508,0.00000513,0.00000508,-5,-0.97465887,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,332640000,508,503,0.00000508,0.00000503,-5,-0.98425197,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,332850000,503,498,0.00000503,0.00000498,-5,-0.99403579,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,333060000,498,493,0.00000498,0.00000493,-5,-1.00401606,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,333270000,493,488,0.00000493,0.00000488,-5,-1.01419878,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,333480000,488,483,0.00000488,0.00000483,-5,-1.02459016,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,333690000,483,478,0.00000483,0.00000478,-5,-1.03519669,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,333900000,478,473,0.00000478,0.00000473,-5,-1.04602510,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,334110000,473,468,0.00000473,0.00000468,-5,-1.05708245,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,334320000,468,463,0.00000468,0.00000463,-5,-1.06837607,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,334530000,463,458,0.00000463,0.00000458,-5,-1.07991361,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,334740000,458,453,0.00000458,0.00000453,-5,-1.09170306,5,0.00000005,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,334950000,453,449,0.00000453,0.00000449,-4,-0.88300221,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,335160000,449,445,0.00000449,0.00000445,-4,-0.89086860,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,335370000,445,441,0.00000445,0.00000441,-4,-0.89887640,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,335580000,441,437,0.00000441,0.00000437,-4,-0.90702948,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,335790000,437,433,0.00000437,0.00000433,-4,-0.91533181,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,336000000,433,429,0.00000433,0.00000429,-4,-0.92378753,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,336210000,429,425,0.00000429,0.00000425,-4,-0.93240093,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,336420000,425,421,0.00000425,0.00000421,-4,-0.94117647,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,336630000,421,417,0.00000421,0.00000417,-4,-0.95011876,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,336840000,417,413,0.00000417,0.00000413,-4,-0.95923261,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,337050000,413,409,0.00000413,0.00000409,-4,-0.96852300,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,337260000,409,405,0.00000409,0.00000405,-4,-0.97799511,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,337470000,405,401,0.00000405,0.00000401,-4,-0.98765432,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,337680000,401,397,0.00000401,0.00000397,-4,-0.99750623,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,337890000,397,393,0.00000397,0.00000393,-4,-1.00755668,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,338100000,393,389,0.00000393,0.00000389,-4,-1.01781170,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,338310000,389,385,0.00000389,0.00000385,-4,-1.02827763,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,338520000,385,381,0.00000385,0.00000381,-4,-1.03896104,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,338730000,381,377,0.00000381,0.00000377,-4,-1.04986877,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,338940000,377,373,0.00000377,0.00000373,-4,-1.06100796,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,339150000,373,369,0.00000373,0.00000369,-4,-1.07238606,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,339360000,369,365,0.00000369,0.00000365,-4,-1.08401084,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,339570000,365,361,0.00000365,0.00000361,-4,-1.09589041,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,339780000,361,357,0.00000361,0.00000357,-4,-1.10803324,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,339990000,357,353,0.00000357,0.00000353,-4,-1.12044818,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,340200000,353,349,0.00000353,0.00000349,-4,-1.13314448,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,340410000,349,345,0.00000349,0.00000345,-4,-1.14613181,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,340620000,345,341,0.00000345,0.00000341,-4,-1.15942029,4,0.00000004,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,340830000,341,338,0.00000341,0.00000338,-3,-0.87976540,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,341040000,338,335,0.00000338,0.00000335,-3,-0.88757396,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,341250000,335,332,0.00000335,0.00000332,-3,-0.89552239,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,341460000,332,329,0.00000332,0.00000329,-3,-0.90361446,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,341670000,329,326,0.00000329,0.00000326,-3,-0.91185410,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,341880000,326,323,0.00000326,0.00000323,-3,-0.92024540,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,342090000,323,320,0.00000323,0.00000320,-3,-0.92879257,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,342300000,320,317,0.00000320,0.00000317,-3,-0.93750000,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,342510000,317,314,0.00000317,0.00000314,-3,-0.94637224,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,342720000,314,311,0.00000314,0.00000311,-3,-0.95541401,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,342930000,311,308,0.00000311,0.00000308,-3,-0.96463023,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,343140000,308,305,0.00000308,0.00000305,-3,-0.97402597,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,343350000,305,302,0.00000305,0.00000302,-3,-0.98360656,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,343560000,302,299,0.00000302,0.00000299,-3,-0.99337748,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,343770000,299,296,0.00000299,0.00000296,-3,-1.00334448,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,343980000,296,293,0.00000296,0.00000293,-3,-1.01351351,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,344190000,293,290,0.00000293,0.00000290,-3,-1.02389078,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,344400000,290,287,0.00000290,0.00000287,-3,-1.03448276,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,344610000,287,284,0.00000287,0.00000284,-3,-1.04529617,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,344820000,284,281,0.00000284,0.00000281,-3,-1.05633803,3,0.00000003,scheduled subsidy boundary
S4,S4,Idealized 113/114 cap-derived geometric schedule,345030000,281,278,0.00000281,0.00000278,-3,-1.06761566,3,0.00000003,scheduled subsidy boundary
